,Stkcd,year,EX_INDAT_read,AT
4160,002448,2017,,
4161,002448,2018,11.0,415.0
4162,002448,2019,18.0,2272.0
4163,002448,2020,15.0,2766.0
4164,002449,2016,,
4165,002449,2017,,
4166,002449,2018,51.0,579.0
4167,002449,2019,74.0,3877.0
4168,002449,2020,70.0,5620.0
4169,002450,2016,,
4170,002450,2017,,
4174,002451,2016,,
4175,002451,2017,,
4177,002451,2019,22.0,9771.0
4178,002451,2020,27.0,5071.0
4179,002452,2016,,
4180,002452,2017,,
4181,002452,2018,22.0,730.0
4182,002452,2019,22.0,1879.0
4183,002452,2020,27.0,2441.0
4184,002453,2016,,
4185,002453,2017,,
4186,002453,2018,23.0,723.0
4187,002453,2019,31.0,4747.0
4188,002453,2020,23.0,3188.0
4189,002454,2016,,
4190,002454,2017,,
4191,002454,2018,11.0,438.0
4192,002454,2019,18.0,1926.0
4193,002454,2020,15.0,2889.0
4194,002455,2016,,
4195,002455,2017,,
4196,002455,2018,23.0,335.0
4197,002455,2019,16.0,1779.0
4198,002455,2020,12.0,3076.0
4199,002456,2016,,
4200,002456,2017,,
4204,002457,2016,,
4205,002457,2017,,
4206,002457,2018,10.0,1274.0
4207,002457,2019,10.0,3395.0
4208,002457,2020,10.0,8788.0
4209,002458,2016,,
4210,002458,2017,,
4211,002458,2018,2.0,756.0
4214,002459,2016,,
4215,002459,2017,,
4217,002459,2019,9.0,7726.0
4218,002459,2020,27.0,10379.0
4219,002460,2016,,
4220,002460,2017,,
4224,002461,2016,,
4225,002461,2017,,
4226,002461,2018,2.0,462.0
4227,002461,2019,3.0,3159.0
4228,002461,2020,5.0,4763.0
4229,002462,2016,,
4230,002462,2017,,
4231,002462,2018,11.0,500.0
4232,002462,2019,6.0,2081.0
4233,002462,2020,5.0,3110.0
4234,002463,2016,,
4235,002463,2017,,
4239,002465,2016,,
4240,002465,2017,,
4242,002465,2019,74.0,8583.0
4243,002465,2020,70.0,9087.0
4244,002466,2016,,
4245,002466,2017,,
4249,002467,2016,,
4250,002467,2017,,
4251,002467,2018,13.0,595.0
4254,002468,2016,,
4255,002468,2017,,
4256,002468,2018,0.0,873.0
4257,002468,2019,0.0,5912.0
4259,002469,2016,,
4260,002469,2017,,
4261,002469,2018,1.0,575.0
4262,002469,2019,1.0,2079.0
4263,002469,2020,7.0,3076.0
4264,002471,2016,,
4265,002471,2017,,
4266,002471,2018,22.0,605.0
4267,002471,2019,22.0,4527.0
4268,002471,2020,27.0,6189.0
4269,002472,2016,,
4270,002472,2017,,
4271,002472,2018,6.0,1076.0
4272,002472,2019,10.0,2238.0
4273,002472,2020,8.0,2483.0
4274,002474,2016,,
4275,002474,2017,,
4276,002474,2018,19.0,447.0
4277,002474,2019,31.0,3240.0
4278,002474,2020,23.0,2318.0
4279,002475,2016,,
4280,002475,2017,,
4281,002475,2018,51.0,1082.0
4284,002476,2016,,
4285,002476,2017,,
4286,002476,2018,23.0,783.0
4287,002476,2019,16.0,2993.0
4288,002476,2020,12.0,2348.0
4289,002477,2016,,
4290,002477,2017,,
4292,002478,2016,,
4293,002478,2017,,
4294,002478,2018,2.0,648.0
4295,002478,2019,3.0,1452.0
4296,002478,2020,0.0,2089.0
4297,002479,2016,,
4298,002479,2017,,
4299,002479,2018,5.0,567.0
4300,002479,2019,7.0,4661.0
4301,002479,2020,5.0,3699.0
4302,002480,2016,,
4303,002480,2017,,
4304,002480,2018,6.0,636.0
4305,002480,2019,10.0,2816.0
4306,002480,2020,8.0,6711.0
4307,002481,2016,,
4308,002481,2017,,
4309,002481,2018,3.0,888.0
4312,002482,2016,,
4313,002482,2017,,
4314,002482,2018,1.0,1210.0
4315,002482,2019,0.0,5246.0
4316,002482,2020,2.0,4033.0
4317,002483,2016,,
4318,002483,2017,,
4319,002483,2018,6.0,296.0
4320,002483,2019,10.0,2250.0
4321,002483,2020,8.0,4564.0
4322,002484,2016,,
4323,002484,2017,,
4324,002484,2018,51.0,669.0
4325,002484,2019,74.0,2678.0
4326,002484,2020,70.0,4208.0
4327,002485,2016,,
4328,002485,2017,,
4330,002485,2019,2.0,4008.0
4331,002485,2020,0.0,1495.0
4332,002486,2016,,
4333,002486,2017,,
4337,002487,2016,,
4338,002487,2017,,
4339,002487,2018,2.0,277.0
4340,002487,2019,3.0,3875.0
4341,002487,2020,0.0,4450.0
4342,002488,2016,,
4343,002488,2017,,
4346,002488,2020,15.0,10806.0
4347,002489,2016,,
4348,002489,2017,,
4349,002489,2018,2.0,651.0
4350,002489,2019,0.0,2639.0
4351,002489,2020,1.0,6184.0
4352,002490,2016,,
4353,002490,2017,,
4354,002490,2018,15.0,843.0
4355,002490,2019,9.0,1375.0
4356,002490,2020,16.0,2507.0
4357,002491,2016,,
4358,002491,2017,,
4359,002491,2018,22.0,1262.0
4360,002491,2019,22.0,9451.0
4361,002491,2020,27.0,6735.0
4362,002492,2016,,
4363,002492,2017,,
4364,002492,2018,2.0,1700.0
4365,002492,2019,2.0,7584.0
4366,002492,2020,0.0,4235.0
4367,002493,2016,,
4368,002493,2017,,
4369,002493,2018,3.0,403.0
4370,002493,2019,3.0,1002.0
4371,002493,2020,2.0,1827.0
4372,002494,2016,,
4373,002494,2017,,
4374,002494,2018,0.0,1043.0
4375,002494,2019,0.0,3047.0
4376,002494,2020,0.0,3410.0
4377,002495,2016,,
4378,002495,2017,,
4379,002495,2018,3.0,1078.0
4380,002495,2019,4.0,2791.0
4381,002495,2020,5.0,4267.0
4382,002497,2016,,
4383,002497,2017,,
4385,002497,2019,16.0,8472.0
4386,002497,2020,12.0,9995.0
4387,002498,2016,,
4388,002498,2017,,
4389,002498,2018,22.0,481.0
4390,002498,2019,22.0,5904.0
4392,002502,2016,,
4393,002502,2017,,
4394,002502,2018,3.0,1786.0
4395,002502,2019,4.0,7871.0
4396,002502,2020,3.0,3010.0
4397,002503,2016,,
4398,002503,2017,,
4399,002503,2018,3.0,1461.0
4402,002505,2016,,
4403,002505,2017,,
4404,002505,2018,11.0,1081.0
4407,002506,2016,,
4408,002506,2017,,
4410,002506,2019,74.0,9615.0
4412,002507,2016,,
4413,002507,2017,,
4414,002507,2018,3.0,961.0
4415,002507,2019,4.0,6942.0
4416,002507,2020,5.0,5380.0
4417,002508,2016,,
4418,002508,2017,,
4419,002508,2018,22.0,973.0
4420,002508,2019,22.0,3839.0
4421,002508,2020,27.0,2368.0
4422,002509,2016,,
4423,002509,2017,,
4425,002509,2019,9.0,9309.0
4426,002510,2016,,
4427,002510,2017,,
4428,002510,2018,11.0,829.0
4429,002510,2019,18.0,5199.0
4431,002511,2016,,
4432,002511,2017,,
4433,002511,2018,3.0,628.0
4434,002511,2019,4.0,5900.0
4435,002511,2020,0.0,7793.0
4436,002512,2016,,
4437,002512,2017,,
4440,002512,2020,70.0,6472.0
4441,002513,2016,,
4442,002513,2017,,
4443,002513,2018,23.0,738.0
4444,002513,2019,16.0,5467.0
4445,002513,2020,12.0,3126.0
4446,002514,2016,,
4447,002514,2017,,
4448,002514,2018,2.0,433.0
4449,002514,2019,3.0,2032.0
4450,002514,2020,0.0,3065.0
4451,002515,2016,,
4452,002515,2017,,
4453,002515,2018,1.0,1301.0
4454,002515,2019,4.0,10121.0
4456,002516,2016,,
4457,002516,2017,,
4458,002516,2018,4.0,711.0
4459,002516,2019,2.0,2456.0
4460,002516,2020,3.0,5505.0
4461,002517,2016,,
4462,002517,2017,,
4465,002517,2020,13.0,10896.0
4466,002518,2016,,
4467,002518,2017,,
4468,002518,2018,22.0,865.0
4469,002518,2019,22.0,1829.0
4470,002518,2020,27.0,2317.0
4471,002519,2016,,
4472,002519,2017,,
4473,002519,2018,51.0,442.0
4474,002519,2019,74.0,4595.0
4475,002519,2020,70.0,3785.0
4476,002520,2016,,
4477,002520,2017,,
4478,002520,2018,6.0,581.0
4479,002520,2019,10.0,2054.0
4480,002520,2020,8.0,2539.0
4481,002521,2016,,
4482,002521,2017,,
4483,002521,2018,3.0,1266.0
4484,002521,2019,4.0,3957.0
4485,002521,2020,0.0,4138.0
4486,002522,2016,,
4487,002522,2017,,
4488,002522,2018,5.0,722.0
4489,002522,2019,4.0,2384.0
4490,002522,2020,5.0,3656.0
4491,002523,2016,,
4492,002523,2017,,
4493,002523,2018,6.0,375.0
4494,002523,2019,10.0,2143.0
4495,002523,2020,8.0,1829.0
4496,002524,2016,,
4497,002524,2017,,
4498,002524,2018,3.0,595.0
4500,002524,2020,0.0,8498.0
4501,002526,2016,,
4502,002526,2017,,
4504,002526,2019,9.0,7634.0
4505,002526,2020,16.0,5838.0
4506,002527,2016,,
4507,002527,2017,,
4508,002527,2018,22.0,611.0
4509,002527,2019,22.0,1893.0
4510,002527,2020,27.0,2565.0
4511,002528,2016,,
4512,002528,2017,,
4513,002528,2018,51.0,1108.0
4514,002528,2019,74.0,6736.0
4515,002528,2020,70.0,2010.0
4516,002529,2016,,
4517,002529,2017,,
4518,002529,2018,6.0,566.0
4519,002529,2019,10.0,1742.0
4520,002529,2020,8.0,4931.0
4521,002530,2016,,
4522,002530,2017,,
4523,002530,2018,13.0,963.0
4524,002530,2019,15.0,4537.0
4525,002530,2020,13.0,3480.0
4526,002531,2016,,
4527,002531,2017,,
4528,002531,2018,22.0,704.0
4529,002531,2019,22.0,3359.0
4530,002531,2020,27.0,6375.0
4531,002532,2016,,
4532,002532,2017,,
4533,002532,2018,6.0,349.0
4534,002532,2019,10.0,4510.0
4535,002532,2020,8.0,3527.0
4536,002533,2016,,
4537,002533,2017,,
4538,002533,2018,22.0,369.0
4539,002533,2019,22.0,2161.0
4540,002533,2020,27.0,3605.0
4541,002534,2016,,
4542,002534,2017,,
4543,002534,2018,6.0,677.0
4544,002534,2019,10.0,1781.0
4545,002534,2020,8.0,1310.0
4546,002536,2016,,
4547,002536,2017,,
4548,002536,2018,11.0,398.0
4549,002536,2019,18.0,4471.0
4550,002536,2020,15.0,3304.0
4551,002537,2016,,
4552,002537,2017,,
4553,002537,2018,6.0,300.0
4556,002538,2016,,
4557,002538,2017,,
4558,002538,2018,23.0,1022.0
4559,002538,2019,16.0,3982.0
4560,002538,2020,12.0,4409.0
4561,002539,2016,,
4562,002539,2017,,
4563,002539,2018,23.0,294.0
4564,002539,2019,16.0,2609.0
4565,002539,2020,12.0,2493.0
4566,002540,2016,,
4567,002540,2017,,
4568,002540,2018,17.0,428.0
4569,002540,2019,12.0,1356.0
4570,002540,2020,10.0,1827.0
4571,002541,2016,,
4572,002541,2017,,
4573,002541,2018,2.0,528.0
4574,002541,2019,3.0,2307.0
4575,002541,2020,0.0,4486.0
4576,002542,2016,,
4577,002542,2017,,
4578,002542,2018,11.0,707.0
4579,002542,2019,8.0,3113.0
4580,002542,2020,7.0,1660.0
4581,002543,2016,,
4582,002543,2017,,
4583,002543,2018,22.0,503.0
4584,002543,2019,22.0,3894.0
4585,002543,2020,27.0,2924.0
4586,002544,2016,,
4587,002544,2017,,
4588,002544,2018,19.0,978.0
4589,002544,2019,31.0,3410.0
4590,002544,2020,23.0,2237.0
4591,002545,2016,,
4592,002545,2017,,
4593,002545,2018,2.0,674.0
4594,002545,2019,3.0,3457.0
4595,002545,2020,0.0,2892.0
4596,002546,2016,,
4597,002546,2017,,
4598,002546,2018,22.0,539.0
4599,002546,2019,22.0,2204.0
4600,002546,2020,27.0,2542.0
4601,002547,2016,,
4602,002547,2017,,
4606,002548,2016,,
4607,002548,2017,,
4608,002548,2018,1.0,701.0
4609,002548,2019,4.0,4786.0
4610,002548,2020,9.0,6272.0
4611,002549,2016,,
4612,002549,2017,,
4614,002549,2019,2.0,3188.0
4615,002549,2020,2.0,2235.0
4616,002550,2016,,
4617,002550,2017,,
4618,002550,2018,26.0,441.0
4619,002550,2019,17.0,2885.0
4620,002550,2020,37.0,2946.0
4621,002551,2016,,
4622,002551,2017,,
4623,002551,2018,15.0,821.0
4624,002551,2019,9.0,3206.0
4626,002552,2016,,
4627,002552,2017,,
4628,002552,2018,6.0,495.0
4630,002552,2020,8.0,7777.0
4631,002553,2016,,
4632,002553,2017,,
4633,002553,2018,6.0,385.0
4634,002553,2019,10.0,1309.0
4635,002553,2020,8.0,6193.0
4636,002554,2016,,
4637,002554,2017,,
4638,002554,2018,1.0,1013.0
4639,002554,2019,3.0,9199.0
4640,002554,2020,0.0,3624.0
4641,002555,2016,,
4642,002555,2017,,
4643,002555,2018,13.0,1095.0
4644,002555,2019,15.0,5170.0
4646,002556,2016,,
4647,002556,2017,,
4648,002556,2018,7.0,688.0
4649,002556,2019,7.0,2610.0
4650,002556,2020,12.0,6557.0
4651,002557,2016,,
4652,002557,2017,,
4653,002557,2018,1.0,499.0
4654,002557,2019,4.0,2992.0
4655,002557,2020,9.0,3674.0
4656,002558,2016,,
4657,002558,2017,,
4659,002558,2019,15.0,7413.0
4660,002558,2020,13.0,4345.0
4661,002559,2016,,
4662,002559,2017,,
4663,002559,2018,6.0,529.0
4664,002559,2019,10.0,4157.0
4665,002559,2020,8.0,3263.0
4666,002560,2016,,
4667,002560,2017,,
4668,002560,2018,22.0,1352.0
4669,002560,2019,22.0,6493.0
4670,002560,2020,27.0,10304.0
4671,002561,2016,,
4672,002561,2017,,
4673,002561,2018,7.0,294.0
4674,002561,2019,7.0,819.0
4675,002561,2020,12.0,798.0
4676,002562,2016,,
4677,002562,2017,,
4678,002562,2018,26.0,846.0
4679,002562,2019,17.0,4732.0
4680,002562,2020,37.0,6719.0
4681,002563,2016,,
4682,002563,2017,,
4683,002563,2018,3.0,722.0
4684,002563,2019,2.0,1741.0
4685,002563,2020,4.0,3719.0
4686,002564,2016,,
4687,002564,2017,,
4688,002564,2018,1.0,1220.0
4689,002564,2019,1.0,4043.0
4690,002564,2020,7.0,6509.0
4691,002565,2016,,
4692,002565,2017,,
4693,002565,2018,3.0,345.0
4695,002565,2020,0.0,7797.0
4696,002566,2016,,
4697,002566,2017,,
4698,002566,2018,26.0,461.0
4699,002566,2019,17.0,2018.0
4700,002566,2020,37.0,2186.0
4701,002567,2016,,
4702,002567,2017,,
4703,002567,2018,1.0,736.0
4706,002568,2016,,
4707,002568,2017,,
4708,002568,2018,2.0,463.0
4709,002568,2019,3.0,1413.0
4710,002568,2020,5.0,2414.0
4711,002570,2016,,
4712,002570,2017,,
4713,002570,2018,3.0,1565.0
4714,002570,2019,4.0,8355.0
4715,002570,2020,5.0,6707.0
4716,002571,2016,,
4717,002571,2017,,
4718,002571,2018,10.0,1156.0
4719,002571,2019,10.0,3435.0
4720,002571,2020,10.0,6318.0
4721,002572,2016,,
4722,002572,2017,,
4723,002572,2018,2.0,496.0
4724,002572,2019,0.0,3198.0
4725,002572,2020,1.0,2751.0
4726,002573,2016,,
4727,002573,2017,,
4728,002573,2018,1.0,1095.0
4729,002573,2019,2.0,3053.0
4730,002573,2020,2.0,2873.0
4731,002574,2016,,
4732,002574,2017,,
4733,002574,2018,5.0,652.0
4734,002574,2019,3.0,2912.0
4735,002574,2020,1.0,2110.0
4736,002576,2016,,
4737,002576,2017,,
4738,002576,2018,22.0,341.0
4739,002576,2019,22.0,1358.0
4740,002576,2020,27.0,3762.0
4741,002577,2016,,
4742,002577,2017,,
4743,002577,2018,51.0,348.0
4744,002577,2019,74.0,3773.0
4745,002577,2020,70.0,2052.0
4746,002578,2016,,
4747,002578,2017,,
4748,002578,2018,17.0,303.0
4749,002578,2019,12.0,901.0
4750,002578,2020,10.0,2360.0
4751,002579,2016,,
4752,002579,2017,,
4753,002579,2018,51.0,420.0
4754,002579,2019,74.0,5413.0
4755,002579,2020,70.0,2951.0
4756,002580,2016,,
4757,002580,2017,,
4758,002580,2018,22.0,966.0
4759,002580,2019,22.0,2553.0
4760,002580,2020,27.0,2395.0
4761,002581,2016,,
4762,002581,2017,,
4764,002581,2019,17.0,8773.0
4766,002582,2016,,
4767,002582,2017,,
4768,002582,2018,1.0,589.0
4769,002582,2019,4.0,5172.0
4771,002583,2016,,
4772,002583,2017,,
4773,002583,2018,51.0,644.0
4774,002583,2019,74.0,4087.0
4775,002583,2020,70.0,8829.0
4776,002584,2016,,
4777,002584,2017,,
4779,002584,2019,16.0,9611.0
4781,002585,2016,,
4782,002585,2017,,
4783,002585,2018,5.0,1145.0
4784,002585,2019,4.0,5653.0
4785,002585,2020,5.0,6322.0
4786,002587,2016,,
4787,002587,2017,,
4788,002587,2018,51.0,411.0
4789,002587,2019,74.0,4138.0
4790,002587,2020,70.0,2197.0
4791,002588,2016,,
4792,002588,2017,,
4793,002588,2018,23.0,371.0
4794,002588,2019,16.0,1899.0
4795,002588,2020,12.0,4327.0
4796,002589,2016,,
4797,002589,2017,,
4798,002589,2018,11.0,855.0
4799,002589,2019,6.0,9169.0
4800,002589,2020,5.0,7170.0
4801,002590,2016,,
4802,002590,2017,,
4803,002590,2018,11.0,448.0
4804,002590,2019,18.0,2398.0
4805,002590,2020,15.0,2859.0
4806,002591,2016,,
4807,002591,2017,,
4808,002591,2018,23.0,1143.0
4809,002591,2019,16.0,3170.0
4810,002591,2020,12.0,1944.0
4811,002593,2016,,
4812,002593,2017,,
4813,002593,2018,11.0,433.0
4814,002593,2019,18.0,5460.0
4815,002593,2020,15.0,3563.0
4816,002594,2016,,
4817,002594,2017,,
4821,002595,2016,,
4822,002595,2017,,
4823,002595,2018,15.0,329.0
4824,002595,2019,9.0,699.0
4825,002595,2020,16.0,1573.0
4826,002596,2016,,
4827,002596,2017,,
4830,002596,2020,10.0,10644.0
4831,002597,2016,,
4832,002597,2017,,
4833,002597,2018,23.0,515.0
4834,002597,2019,16.0,2118.0
4835,002597,2020,5.0,1386.0
4836,002598,2016,,
4837,002598,2017,,
4838,002598,2018,6.0,445.0
4839,002598,2019,10.0,1795.0
4840,002598,2020,8.0,1868.0
4841,002599,2016,,
4842,002599,2017,,
4843,002599,2018,0.0,379.0
4844,002599,2019,0.0,1539.0
4845,002599,2020,0.0,1040.0
4846,002600,2016,,
4847,002600,2017,,
4851,002601,2016,,
4852,002601,2017,,
4853,002601,2018,23.0,665.0
4854,002601,2019,16.0,3420.0
4855,002601,2020,12.0,4188.0
4856,002602,2016,,
4857,002602,2017,,
4861,002603,2016,,
4862,002603,2017,,
4863,002603,2018,26.0,681.0
4864,002603,2019,17.0,2668.0
4866,002604,2016,,
4867,002604,2017,,
4868,002604,2018,1.0,1341.0
4869,002604,2019,4.0,4398.0
4870,002605,2016,,
4871,002605,2017,,
4872,002605,2018,0.0,855.0
4873,002605,2019,0.0,3420.0
4874,002605,2020,13.0,8472.0
4875,002606,2016,,
4876,002606,2017,,
4879,002606,2020,27.0,7640.0
4880,002607,2016,,
4881,002607,2017,,
4884,002607,2020,0.0,4851.0
4885,002608,2016,,
4886,002608,2017,,
4887,002608,2018,5.0,786.0
4888,002608,2019,7.0,3562.0
4889,002608,2020,5.0,2214.0
4890,002609,2016,,
4891,002609,2017,,
4892,002609,2018,19.0,914.0
4893,002609,2019,31.0,3088.0
4894,002609,2020,23.0,2477.0
4895,002610,2016,,
4896,002610,2017,,
4900,002611,2016,,
4901,002611,2017,,
4902,002611,2018,22.0,1342.0
4903,002611,2019,22.0,9746.0
4904,002611,2020,16.0,3692.0
4905,002612,2016,,
4906,002612,2017,,
4907,002612,2018,3.0,511.0
4908,002612,2019,2.0,2371.0
4910,002613,2016,,
4911,002613,2017,,
4912,002613,2018,15.0,429.0
4913,002613,2019,9.0,1675.0
4914,002613,2020,16.0,7343.0
4915,002614,2016,,
4916,002614,2017,,
4917,002614,2018,15.0,283.0
4918,002614,2019,9.0,3858.0
4919,002614,2020,27.0,9172.0
4920,002615,2016,,
4921,002615,2017,,
4922,002615,2018,2.0,477.0
4923,002615,2019,3.0,1303.0
4924,002615,2020,0.0,2346.0
4925,002616,2016,,
4926,002616,2017,,
4927,002616,2018,22.0,466.0
4928,002616,2019,22.0,927.0
4929,002616,2020,27.0,1209.0
4930,002617,2016,,
4931,002617,2017,,
4933,002617,2019,22.0,9261.0
4935,002620,2016,,
4936,002620,2017,,
4937,002620,2018,1.0,746.0
4938,002620,2019,0.0,2206.0
4939,002620,2020,2.0,1782.0
4940,002621,2016,,
4941,002621,2017,,
4942,002621,2018,15.0,180.0
4943,002621,2019,1.0,1023.0
4944,002621,2020,0.0,1737.0
4945,002622,2016,,
4946,002622,2017,,
4949,002622,2020,27.0,7086.0
4950,002623,2016,,
4951,002623,2017,,
4952,002623,2018,10.0,455.0
4953,002623,2019,10.0,1647.0
4954,002623,2020,10.0,2973.0
4955,002624,2016,,
4956,002624,2017,,
4957,002624,2018,13.0,489.0
4958,002624,2019,15.0,5351.0
4959,002624,2020,13.0,11373.0
4960,002625,2016,,
4961,002625,2017,,
4962,002625,2018,11.0,1549.0
4963,002625,2019,18.0,7905.0
4965,002626,2016,,
4966,002626,2017,,
4967,002626,2018,3.0,549.0
4968,002626,2019,4.0,2611.0
4970,002627,2016,,
4971,002627,2017,,
4972,002627,2018,1.0,393.0
4973,002627,2019,1.0,1491.0
4974,002627,2020,3.0,1478.0
4975,002628,2016,,
4976,002628,2017,,
4978,002628,2019,8.0,5885.0
4979,002628,2020,7.0,3323.0
4980,002629,2016,,
4981,002629,2017,,
4982,002629,2018,1.0,1228.0
4984,002629,2020,0.0,3299.0
4985,002630,2016,,
4986,002630,2017,,
4989,002630,2020,8.0,8052.0
4990,002631,2016,,
4991,002631,2017,,
4992,002631,2018,1.0,452.0
4993,002631,2019,0.0,3142.0
4994,002631,2020,0.0,2560.0
4995,002632,2016,,
4996,002632,2017,,
4997,002632,2018,23.0,357.0
4998,002632,2019,16.0,1786.0
4999,002632,2020,12.0,1766.0
5000,002633,2016,,
5001,002633,2017,,
5002,002633,2018,6.0,288.0
5003,002633,2019,10.0,706.0
5004,002633,2020,8.0,457.0
5005,002634,2016,,
5006,002634,2017,,
5007,002634,2018,3.0,386.0
5008,002634,2019,2.0,2410.0
5009,002634,2020,4.0,3039.0
5010,002635,2016,,
5011,002635,2017,,
5012,002635,2018,51.0,986.0
5013,002635,2019,74.0,5450.0
5014,002635,2020,70.0,7697.0
5015,002636,2016,,
5016,002636,2017,,
5017,002636,2018,51.0,561.0
5018,002636,2019,74.0,3305.0
5019,002636,2020,70.0,3618.0
5020,002637,2016,,
5021,002637,2017,,
5022,002637,2018,23.0,535.0
5023,002637,2019,16.0,2018.0
5024,002637,2020,12.0,4941.0
5025,002638,2016,,
5026,002638,2017,,
5027,002638,2018,22.0,1568.0
5028,002638,2019,22.0,4910.0
5029,002638,2020,27.0,5054.0
5030,002639,2016,,
5031,002639,2017,,
5032,002639,2018,6.0,983.0
5034,002639,2020,8.0,7170.0
5035,002641,2016,,
5036,002641,2017,,
5037,002641,2018,5.0,284.0
5038,002641,2019,4.0,1236.0
5039,002641,2020,5.0,1543.0
5040,002642,2016,,
5041,002642,2017,,
5042,002642,2018,19.0,700.0
5043,002642,2019,31.0,7652.0
5044,002642,2020,23.0,8612.0
5045,002643,2016,,
5046,002643,2017,,
5047,002643,2018,23.0,494.0
5048,002643,2019,16.0,2035.0
5049,002643,2020,12.0,2449.0
5050,002644,2016,,
5051,002644,2017,,
5052,002644,2018,26.0,487.0
5053,002644,2019,17.0,1506.0
5054,002644,2020,37.0,4671.0
5055,002645,2016,,
5056,002645,2017,,
5057,002645,2018,15.0,378.0
5058,002645,2019,9.0,9987.0
5059,002645,2020,16.0,3252.0
5060,002646,2016,,
5061,002646,2017,,
5062,002646,2018,2.0,1320.0
5063,002646,2019,3.0,4501.0
5065,002648,2016,,
5066,002648,2017,,
5067,002648,2018,23.0,434.0
5068,002648,2019,16.0,4290.0
5069,002648,2020,12.0,3839.0
5070,002649,2016,,
5071,002649,2017,,
5072,002649,2018,19.0,1242.0
5073,002649,2019,31.0,6057.0
5074,002649,2020,23.0,5935.0
5075,002650,2016,,
5076,002650,2017,,
5080,002651,2016,,
5081,002651,2017,,
5082,002651,2018,15.0,370.0
5083,002651,2019,9.0,1067.0
5084,002651,2020,16.0,3915.0
5085,002652,2016,,
5086,002652,2017,,
5087,002652,2018,2.0,445.0
5088,002652,2019,3.0,1580.0
5089,002652,2020,0.0,1502.0
5090,002653,2016,,
5091,002653,2017,,
5092,002653,2018,26.0,437.0
5093,002653,2019,17.0,3088.0
5094,002653,2020,37.0,1446.0
5095,002654,2016,,
5096,002654,2017,,
5097,002654,2018,51.0,416.0
5098,002654,2019,4.0,2152.0
5099,002654,2020,8.0,2397.0
5100,002655,2016,,
5101,002655,2017,,
5102,002655,2018,51.0,1593.0
5104,002655,2020,70.0,7583.0
