,AT,EX_INDAT_read,DUVOL,NCSKEW
AT,1.0,0.13044648846728987,0.09041737081049306,0.08122675962697906
EX_INDAT_read,0.13044648846728987,1.0,0.0021913582742135018,-0.02699368484776558
DUVOL,0.09041737081049306,0.0021913582742135018,1.0,0.8937308707110428
NCSKEW,0.08122675962697906,-0.02699368484776558,0.8937308707110428,1.0
