,AT,EX_INDAT,DUVOL,NCSKEW
AT,1.0,0.11979197657983424,0.08964820326996385,0.07867357805282672
EX_INDAT,0.11979197657983424,1.0,0.00015652498925343037,-0.03883230267540301
DUVOL,0.08964820326996385,0.00015652498925343037,1.0,0.893580105004765
NCSKEW,0.07867357805282672,-0.03883230267540301,0.893580105004765,1.0
