,Stkcd,year,ACCM
3112,300010,2018,0.13239025379215
3113,300010,2019,0.0304538317182876
3114,300010,2020,0.349745173271063
3115,300011,2018,0.168472830352437
3116,300011,2019,0.0189064508597909
3117,300011,2020,0.107850314926025
3118,300012,2018,0.135793963629836
3119,300012,2019,0.132051402934816
3120,300012,2020,0.0957131207719099
3121,300013,2018,0.00117392088174238
3122,300014,2018,0.020569602780022
3123,300014,2019,0.0453442170401649
3124,300014,2020,0.0159232400521188
3125,300015,2018,0.031358039224243
3126,300015,2019,0.0638099766253721
3127,300015,2020,0.0909768483554084
3128,300016,2018,0.0238916996889083
3129,300016,2019,0.0199567539673651
3130,300016,2020,0.0444091014958582
3131,300017,2018,0.0203195287851438
3132,300017,2019,0.0977544333271587
3133,300017,2020,0.0642108826783519
3134,300018,2018,0.259261744616436
3135,300018,2019,0.0149753015993015
3136,300018,2020,0.00333589117123396
3137,300019,2018,0.0413946883376332
3138,300019,2019,0.0680067405621769
3139,300019,2020,0.10162482986495
3140,300020,2018,0.00101097990127867
3141,300020,2019,0.0286726799263862
3142,300020,2020,0.0252911072947444
3143,300021,2018,0.222414468716292
3144,300021,2019,0.026617295492576
3145,300021,2020,0.0217015150049483
3146,300022,2018,0.0064738063374344
3147,300022,2019,0.00997350911452843
3148,300022,2020,0.114497095546235
3149,300023,2018,0.208294828307581
3150,300023,2019,0.0801638188933759
3151,300023,2020,0.00111421006157613
3152,300024,2018,0.031746742816147
3153,300024,2019,0.0251640670135718
3154,300024,2020,0.0617597242047633
3155,300025,2018,0.0242966353535544
3156,300025,2019,0.139213036821992
3157,300025,2020,0.0575068524408801
3158,300026,2018,0.0227655573147271
3159,300026,2019,0.0173493279734926
3160,300026,2020,0.0386846041825371
3161,300027,2018,0.072183201981966
3162,300027,2019,0.171258713340669
3163,300027,2020,0.138079288990013
3164,300028,2018,0.0424214872516241
3165,300028,2019,0.0903022606413239
3166,300029,2018,0.173027252373507
3167,300029,2019,0.108180477982263
3168,300029,2020,0.147114315535547
3169,300030,2018,0.116219095923675
3170,300030,2019,0.0284594712036648
3171,300030,2020,0.00424736020288126
3172,300031,2018,0.0118299851205998
3173,300031,2019,0.0108908365031171
3174,300031,2020,0.035064626766668
3175,300032,2018,0.372193904593153
3176,300032,2019,0.0615658945293329
3177,300032,2020,0.090278179722184
3178,300033,2018,0.0135935579180943
3179,300033,2019,0.0886218030707705
3180,300033,2020,0.07260447619611
3181,300034,2018,0.0496620049817368
3182,300034,2019,0.0486524526658102
3183,300035,2018,0.116605964667851
3184,300035,2019,0.0923482951076416
3185,300035,2020,0.000437076293303839
3186,300036,2018,0.0205315373958162
3187,300036,2019,0.0202579423336697
3188,300036,2020,0.00313076600891186
3189,300037,2018,0.0328158819580219
3190,300037,2019,0.0473722055979291
3191,300037,2020,0.116298770269135
3192,300038,2018,0.00232939446458797
3193,300038,2019,0.0185950514858367
3194,300038,2020,0.396947853552836
3195,300039,2018,0.0163133634885477
3196,300039,2019,0.0245600684389879
3197,300039,2020,0.051786963315262
3198,300040,2018,0.110245620025627
3199,300040,2019,0.0118362289176617
3200,300040,2020,0.026675405431992
3201,300041,2018,0.0186496714703617
3202,300041,2019,0.0319347794241434
3203,300041,2020,0.004340642473964
3204,300042,2018,0.0216329244655341
3205,300042,2019,0.144701629000619
3206,300042,2020,0.0480908312105973
3207,300043,2018,0.0713976300407988
3208,300043,2019,0.092718634410804
3209,300043,2020,0.0623426985792431
3210,300044,2018,0.0788933990519143
3211,300044,2019,0.088725468389881
3212,300044,2020,0.013807119329503
3213,300045,2018,0.0623989714994116
3214,300045,2019,0.0687717051326709
3215,300045,2020,0.042465105942577
3216,300046,2018,0.0359921120035489
3217,300046,2019,0.232117886582051
3218,300046,2020,0.0438874871181218
3219,300047,2018,0.0317710951679172
3220,300047,2019,0.101451332464473
3221,300047,2020,0.0127518064801302
3222,300048,2018,0.0461287352992899
3223,300048,2019,0.0528609247280385
3224,300048,2020,0.166651196469963
3225,300049,2018,0.0275537379540714
3226,300049,2019,0.0971398810540739
3227,300049,2020,0.0523423657549516
3228,300050,2018,0.019609351135781
3229,300050,2019,0.131241629001557
3230,300050,2020,0.0247512687083183
3231,300051,2018,0.300782499308857
3232,300051,2019,0.261203892220982
3233,300051,2020,0.0713511909339952
3234,300052,2018,0.015670655849358
3235,300052,2019,0.00153714192131264
3236,300052,2020,0.0580504472105943
3237,300053,2018,0.0485677080345752
3238,300054,2018,0.00650225384315363
3239,300055,2018,0.0227252521219872
3240,300055,2019,0.0325729369311982
3241,300055,2020,0.0783481882836818
3242,300056,2018,0.119661131128085
3243,300056,2019,0.0539032372991129
3244,300056,2020,0.0393073005746655
3245,300057,2018,0.0500820373447719
3246,300057,2019,0.0172831569003614
3247,300058,2018,0.0819009332101609
3248,300058,2019,0.0710808400972507
3249,300058,2020,0.121189801878331
3250,300059,2018,0.0398940805631878
3251,300059,2019,0.2499697909633
3252,300059,2020,0.000949410349017696
3253,300061,2018,0.27557231406272
3254,300061,2019,0.0403173336975202
3255,300061,2020,0.216257282094678
3256,300062,2018,0.0704990810354422
3257,300062,2019,0.0259974893584208
3258,300062,2020,0.0692960406781001
3259,300063,2018,0.215107888123848
3260,300063,2019,0.0897399935914342
3261,300063,2020,0.0913052349354868
3262,300064,2018,0.0594269348159655
3263,300065,2018,0.0334710178626987
3264,300065,2019,0.0324859766269028
3265,300065,2020,0.0751570910225493
3266,300066,2018,0.0139264141318596
3267,300066,2019,0.0322600464752338
3268,300067,2018,0.0670713077870465
3269,300067,2019,0.0227231888677358
3270,300067,2020,0.00424349697370922
3271,300068,2018,0.00319328325605835
3272,300068,2019,0.0233208260385607
3273,300068,2020,0.0870096433615448
3274,300069,2018,0.172749826045807
3275,300069,2019,0.0577505607937924
3276,300069,2020,0.0621804154553924
3277,300070,2018,0.0313976665348759
3278,300070,2019,0.0431555940751323
3279,300070,2020,0.0124194993566177
3280,300071,2018,0.308231661656643
3281,300071,2019,0.179235144501585
3282,300071,2020,0.236981990127625
3283,300072,2018,0.00310250102426132
3284,300072,2019,0.0773718080453192
3285,300072,2020,0.0668962069482311
3286,300073,2018,0.0216201359875459
3287,300073,2019,0.1195266820292
3288,300073,2020,0.144814913374051
3289,300074,2018,0.0116911911166621
3290,300074,2019,0.0165434943426764
3291,300074,2020,0.062046694145321
3292,300075,2018,0.0251842495157404
3293,300075,2019,0.031458516316175
3294,300075,2020,0.00727074710731094
3295,300076,2018,0.0488828499116891
3296,300076,2019,0.00153664329601779
3297,300076,2020,0.0572945392453691
3298,300077,2018,0.570114911892459
3299,300077,2019,0.114390124342466
3300,300077,2020,0.0807345675552713
3301,300078,2018,0.0200303333909928
3302,300079,2018,0.0115430669180691
3303,300079,2019,0.0567855981450715
3304,300079,2020,0.0161047166267956
3305,300080,2018,0.0865285293019073
3306,300080,2019,0.221600190318899
3307,300080,2020,0.0218069283530557
3308,300081,2018,0.0244163312244495
3309,300081,2019,0.0382154292252372
3310,300081,2020,0.107071653017867
3311,300082,2018,0.0531113535212725
3312,300082,2019,0.162766804175048
3313,300082,2020,0.0446572454070377
3314,300083,2018,0.253809464718805
3315,300083,2019,0.0314729792515724
3316,300083,2020,0.142203379811457
3317,300084,2018,0.00504804781484435
3318,300084,2019,0.0314665036122656
3319,300084,2020,0.183629487060015
3320,300085,2018,0.0604327856329531
3321,300085,2019,0.0116458610598215
3322,300085,2020,0.0479550182591286
3323,300086,2018,0.0577116269946658
3324,300086,2019,0.0311564853781059
3325,300086,2020,0.00988040955498894
3326,300087,2018,0.015791679737155
3327,300087,2019,0.017955894736777
3328,300087,2020,0.0759792546029178
3329,300088,2018,0.0331478763790632
3330,300088,2019,0.0377102997056638
3331,300088,2020,0.0931565099693669
3332,300089,2018,0.00360306835585648
3333,300090,2018,0.225754981157376
3334,300091,2018,0.0271439748365615
3335,300091,2019,0.00797205909880699
3336,300091,2020,0.00967917426595772
3337,300092,2018,0.0978849007530243
3338,300092,2019,0.0698598622906433
3339,300093,2018,0.159480140341855
3340,300093,2019,0.205755317937287
3341,300093,2020,0.0156518105636231
3342,300094,2018,0.00459316284547241
3343,300095,2018,0.0638363333526653
3344,300095,2019,0.0118492729157409
3345,300095,2020,0.0700879300967013
3346,300096,2018,0.0382355490585967
3347,300096,2019,0.0249574187884224
3348,300096,2020,0.101029869763833
3349,300097,2018,0.0019740668546171
3350,300097,2019,0.214549886669084
3351,300097,2020,0.132457681125324
3352,300098,2018,0.0575597627041761
3353,300098,2019,0.128868136639702
3354,300098,2020,0.111603325941142
3355,300099,2018,0.0269011447614381
3356,300099,2019,0.0286027680207409
3357,300099,2020,0.00750043570546545
3358,300100,2018,0.137978552853764
3359,300100,2019,0.202090719669685
3360,300100,2020,0.094863811890655
3361,300101,2018,0.0687953079415674
3362,300101,2019,0.0316420143990978
3363,300101,2020,0.0635697381459439
3364,300102,2018,0.0268078136078231
3365,300102,2019,0.092428408536195
3366,300102,2020,0.0619879684216488
3367,300103,2018,0.0293811564757013
3368,300103,2019,0.0367155550538336
3369,300103,2020,0.0508197729865698
3370,300104,2018,0.0703135769993317
3371,300104,2019,0.176353727579115
3372,300105,2018,0.023819109105453
3373,300105,2019,0.00535222845906462
3374,300105,2020,0.00203078372442053
3375,300106,2018,0.305376015592566
3376,300106,2019,0.0754311985125906
3377,300106,2020,0.111778181862541
3378,300107,2018,0.281583117326776
3379,300107,2019,0.0184589135990231
3380,300107,2020,0.10991237602731
3381,300108,2018,0.0350109216391785
3382,300109,2018,0.0140774616060392
3383,300110,2018,0.06514769106435
3384,300110,2019,0.0776786449689081
3385,300110,2020,0.0117751845466586
3386,300111,2018,0.214284550815323
3387,300111,2019,0.106646693126383
3388,300111,2020,0.00800604881503454
3389,300112,2018,0.0151820795155447
3390,300112,2019,0.0353562520795019
3391,300112,2020,0.0138711503751147
3392,300113,2018,0.0746014694183115
3393,300113,2019,0.0538276322042028
3394,300113,2020,0.0639608159460915
3395,300114,2018,0.0127301743966439
3396,300114,2019,0.0496809324664993
3397,300114,2020,0.00433350741663122
3398,300115,2018,0.0780380384139593
3399,300115,2019,0.115714254838953
3400,300115,2020,0.0498073806469762
3401,300116,2018,0.191182068540562
3402,300117,2018,0.019819032766234
3403,300117,2019,0.0024583510661803
3404,300117,2020,0.0349246362796188
3405,300118,2018,0.0220481843746296
3406,300118,2019,0.0597846349360768
3407,300118,2020,0.0365656211709903
3408,300119,2018,0.00898364031321146
3409,300119,2019,0.0726132815606094
3410,300119,2020,0.0448876650662182
3411,300120,2018,0.0347012043047348
3412,300120,2019,0.0110797946559232
3413,300120,2020,0.00865775422712875
3414,300121,2018,0.0705022589996438
3415,300121,2019,0.0175867329641505
3416,300121,2020,0.0347499669134329
3417,300122,2018,0.151959475020171
3418,300122,2019,0.0638426332750827
3419,300122,2020,0.0506497351180334
3420,300123,2018,0.0492523123509592
3421,300123,2019,0.00684163761145618
3422,300123,2020,0.00736708176790263
3423,300124,2018,0.0280837274807989
3424,300124,2019,0.0608020264433964
3425,300124,2020,0.00780578013488344
3426,300125,2018,0.00153975667827709
3427,300125,2019,0.0116175316575996
3428,300125,2020,0.0513266440009105
3429,300126,2018,0.0389994639146182
3430,300126,2019,0.0201094931082523
3431,300126,2020,0.00933429147028554
3432,300127,2018,0.0172935238863654
3433,300127,2019,0.0118041004589777
3434,300127,2020,0.00678856162291673
3435,300128,2018,0.127911534619419
3436,300128,2019,0.0512609446573884
3437,300128,2020,0.0805581079749883
3438,300129,2018,0.0523904958545518
3439,300129,2019,0.032227814102815
3440,300129,2020,0.0331435021532731
3441,300130,2018,0.00566165651562771
3442,300130,2019,0.046364052879625
3443,300130,2020,0.0811278767297238
3444,300131,2018,0.0094361677198161
3445,300131,2019,0.0933598583898863
3446,300131,2020,0.0525480535785614
3447,300132,2018,0.30708618326052
3448,300132,2019,0.241936129666756
3449,300132,2020,0.0585391933030163
3450,300133,2018,0.0271935789645692
3451,300133,2019,0.0991923568445437
3452,300133,2020,0.0235936917387344
3453,300134,2018,0.0565356915335104
3454,300135,2018,0.0458985091131614
3455,300136,2018,0.0261434806873313
3456,300136,2019,0.0544809228093217
3457,300136,2020,0.13867088599125
3458,300137,2018,0.0490009778915017
3459,300137,2019,0.0450719283243788
3460,300137,2020,0.0399935293767135
3461,300138,2018,0.0469324374352594
3462,300138,2019,0.0811530630931497
3463,300138,2020,0.0201873225810976
3464,300139,2018,0.027330779553698
3465,300139,2019,0.0726494315686552
3466,300139,2020,0.346469823915396
3467,300140,2018,0.0537546320717099
3468,300140,2019,0.0637958986466997
3469,300140,2020,0.0426561956268152
3470,300141,2018,0.158332584582781
3471,300141,2019,0.0329329355622725
3472,300141,2020,0.0203509643903619
3473,300142,2018,0.0228064718948258
3474,300142,2019,0.00787071819630249
3475,300142,2020,0.0315243301274447
3476,300143,2018,0.0140159245252414
3477,300143,2019,0.290149505658911
3478,300143,2020,0.0279290736554604
3479,300144,2018,0.0407049396935331
3480,300144,2019,0.0311907537804739
3481,300144,2020,0.155503234060329
3482,300145,2018,0.0516455209393861
3483,300145,2019,0.0679194816991857
3484,300145,2020,0.25044927068024
3485,300146,2018,0.0633272575453746
3486,300146,2019,0.221567460955191
3487,300146,2020,0.0349106660770188
3488,300147,2018,0.00980957249181445
3489,300148,2018,0.271904355327121
3490,300148,2019,0.0179945122651706
3491,300148,2020,0.183459898069633
3492,300149,2018,0.184417689271591
3493,300149,2019,0.0277800087412182
3494,300149,2020,0.0601571532964885
3495,300150,2018,0.0249779895893211
3496,300150,2019,0.0237648044430389
3497,300150,2020,0.0382236577183012
3498,300151,2018,0.0352584481116504
3499,300151,2019,0.0280672482349527
3500,300151,2020,0.0814508335560048
3501,300152,2018,0.0137619242481572
3502,300152,2019,0.0291443497424332
3503,300152,2020,0.0161477697090094
3504,300153,2018,0.0712634848967147
3505,300153,2019,0.0668515594350702
3506,300153,2020,0.00533992321636142
3507,300154,2018,0.0306210105751405
3508,300154,2019,0.0101105701094283
3509,300154,2020,0.0166562131301946
3510,300155,2018,0.00965873593571751
3511,300155,2019,0.0457080386266005
3512,300155,2020,0.0531643195213447
3513,300156,2018,0.110371218193217
3514,300157,2018,0.0292038233289604
3515,300158,2018,0.0178981797608835
3516,300158,2019,0.00658622257252878
3517,300158,2020,0.00596219801694713
3518,300159,2018,0.0557410851647793
3519,300159,2019,0.175546365492733
3520,300159,2020,0.334831760058903
3521,300160,2018,0.222569548637246
3522,300160,2019,0.0139936784258907
3523,300160,2020,0.0421522247187423
3524,300161,2018,0.0950163157508958
3525,300161,2019,0.0628032303483836
3526,300161,2020,0.0641464308106519
3527,300162,2018,0.0670028901823416
3528,300162,2019,0.0363058935945551
3529,300162,2020,0.193409747465064
3530,300163,2018,0.143022354415699
3531,300163,2019,0.0160406061909938
3532,300163,2020,0.0208728292405665
3533,300164,2018,0.0305621127434018
3534,300164,2019,0.0363447224097888
3535,300164,2020,0.332699928052598
3536,300165,2018,0.000745441407547915
3537,300165,2019,0.000113483913841038
3538,300165,2020,0.0753183397144584
3539,300166,2018,0.0121218052500531
3540,300166,2019,0.00553940174435485
3541,300166,2020,0.00172804584577802
3542,300167,2018,0.115861207796501
3543,300168,2018,0.0118614487362946
3544,300168,2019,0.195711509538494
3545,300168,2020,0.17211517919932
3546,300169,2018,0.0120128918838679
3547,300169,2019,0.120374024646035
3548,300169,2020,0.296288560265741
3549,300170,2018,0.0156619194296775
3550,300170,2019,0.0115380877139196
3551,300170,2020,0.0163312019054812
3552,300171,2018,0.0533156346803513
3553,300171,2019,0.0714846869156988
3554,300171,2020,0.139576863971417
3555,300172,2018,0.0130228325788973
3556,300172,2019,0.000528039456163031
3557,300172,2020,0.0144270110801264
3558,300173,2018,0.268670319234288
3559,300173,2019,0.123578450492461
3560,300173,2020,0.0611929135985879
3561,300174,2018,0.0267692105742073
3562,300174,2019,0.0275608128550783
3563,300174,2020,0.0375686566207161
3564,300175,2018,0.0778863567583674
3565,300176,2018,0.0103354607268079
3566,300176,2019,0.128952158581863
3567,300176,2020,0.0249315471195672
3568,300177,2018,0.0149082993844514
3569,300177,2019,0.145335357104664
3570,300177,2020,0.0298534702740933
3571,300178,2018,0.188437482400983
3572,300179,2018,0.0431725310020899
3573,300179,2019,0.00977771484863681
3574,300179,2020,0.0505044862718837
3575,300180,2018,0.0281785596570291
3576,300180,2019,0.0712048749294638
3577,300180,2020,0.134489816665775
3578,300181,2018,0.0274897735802691
3579,300181,2019,0.0509533556701222
3580,300181,2020,0.0878315852821972
3581,300182,2018,0.166257644238442
3582,300182,2019,0.25003005579918
3583,300182,2020,0.183841959373266
3584,300183,2018,0.0422002256880741
3585,300183,2019,0.0148319144481458
3586,300183,2020,0.373236935339306
3587,300184,2018,0.00825372952186035
3588,300184,2019,0.0289023940453782
3589,300184,2020,0.297802207911396
3590,300185,2018,0.0135873479619517
3591,300185,2019,0.0118544122441603
3592,300185,2020,0.0217586515833874
3593,300187,2018,0.0760110563714279
3594,300187,2019,0.0530905144039014
3595,300187,2020,0.0868861622070084
3596,300188,2018,0.00812056288941053
3597,300188,2019,0.0534196479109814
3598,300188,2020,0.0204315682697036
3599,300189,2018,0.160877221741709
3600,300189,2019,0.0164470991902094
3601,300189,2020,0.0990709115035926
3602,300190,2018,0.00841040293891538
3603,300190,2019,8.67940198285427e-06
3604,300190,2020,0.0496062225087341
3605,300191,2018,0.0174988195812487
3606,300191,2019,0.0305671130769797
3607,300191,2020,0.0916578470663669
3608,300192,2018,0.154825361636456
3609,300192,2019,0.101552907913127
3610,300192,2020,0.0144082501476241
3611,300193,2018,0.00841502192087922
3612,300193,2019,0.0396520096295173
3613,300193,2020,0.0303131576243594
3614,300194,2018,0.135286332870382
3615,300194,2019,0.0112727998952868
3616,300194,2020,0.00157259367165573
3617,300195,2018,0.0103556649449823
3618,300195,2019,0.126537495653027
3619,300195,2020,0.0149248025315859
3620,300196,2018,0.0108761395376641
3621,300196,2019,0.0183022337185984
3622,300196,2020,0.032108094921938
3623,300197,2018,0.00139210831957529
3624,300197,2019,0.124378239304168
3625,300197,2020,0.00313013210329697
3626,300198,2018,0.24375937544898
3627,300198,2019,0.0814686264073385
3628,300198,2020,0.0243519675771719
3629,300199,2018,0.0883528365033049
3630,300199,2019,0.160355771569647
3631,300199,2020,0.0991193239958694
3632,300200,2018,0.0773618722577052
3633,300200,2019,0.0605041828652996
3634,300200,2020,0.0166246992909352
3635,300201,2018,0.0924420561281221
3636,300201,2019,0.0152117635531175
3637,300201,2020,0.303795404611343
3638,300202,2018,0.0671149615040855
3639,300202,2019,0.017143664924472
3640,300202,2020,0.0587419648900593
3641,300203,2018,0.039735873306127
3642,300203,2019,0.0663770690755715
3643,300203,2020,0.0415723530197182
3644,300204,2018,0.0180367186784092
3645,300204,2019,0.00953498262224037
3646,300204,2020,0.017851558762239
3647,300205,2018,0.0245692642933767
3648,300206,2018,0.032316109476973
3649,300206,2019,0.0044108601690255
3650,300206,2020,0.0085939871437873
3651,300207,2018,0.0400564307020095
3652,300207,2019,0.0210980169291595
3653,300207,2020,0.0105986967651468
3654,300208,2018,0.212188360540205
3655,300208,2019,0.0932289197340932
3656,300208,2020,0.0465530189314914
3657,300209,2018,0.0198460930783692
3658,300210,2018,0.0165616441814978
3659,300210,2019,0.0785381544023699
3660,300211,2018,0.0473193477063888
3661,300211,2019,0.0794302388311016
3662,300211,2020,0.0374954262825925
3663,300212,2018,0.0075961663141453
3664,300212,2019,0.0152669506260061
3665,300212,2020,0.0338605904014535
3666,300213,2018,0.050634310905532
3667,300213,2019,0.00496792455342502
3668,300213,2020,0.00475279087460824
3669,300214,2018,0.0197360842420229
3670,300214,2019,0.0331353626054966
3671,300214,2020,0.0695016407610303
3672,300215,2018,0.121512867763533
3673,300215,2019,0.0992697896348657
3674,300215,2020,0.108843883609776
3675,300216,2018,0.437335960938053
3676,300217,2018,0.144067654195669
3677,300217,2019,0.0310616667584352
3678,300217,2020,0.0163628368432711
3679,300218,2018,0.101303288460208
3680,300218,2019,0.0519634833594655
3681,300218,2020,0.0645875619310505
3682,300219,2018,0.129131708460258
3683,300219,2019,0.322685202904685
3684,300219,2020,0.0755258593393711
3685,300220,2018,0.0877118082616079
3686,300221,2018,0.414992693247197
3687,300221,2019,0.0555872029545482
3688,300221,2020,0.14377519664671
3689,300222,2018,0.00810176805267437
3690,300222,2019,0.346565097457933
3691,300222,2020,0.0402358207086121
3692,300223,2018,0.0580454121884468
3693,300223,2019,0.00672878166138464
3694,300223,2020,0.209461073139387
3695,300224,2018,0.0627925678722539
3696,300224,2019,0.0181256020368895
3697,300224,2020,0.0431858606349175
3698,300225,2018,0.000281738429049438
3699,300225,2019,0.0187264290536891
3700,300225,2020,0.0114351753745207
3701,300226,2018,0.00770965551734238
3702,300226,2019,0.161532500420234
3703,300226,2020,0.0926039217675886
3704,300227,2018,0.116119868278037
3705,300227,2019,0.0710320124351474
3706,300227,2020,0.00738131994929151
3707,300228,2018,0.0510775741475267
3708,300228,2019,0.159139786621221
3709,300228,2020,0.0305651037012335
3710,300229,2018,0.136211979710387
3711,300229,2019,0.029181929922308
3712,300229,2020,0.108364602150236
3713,300230,2018,0.0209764949862092
3714,300230,2019,0.0825334446395525
3715,300230,2020,0.232138882323555
3716,300231,2018,0.0713171346111848
3717,300231,2019,0.0120840953112145
3718,300231,2020,0.0395803022814481
3719,300232,2018,0.00767467450131273
3720,300232,2019,0.0252932113261199
3721,300232,2020,0.0625699891131084
3722,300233,2018,0.0270043959034142
3723,300233,2019,0.0947431280166709
3724,300233,2020,0.177227153016638
3725,300234,2018,0.0493761996809356
3726,300234,2019,0.0793407751845962
3727,300234,2020,0.0352469201238044
3728,300235,2018,0.0310759535088489
3729,300235,2019,0.0372500162787392
3730,300235,2020,0.0121614839722841
3731,300236,2018,0.0436963972244363
3732,300236,2019,0.0499431809104256
3733,300236,2020,0.074282374984288
3734,300237,2018,0.0434659293934953
3735,300237,2019,0.00133214078351774
3736,300237,2020,0.0258350839462511
3737,300238,2018,0.00388650354313246
3738,300238,2019,0.336414276333965
3739,300238,2020,0.0536730700840022
3740,300239,2018,0.0319963020962866
3741,300239,2019,0.0697312028164978
3742,300239,2020,0.00578462411281335
3743,300240,2018,0.0467967780976334
3744,300240,2019,0.0249090167559085
3745,300240,2020,0.117720557755015
3746,300241,2018,0.0753463508634419
3747,300241,2019,0.122731842965861
3748,300241,2020,0.0140908998164613
3749,300242,2018,0.409963787157325
3750,300242,2019,0.142730947280895
3751,300242,2020,0.195710266933433
3752,300243,2018,0.0401636081715379
3753,300243,2019,0.0440195945820528
3754,300243,2020,0.0467682221010809
3755,300244,2018,0.054758364763496
3756,300244,2019,0.0266541039113069
3757,300244,2020,0.0991369464134721
3758,300245,2018,0.0178439775475881
3759,300245,2019,0.00845215447570654
3760,300245,2020,0.0301521913878278
3761,300246,2018,0.0198833857652705
3762,300246,2019,0.00785336247187803
3763,300246,2020,0.0226829267446964
3764,300247,2018,0.227743693539869
3765,300247,2019,0.357415818469337
3766,300247,2020,0.139919813897202
3767,300248,2018,0.00420357967850409
3768,300248,2019,0.0328477100706224
3769,300248,2020,0.00715700727607149
3770,300249,2018,0.0534053225825456
3771,300249,2019,0.00367856513097666
3772,300249,2020,0.024708725010822
3773,300250,2018,0.309348653394857
3774,300250,2019,0.036319835048038
3775,300250,2020,0.344428940029076
3776,300251,2018,0.0191695489756601
3777,300251,2019,0.0693050136828766
3778,300251,2020,0.0169891370321994
3779,300252,2018,0.0508077308892033
3780,300252,2019,0.0665409844010441
3781,300252,2020,0.120821253200029
3782,300253,2018,0.017486344737271
3783,300253,2019,0.00150282449934287
3784,300253,2020,0.0787100015080371
3785,300254,2018,0.0226099294285414
3786,300254,2019,0.0742066090842055
3787,300254,2020,0.142751602067019
3788,300255,2018,0.0267669043876317
3789,300255,2019,0.0845388483259169
3790,300255,2020,0.106494904339636
3791,300256,2018,0.170218203825305
3792,300256,2019,0.0737471220812015
3793,300256,2020,0.00579274372600653
3794,300257,2018,0.00139179409611599
3795,300257,2019,0.0778230973677284
3796,300257,2020,0.00489586129358494
3797,300258,2018,0.0635832128532014
3798,300258,2019,0.0534180136101859
3799,300258,2020,0.0538242284413528
3800,300259,2018,0.0135071450955793
3801,300259,2019,0.028655213904726
3802,300259,2020,0.0109345916714294
3803,300260,2018,0.191878691039012
3804,300260,2019,0.0287465781489532
3805,300260,2020,0.00597418593602044
3806,300261,2018,0.0608892591281679
3807,300261,2019,0.00464187171337442
3808,300261,2020,0.0214721090519151
3809,300262,2018,0.12959044283295
3810,300262,2019,0.0359521414867344
3811,300262,2020,0.0985309290454957
3812,300263,2018,0.0310306042364139
3813,300263,2019,0.0379948375449127
3814,300263,2020,7.09222173892612e-05
3815,300264,2018,0.0446693139175546
3816,300264,2019,0.135709842338108
3817,300264,2020,0.0371638074229259
3818,300265,2018,0.00262010810522582
3819,300265,2019,0.0493554155738852
3820,300265,2020,0.019340722757794
3821,300266,2018,0.136487529869919
3822,300266,2019,0.00780766040175237
3823,300266,2020,0.0558796048841716
3824,300267,2018,0.0265930209542744
3825,300267,2019,0.0442251807661138
3826,300267,2020,0.010544464484681
3827,300268,2018,0.114059109256486
3828,300268,2019,0.00100100485743176
3829,300268,2020,0.068035370731729
3830,300269,2018,0.347935489786998
3831,300270,2018,0.0521050948558035
3832,300270,2019,0.0254641885237614
3833,300270,2020,0.106027391082664
3834,300271,2018,0.00529998643681812
3835,300271,2019,0.00711220273923764
3836,300271,2020,0.0658069729408481
3837,300272,2018,0.0547202712990838
3838,300272,2019,0.0326199552532994
3839,300272,2020,0.0480013852831427
3840,300273,2018,0.110263705512991
3841,300273,2019,0.00370623628145783
3842,300273,2020,0.00548975716786473
3843,300274,2018,0.0191645346747825
3844,300274,2019,0.0717121855260993
3845,300274,2020,0.0589192271327226
3846,300275,2018,0.0844947956411412
3847,300275,2019,0.0068656570756813
3848,300275,2020,0.00746724286201843
3849,300276,2018,0.0151079918296289
3850,300277,2018,0.0206119744666805
3851,300277,2019,0.0728074961190811
3852,300277,2020,0.0118463124695569
3853,300278,2018,0.0146587368277035
3854,300279,2018,0.181994242449532
3855,300279,2019,0.0389671334642909
3856,300279,2020,0.0884570745900807
3857,300280,2018,0.100344815158428
3858,300280,2019,0.133791569471797
3859,300280,2020,0.165763981468149
3860,300281,2018,0.0257375819159407
3861,300281,2019,0.0247943076352207
3862,300281,2020,0.00519990866676558
3863,300282,2018,0.0575914103453885
3864,300282,2019,0.0700131604777525
3865,300282,2020,0.239212238968063
3866,300283,2018,0.145257522280363
3867,300283,2019,0.040510247871283
3868,300283,2020,0.0499423903415068
3869,300284,2018,0.00586942544146216
3870,300284,2019,0.0921958465354081
3871,300284,2020,0.0207315402551598
3872,300285,2018,0.0109309784879442
3873,300285,2019,0.00660303015657361
3874,300285,2020,0.0666080078026522
3875,300286,2018,0.0244207399672979
3876,300286,2019,0.0467605079584108
3877,300286,2020,0.144711700802849
3878,300287,2018,0.224605520604297
3879,300287,2019,0.0491692482345972
3880,300287,2020,0.24235821219089
3881,300288,2018,0.0244025882764951
3882,300288,2019,0.0179564920627109
3883,300288,2020,0.00747222814671412
3884,300289,2018,0.0213118709204976
3885,300289,2019,0.0710800099655451
3886,300289,2020,0.0988944170679911
3887,300290,2018,0.0946088042474374
3888,300290,2019,0.0245550659130836
3889,300290,2020,0.0186333132586785
3890,300291,2018,0.0732082993909445
3891,300291,2019,0.00204108991144158
3892,300291,2020,0.0280039149385425
3893,300292,2018,0.378028721211121
3894,300292,2019,0.00647689341643619
3895,300292,2020,0.14229462501491
3896,300293,2018,0.0877078723339506
3897,300293,2019,0.00541700451472201
3898,300293,2020,0.0672111588647045
3899,300294,2018,0.113670849648862
