,Stkcd,year,ACCM
211,000418,2018,0.0448510455423687
212,000419,2018,0.0568472355098129
213,000419,2019,0.0504451383054378
214,000419,2020,0.00276077802963072
215,000420,2018,0.01307374519133
216,000420,2019,0.00373920063385754
217,000420,2020,0.0525616976255876
218,000421,2018,0.0641227738718044
219,000421,2019,0.0894510761161024
220,000421,2020,0.158602563367401
221,000422,2018,0.0865874756330426
222,000422,2019,0.118682772619681
223,000422,2020,0.0806761945625375
224,000423,2018,0.0590684238414043
225,000423,2019,0.0144133244731874
226,000423,2020,0.0434487856533427
227,000425,2018,0.0737430675923347
228,000426,2018,0.148585172429966
229,000428,2018,0.0512304905628979
230,000428,2019,0.0920058173072245
231,000428,2020,0.0568546406590637
232,000429,2018,0.0458619927937193
233,000429,2019,0.0389568735223961
234,000430,2018,0.0438269665745589
235,000430,2019,0.0636855574541426
236,000430,2020,0.0201544495364467
237,000488,2018,0.114042848830455
238,000488,2019,0.0953412734148545
239,000488,2020,0.0974617249316191
240,000498,2018,0.0180056917703431
241,000498,2019,0.050753085060826
242,000498,2020,0.0303102894203503
243,000501,2018,0.075026092561778
244,000502,2018,0.065323872112696
245,000502,2019,0.00973764799932402
246,000502,2020,0.0575916834909596
247,000503,2018,0.113416124863439
248,000503,2019,0.183814955973891
249,000503,2020,0.11482521078805
250,000504,2018,0.0191837813361184
251,000504,2019,0.142393649825728
252,000504,2020,0.29787680751548
253,000505,2018,0.126450609001556
254,000505,2019,0.0350564878293825
255,000505,2020,0.0635844633412321
256,000506,2018,0.21722907899342
257,000507,2018,0.0493463542597504
258,000507,2019,0.00798794814604355
259,000507,2020,0.0358316593150591
260,000509,2018,0.0841686404480053
261,000509,2019,0.0123013616401437
262,000509,2020,0.254769067740421
263,000510,2018,0.0811152387469633
264,000511,2018,0.173548209372271
265,000511,2019,0.169509303801082
266,000513,2018,0.0196066745609563
267,000513,2019,0.0327788459560228
268,000513,2020,0.0396202362457974
269,000514,2018,0.102732895900856
270,000514,2019,0.00851542788921286
271,000514,2020,0.230488284233898
272,000516,2018,0.128242175237475
273,000516,2019,0.0407199781710322
274,000516,2020,0.0178301065937751
275,000517,2018,0.243105593487064
276,000517,2019,0.0580051531983416
277,000517,2020,0.336238288927292
278,000518,2018,0.053636753530203
279,000518,2019,0.0422056637612333
280,000518,2020,0.0725212301699163
281,000519,2018,0.0914420271457487
282,000519,2019,0.0444630512907322
283,000519,2020,0.138049461195717
284,000520,2018,0.0370714781156849
285,000520,2019,0.0313984867098752
286,000520,2020,0.0705806070959908
287,000521,2018,0.023979105982477
288,000521,2019,0.0756471321792379
289,000521,2020,0.139625006203348
290,000523,2018,0.00332609792690835
291,000523,2019,0.0623809354544512
292,000523,2020,0.158589553403301
293,000524,2018,0.0204602019865119
294,000526,2018,0.0653936244911465
295,000526,2019,0.0636812965106233
296,000526,2020,0.0285112994931093
297,000528,2018,0.0155949456307094
298,000529,2018,0.0515040804891667
299,000529,2019,0.0590954022491531
300,000529,2020,0.115502745173488
301,000530,2018,0.0226241810385357
302,000530,2019,0.0130070240763396
303,000531,2018,0.03668920180732
304,000531,2019,0.0395518407479674
305,000531,2020,0.041773809512934
306,000532,2018,0.025116908968584
307,000532,2019,0.0126705052195101
308,000532,2020,0.0333691043108454
309,000533,2018,0.159370780713537
310,000533,2019,0.097285114039624
311,000533,2020,0.00179247239783832
312,000534,2018,0.0289168176870339
313,000534,2019,0.0620265334665003
314,000534,2020,0.0851569975081526
315,000535,2018,0.101385737250481
316,000535,2019,0.130239283062426
317,000536,2018,0.126116895038384
318,000536,2019,0.134390142451333
319,000536,2020,0.115182321956114
320,000537,2018,0.0279613166219043
321,000538,2018,0.00711968798994389
322,000538,2019,0.0106561993793093
323,000538,2020,0.019275285058626
324,000539,2018,0.083254681835922
325,000539,2019,0.102891901005998
326,000539,2020,0.0456267613379517
327,000540,2018,0.016768843289513
328,000541,2018,0.0555120598570747
329,000541,2019,0.0278684762230851
330,000541,2020,0.02008325418165
331,000543,2018,0.00784520378488713
332,000543,2019,0.0737721379076681
333,000543,2020,0.0714405682444771
334,000544,2018,0.0104058188205698
335,000544,2019,0.0245299344675247
336,000544,2020,0.0343752182567272
337,000545,2018,0.155150616832805
338,000546,2018,0.00794358730201041
339,000546,2019,0.0226948446742354
340,000546,2020,0.0138652815047409
341,000547,2018,0.0104359843294847
342,000548,2018,0.0918571499939966
343,000548,2019,0.073900838808931
344,000548,2020,0.0858523033956932
345,000550,2018,0.0366053836578814
346,000550,2019,0.125011841026124
347,000550,2020,0.146308060449761
348,000551,2018,0.0470125918557202
349,000551,2019,0.0421865981136977
350,000551,2020,0.00803595180043827
351,000552,2018,0.0105349102474115
352,000552,2019,0.00812063378787917
353,000552,2020,0.00921731183922853
354,000553,2018,0.0482399159139965
355,000553,2019,0.0162277280718842
356,000553,2020,0.0561956467213988
357,000554,2018,0.0309243733996394
358,000555,2018,0.0210719431020924
359,000555,2019,0.00477325600391805
360,000555,2020,0.0484628178164618
361,000556,2018,0.0615339860183212
362,000556,2019,0.150208873931209
363,000557,2018,0.0306779204020945
364,000557,2019,0.0020398885634204
365,000558,2018,0.288688837927111
366,000558,2019,0.00462840602518678
367,000558,2020,0.0172408843268023
368,000559,2018,0.0527420510747895
369,000559,2019,0.072261686350923
370,000559,2020,0.0747491000873974
371,000560,2018,0.0130801652169965
372,000561,2018,0.0314492881279431
373,000561,2019,0.0782709905304506
374,000561,2020,0.0342762007738696
375,000564,2018,0.0579994457818558
376,000565,2018,0.0349734215348138
377,000565,2019,0.0128824956322563
378,000565,2020,0.0254400641666096
379,000566,2018,0.0495658139194358
380,000568,2018,0.0265242091491437
381,000568,2019,0.0158084344583047
382,000568,2020,0.127538437239958
383,000570,2018,0.0832879115334643
384,000570,2019,0.000601593051229842
385,000570,2020,0.0593868186631809
386,000571,2018,0.102812516850674
387,000572,2018,0.179151397205406
388,000572,2019,0.0437022066203053
389,000572,2020,0.153561698867837
390,000573,2018,0.0974752215968689
391,000573,2019,0.104427364101679
392,000573,2020,0.129474052369562
393,000576,2018,0.293076041606171
394,000576,2019,0.0500357456628184
395,000576,2020,0.0329838350436402
396,000581,2018,0.0596613892316302
397,000581,2019,0.0416710361959925
398,000581,2020,0.0523219628393269
399,000582,2018,0.0439258776038756
400,000582,2019,0.0293942802114575
401,000582,2020,0.0710322234842578
402,000584,2018,0.0537454071988289
403,000585,2018,0.0798881756287576
404,000586,2018,0.0616285003448354
405,000586,2019,0.0531607437216266
406,000586,2020,0.102724939394614
407,000587,2018,0.0378036097083532
408,000587,2019,0.231778932609829
409,000587,2020,0.0940163790547867
410,000588,2018,0.028983017549872
411,000588,2019,0.0532156907244706
412,000589,2018,0.0476247064828137
413,000589,2019,0.148601467311024
414,000589,2020,0.0877781688911127
415,000590,2018,0.0644414100243912
416,000590,2019,0.0148926001381696
417,000590,2020,0.0309486702304464
418,000591,2018,0.0482967434671074
419,000591,2019,0.0293852907786244
420,000591,2020,0.043236082526361
421,000592,2018,0.1594334845147
422,000593,2018,0.109875809387161
423,000593,2019,0.0159876407276738
424,000593,2020,0.0117143469684848
425,000595,2018,0.0442507289994761
426,000595,2019,0.130873357879294
427,000595,2020,0.0346007545839188
428,000596,2018,0.0377290692185242
429,000596,2019,0.122372409062456
430,000596,2020,0.135342189549566
431,000597,2018,0.0294840216462833
432,000597,2019,0.0115369792487185
433,000597,2020,0.0132863749239496
434,000598,2018,0.0426106974484467
435,000598,2019,0.0405227408796225
436,000598,2020,0.0643334051808677
437,000599,2018,0.00486124350784463
438,000600,2018,0.0657598122408491
439,000600,2019,0.0509825923555792
440,000600,2020,0.0600832197507718
441,000601,2018,0.0694223369331375
442,000601,2019,0.0452823797904029
443,000601,2020,0.0364550192423241
444,000603,2018,0.105028940543069
445,000603,2019,0.0653960806041432
446,000603,2020,0.0794546224025123
447,000605,2018,0.0379121610049104
448,000606,2018,2.92988008927554e-05
449,000607,2018,0.0625437319671342
450,000607,2019,0.0672805839487295
451,000607,2020,0.144404720442911
452,000608,2018,0.0221345144927934
453,000608,2019,0.0370261508422087
454,000608,2020,0.0412381977304319
455,000609,2018,0.660303249037497
456,000609,2019,0.0386170928162787
457,000609,2020,0.064969963985618
458,000610,2018,0.039574478567819
459,000610,2019,0.00603350116435026
460,000611,2018,0.0732031027540399
461,000612,2018,0.16075369875713
462,000612,2019,0.0840348723341268
463,000612,2020,0.0359802661562711
464,000613,2018,0.200100406044196
465,000613,2019,0.0399754278343036
466,000613,2020,0.0176361928895734
467,000615,2018,0.108795337739661
468,000616,2018,0.0770139987940043
469,000617,2018,0.0310799986919234
470,000617,2019,0.0246831957163179
471,000617,2020,0.043276577234375
472,000619,2018,0.0392691729435506
473,000619,2019,0.0410009510654792
474,000619,2020,0.0193993628999153
475,000620,2018,0.018097246640242
476,000622,2018,0.387304084290588
477,000622,2019,0.186129456100586
478,000622,2020,0.106584895533609
479,000623,2018,0.00187062333606638
480,000623,2019,0.0504405909555656
481,000623,2020,0.0797062899093687
482,000625,2018,0.00247409489173717
483,000626,2018,0.00040024786390283
484,000626,2019,0.0524372468550267
485,000627,2018,0.0230295038139884
486,000627,2019,0.0477320243046502
487,000627,2020,0.0699112809499023
488,000628,2018,0.0386534308449384
489,000628,2019,0.00984208262589926
490,000628,2020,0.0277745741340612
491,000629,2018,0.149622753248659
492,000629,2019,0.212736397108173
493,000629,2020,0.0296998273784309
494,000630,2018,0.0940881901030301
495,000630,2019,0.0788557881606708
496,000630,2020,0.0321491663466742
497,000631,2018,0.115029580181265
498,000631,2019,0.0145563068890968
499,000631,2020,0.213755683520514
500,000632,2018,0.0981985897043901
501,000633,2018,0.169742165303778
502,000633,2019,0.0637952012559583
503,000633,2020,0.00298174600515754
504,000635,2018,0.0605042912141511
505,000635,2019,0.0413924471248719
506,000635,2020,0.00318485638377368
507,000636,2018,0.089330823075158
508,000636,2019,0.0528293642020493
509,000636,2020,0.0332043342816109
510,000637,2018,0.0311686677378063
511,000637,2019,0.0876344567749035
512,000637,2020,0.0290529106074832
513,000638,2018,0.0739072634305137
514,000639,2018,0.0986199647731446
515,000650,2018,0.0154207396051234
516,000650,2019,0.0298243986121288
517,000650,2020,0.0694264640948149
518,000651,2018,0.0130251427592393
519,000652,2018,0.0482308701970115
520,000652,2019,0.0745784913689734
521,000652,2020,0.0227639719305375
522,000655,2018,0.0780518193651501
523,000655,2019,0.0490584668063213
524,000655,2020,0.054522906616572
525,000656,2018,0.0274547408640994
526,000656,2019,0.0186470327641836
527,000656,2020,0.0129081206314466
528,000657,2018,0.022155461586409
529,000657,2019,0.0657141642300759
530,000657,2020,0.0424804746260323
531,000659,2018,0.0999957892035152
532,000659,2019,0.10192435298048
533,000659,2020,0.159663416469423
534,000660,2018,0.104767223715049
535,000660,2019,0.012250434865823
536,000661,2018,0.0200504428587319
537,000661,2019,0.00804746545709652
538,000661,2020,0.149104036309901
539,000662,2018,0.105125732812947
540,000663,2018,0.24934133487992
541,000665,2018,0.0588135315459516
542,000666,2018,0.126631271514706
543,000666,2019,0.0228786591100166
544,000666,2020,0.015206021885083
545,000667,2018,0.0526872816562808
546,000668,2018,0.0209310310667217
547,000668,2019,0.083647342611627
548,000668,2020,0.00649209565371328
549,000669,2018,0.177864269861289
550,000670,2018,0.398771640327065
551,000670,2019,0.683243018430539
552,000670,2020,0.038586805439829
553,000671,2018,0.0620506176806679
554,000671,2019,0.0420492851158795
555,000671,2020,0.0368777981639249
556,000672,2018,0.0495933198149176
557,000672,2019,0.123873988091854
558,000672,2020,0.00376490503817698
559,000673,2018,0.374991022442451
560,000673,2019,0.164997371580145
561,000673,2020,0.0494988247419773
562,000675,2019,0.334813165203254
563,000676,2018,0.00143199427866577
564,000676,2019,0.0238421255096493
565,000676,2020,0.183071231260179
566,000677,2018,0.0544330828403582
567,000677,2019,0.064369501629106
568,000677,2020,0.0306852704063681
569,000678,2018,0.0434284406198798
570,000678,2019,0.0249007306145034
571,000678,2020,0.0335251622509454
572,000679,2018,0.065309618219712
573,000679,2019,0.0557615478513146
574,000679,2020,0.0313884472965517
575,000680,2018,0.0340003550947321
576,000680,2019,0.0307308697867817
577,000680,2020,0.0720019434487964
578,000681,2018,0.040809242214927
579,000681,2019,0.0354370631801468
580,000681,2020,0.0111152470522113
581,000682,2018,0.0354761912477225
582,000682,2019,0.0441329570934373
583,000682,2020,0.00240341215873145
584,000683,2018,0.0273689673395614
585,000683,2019,0.0347945234236924
586,000683,2020,0.077039865662839
587,000685,2018,0.0157474263717104
588,000685,2019,0.00653975252920803
589,000685,2020,0.03786719121709
590,000687,2018,0.176059587300052
591,000688,2018,0.0184887281505522
592,000688,2019,0.0596046060147569
593,000688,2020,0.0662504021440839
594,000690,2018,0.00203838987558147
595,000690,2019,0.0385120369426259
596,000690,2020,0.113023057631351
597,000691,2020,0.023617914183306
598,000692,2018,0.0387835279101754
599,000695,2018,0.0957791397022043
600,000695,2019,0.0106112580892187
601,000695,2020,0.0885018232063698
602,000697,2018,0.0268101650675749
603,000697,2019,0.309603789155213
604,000697,2020,0.14703588192708
605,000698,2018,0.000356536222709329
606,000698,2019,0.190888334683957
607,000698,2020,0.0810398727590485
608,000700,2018,0.000520434340054203
609,000700,2019,0.00537718848196191
610,000700,2020,0.0448059810756487
611,000701,2018,0.0330676595834476
612,000701,2019,0.00879908622499081
613,000701,2020,0.0388426886866718
614,000702,2018,0.0785313838112436
615,000702,2019,0.0829484823702103
616,000702,2020,0.223948591889431
617,000703,2018,0.023581499315393
618,000703,2019,0.0129287546017509
619,000703,2020,0.0270714456353346
620,000705,2018,0.0245466035844113
621,000705,2019,0.0192414138910107
622,000705,2020,0.0283064966093402
623,000707,2018,0.180552923875974
624,000707,2019,0.0538683613733354
625,000707,2020,0.174480214124042
626,000708,2018,0.0378863363069459
627,000708,2019,0.108967427326118
628,000708,2020,0.0103920998752107
629,000709,2018,0.0402554153431632
630,000709,2019,0.0568651272380364
631,000709,2020,0.0226140727643703
632,000710,2018,0.0165120374683855
633,000710,2019,0.0534491370990676
634,000710,2020,0.00438658460486136
635,000711,2018,0.125187882386294
636,000711,2019,0.14557467724294
637,000711,2020,0.162302200444047
638,000713,2018,0.00212765338703963
639,000713,2019,0.0263407696619269
640,000713,2020,0.0624270941605388
641,000715,2018,0.0309406588905018
642,000715,2019,0.017449943947383
643,000715,2020,0.0399131413557603
644,000716,2018,0.0347920557171222
645,000717,2018,0.0185124122751736
646,000717,2019,0.0252430677852448
647,000717,2020,0.0677863006166488
648,000718,2018,0.0141254504366777
649,000718,2019,0.109468653997754
650,000718,2020,0.0616755619494314
651,000719,2018,0.0122219827984568
652,000720,2018,0.167446197635807
653,000720,2019,0.115991533276174
654,000720,2020,0.175961752726441
655,000721,2018,0.00093590875729271
656,000721,2019,0.00517673209864871
657,000721,2020,0.102799189710631
658,000722,2018,0.010200017178739
659,000722,2019,0.00983385901358563
660,000722,2020,0.0807233797408616
661,000723,2018,0.000943349341157263
662,000723,2019,0.0362966826777592
663,000723,2020,0.0388721905437427
664,000725,2018,0.056823674703304
665,000725,2019,0.0876459094714497
666,000725,2020,0.0813954261689231
667,000726,2018,0.0480011307507647
668,000727,2018,0.101833034671533
669,000727,2019,0.212049334049562
670,000727,2020,0.32355907131318
671,000729,2018,0.051325991244195
672,000729,2019,0.0806540384439171
673,000729,2020,0.0942029910390992
674,000730,2018,0.00819053504176227
675,000730,2019,0.0427003648537882
676,000731,2018,0.0636772111549285
677,000731,2019,0.0652511607317129
678,000731,2020,0.0726729320675178
679,000732,2018,0.0482217648671841
680,000733,2018,0.00818754573203872
681,000733,2019,0.00146664265201443
682,000733,2020,0.0655916157629236
683,000735,2018,0.00428689164467896
684,000735,2019,0.0220614512151073
685,000735,2020,0.0432405659338002
686,000736,2018,0.144802510538053
687,000736,2019,0.126218038163415
688,000736,2020,0.386576618745494
689,000737,2018,0.0153774807250795
690,000737,2019,0.0602792661638212
691,000737,2020,0.00754292308006845
692,000738,2018,0.0670648013594229
693,000738,2019,0.0868549409592157
694,000738,2020,0.0233543051644239
695,000739,2018,0.0706917519222242
696,000739,2019,0.134703190711701
697,000739,2020,0.0566302847701523
698,000751,2018,0.0503212820392916
699,000751,2019,0.145710516434451
700,000751,2020,0.031753435058487
701,000752,2019,0.0351813052398215
702,000752,2020,0.0705940534167501
703,000753,2018,0.00247052074926919
704,000753,2019,0.0840787261452017
705,000753,2020,0.0586358051145425
706,000755,2018,0.471397267994281
707,000755,2019,0.0341364317062457
708,000755,2020,0.0554483086030003
709,000756,2018,0.004160354845219
710,000756,2019,0.00596418363846113
711,000756,2020,0.00467369627800058
712,000757,2018,0.00940685275771702
713,000758,2018,0.123499181027683
714,000758,2019,0.0322083735431871
715,000758,2020,0.031485012750525
716,000759,2018,0.0621278414553186
717,000759,2019,0.0751512577855096
718,000759,2020,0.0932815727413094
719,000760,2018,0.431711104093185
720,000761,2018,0.0294132420915341
721,000761,2019,0.111494834919059
722,000761,2020,0.0404807610805301
723,000762,2018,0.0367453654885467
724,000762,2019,0.062116379844381
725,000762,2020,0.0199497564902224
726,000765,2018,0.0876514721785779
727,000765,2019,0.0660429379368973
728,000766,2018,0.00301497139908937
729,000766,2019,0.366057172740577
730,000766,2020,0.0948914122500745
731,000767,2018,0.0525943094904658
732,000767,2019,0.0541283440988555
733,000767,2020,0.0614867780525528
734,000768,2018,0.071159694878474
735,000768,2019,0.0186379843116526
736,000768,2020,0.00127250793500587
737,000769,2018,0.00842780898349526
738,000769,2019,0.0300672253312969
739,000777,2018,0.00625090737434468
740,000778,2018,0.0307419416908329
741,000778,2019,0.0391274092478087
742,000778,2020,0.0306410868627581
743,000779,2018,0.0386760056885097
744,000779,2019,0.0252122190332705
745,000779,2020,7.1827149648799e-05
746,000780,2018,0.0415345333475706
747,000782,2018,0.0888213785094993
748,000782,2019,0.0958772598731042
749,000782,2020,0.044349835182744
750,000785,2018,0.0547531797710201
751,000786,2018,0.0104729541426244
752,000786,2019,0.0171283399292132
753,000786,2020,0.0515565835885672
754,000787,2018,0.0177379394658448
755,000788,2018,0.0700441413602395
756,000789,2018,0.137951784893838
757,000789,2019,0.0991937601445746
758,000789,2020,0.0273155885895482
759,000790,2018,0.0538799320911666
760,000790,2019,0.0216344795558581
761,000790,2020,0.0394599842931008
762,000791,2018,0.0590625414105218
763,000791,2019,0.0696106208437976
764,000792,2018,0.133188357799595
765,000793,2018,0.338204044876014
766,000793,2019,0.0359602387298752
767,000793,2020,0.132712157808698
768,000795,2018,0.00874090729367928
769,000795,2019,0.0653924137084904
770,000795,2020,0.0106273040921213
771,000796,2018,0.00196047615680389
772,000796,2019,0.0153311602855097
773,000796,2020,0.0149224634070041
774,000797,2018,0.080120241095316
775,000797,2019,0.0894430083559627
776,000797,2020,0.000474215066335673
777,000798,2018,0.0758649033192995
778,000798,2019,0.0219034021964133
779,000798,2020,0.0540060204026248
780,000799,2018,0.0136223207847378
781,000799,2019,0.0461473965620777
782,000799,2020,0.140587572831946
783,000800,2018,0.0618784396559853
784,000800,2019,0.123017749094847
785,000800,2020,0.253420561693034
786,000801,2018,0.10004713339652
787,000801,2019,0.0312242151281378
788,000801,2020,0.0295388677520875
789,000802,2018,0.0249368263248066
790,000802,2019,0.218621947788857
791,000802,2020,0.185762501101819
792,000803,2018,0.221051540989442
793,000806,2018,0.0797907507726555
794,000807,2018,0.0411091818798055
795,000807,2019,0.0844894787010235
796,000807,2020,0.0984580962649637
797,000809,2018,0.0379383971199571
798,000810,2018,0.0381065924582685
799,000810,2019,0.0305938461785001
800,000810,2020,0.118017940211187
801,000811,2018,0.013016169452976
802,000812,2018,0.0432068946553445
803,000812,2019,0.000355648503491602
804,000812,2020,0.0351105803289016
805,000813,2018,0.134178649856675
806,000813,2019,0.16781260310416
807,000813,2020,0.11306479074485
808,000815,2018,0.0295052925850501
809,000815,2019,0.00527660143300425
810,000815,2020,0.0575485454144754
811,000816,2018,0.0192974107766585
812,000816,2019,0.174989323055302
813,000816,2020,0.0253757779455162
814,000818,2018,0.0309517368841659
815,000818,2019,0.0248934535010971
816,000818,2020,7.11816309281569e-06
817,000819,2018,0.0262063146985436
818,000819,2019,0.00216100274587454
819,000819,2020,0.0263070600698103
820,000820,2018,0.131659235189562
821,000821,2018,0.120582251753215
822,000822,2018,0.0651078560325397
823,000822,2019,0.102671861490263
824,000822,2020,0.0411903896671054
825,000823,2018,0.0538234731232401
826,000823,2019,0.0702686208672634
827,000825,2018,0.047750754237899
828,000825,2019,0.0120505094472153
829,000825,2020,0.0755519079806373
830,000826,2018,0.00304588430020204
831,000828,2018,0.141722896933369
832,000828,2019,0.0373292918098586
