,year,Stkcd,ANALYST
0,2018,000002,3.828641396489095
1,2018,000006,1.6094379124341003
2,2018,000008,1.0986122886681098
3,2018,000009,0.6931471805599453
4,2018,000010,1.0986122886681098
5,2018,000012,1.3862943611198906
6,2018,000016,0.6931471805599453
7,2018,000018,2.0794415416798357
8,2018,000020,0.6931471805599453
9,2018,000021,0.6931471805599453
10,2018,000022,0.6931471805599453
11,2018,000023,0.6931471805599453
12,2018,000024,3.258096538021482
13,2018,000026,2.5649493574615367
14,2018,000027,1.6094379124341003
15,2018,000028,3.295836866004329
16,2018,000030,0.6931471805599453
17,2018,000031,2.0794415416798357
18,2018,000032,0.6931471805599453
19,2018,000033,0.6931471805599453
20,2018,000034,2.5649493574615367
21,2018,000035,1.3862943611198906
22,2018,000036,0.6931471805599453
23,2018,000038,0.6931471805599453
24,2018,000039,3.4965075614664802
25,2018,000040,1.9459101490553132
26,2018,000042,1.3862943611198906
27,2018,000043,1.791759469228055
28,2018,000045,0.6931471805599453
29,2018,000048,1.3862943611198906
30,2018,000049,2.302585092994046
31,2018,000050,2.6390573296152584
32,2018,000055,0.6931471805599453
33,2018,000056,0.6931471805599453
34,2018,000058,1.0986122886681098
35,2018,000059,2.0794415416798357
36,2018,000060,2.302585092994046
37,2018,000061,1.0986122886681098
38,2018,000062,1.3862943611198906
39,2018,000063,3.713572066704308
40,2018,000065,1.6094379124341003
41,2018,000066,2.0794415416798357
42,2018,000068,1.6094379124341003
43,2018,000069,2.9444389791664403
44,2018,000070,2.0794415416798357
45,2018,000078,0.6931471805599453
46,2018,000088,0.6931471805599453
47,2018,000089,2.8903717578961645
48,2018,000090,1.6094379124341003
49,2018,000096,0.6931471805599453
50,2018,000099,1.3862943611198906
51,2018,000100,3.4339872044851463
52,2018,000150,1.791759469228055
53,2018,000151,1.0986122886681098
54,2018,000153,1.0986122886681098
55,2018,000155,1.3862943611198906
56,2018,000156,1.3862943611198906
57,2018,000157,2.0794415416798357
58,2018,000158,1.3862943611198906
59,2018,000301,2.0794415416798357
60,2018,000333,3.7376696182833684
61,2018,000338,3.4965075614664802
62,2018,000400,2.1972245773362196
63,2018,000401,2.6390573296152584
64,2018,000402,2.3978952727983707
65,2018,000403,0.6931471805599453
66,2018,000404,0.6931471805599453
67,2018,000407,1.0986122886681098
68,2018,000408,2.1972245773362196
69,2018,000409,1.3862943611198906
70,2018,000411,0.6931471805599453
71,2018,000413,1.3862943611198906
72,2018,000415,1.0986122886681098
73,2018,000417,2.1972245773362196
74,2018,000418,3.6109179126442243
75,2018,000419,1.0986122886681098
76,2018,000420,1.3862943611198906
77,2018,000421,0.6931471805599453
78,2018,000422,1.791759469228055
79,2018,000423,3.044522437723423
80,2018,000425,3.5263605246161616
81,2018,000426,2.5649493574615367
82,2018,000428,0.6931471805599453
83,2018,000429,2.4849066497880004
84,2018,000430,2.3978952727983707
85,2018,000488,2.995732273553991
86,2018,000498,2.833213344056216
87,2018,000501,2.5649493574615367
88,2018,000503,1.0986122886681098
89,2018,000505,0.6931471805599453
90,2018,000507,1.0986122886681098
91,2018,000511,1.0986122886681098
92,2018,000513,3.6109179126442243
93,2018,000514,0.6931471805599453
94,2018,000517,1.0986122886681098
95,2018,000519,0.6931471805599453
96,2018,000521,1.3862943611198906
97,2018,000524,1.791759469228055
98,2018,000526,1.3862943611198906
99,2018,000528,3.258096538021482
100,2018,000529,2.0794415416798357
101,2018,000530,0.6931471805599453
102,2018,000531,1.3862943611198906
103,2018,000532,0.6931471805599453
104,2018,000533,0.6931471805599453
105,2018,000534,1.9459101490553132
106,2018,000536,0.6931471805599453
107,2018,000537,1.3862943611198906
108,2018,000538,3.295836866004329
109,2018,000539,1.791759469228055
110,2018,000540,2.0794415416798357
111,2018,000541,0.6931471805599453
112,2018,000543,1.0986122886681098
113,2018,000544,0.6931471805599453
114,2018,000545,0.6931471805599453
115,2018,000546,2.70805020110221
116,2018,000547,2.5649493574615367
117,2018,000548,0.6931471805599453
118,2018,000550,1.3862943611198906
119,2018,000551,0.6931471805599453
120,2018,000552,1.791759469228055
121,2018,000553,2.772588722239781
122,2018,000554,0.6931471805599453
123,2018,000555,2.0794415416798357
124,2018,000557,0.6931471805599453
125,2018,000558,1.0986122886681098
126,2018,000559,0.6931471805599453
127,2018,000560,1.3862943611198906
128,2018,000561,1.791759469228055
129,2018,000565,0.6931471805599453
130,2018,000566,1.6094379124341003
131,2018,000568,3.9318256327243257
132,2018,000570,1.0986122886681098
133,2018,000572,1.0986122886681098
134,2018,000573,0.6931471805599453
135,2018,000576,1.0986122886681098
136,2018,000581,3.332204510175204
137,2018,000582,0.6931471805599453
138,2018,000584,0.6931471805599453
139,2018,000586,0.6931471805599453
140,2018,000589,0.6931471805599453
141,2018,000590,0.6931471805599453
142,2018,000591,2.1972245773362196
143,2018,000592,0.6931471805599453
144,2018,000593,1.0986122886681098
145,2018,000596,3.6375861597263857
146,2018,000597,0.6931471805599453
147,2018,000598,2.995732273553991
148,2018,000599,1.0986122886681098
149,2018,000600,0.6931471805599453
150,2018,000601,0.6931471805599453
151,2018,000603,1.9459101490553132
152,2018,000605,0.6931471805599453
153,2018,000607,2.0794415416798357
154,2018,000608,1.3862943611198906
155,2018,000610,1.0986122886681098
156,2018,000612,1.3862943611198906
157,2018,000615,1.0986122886681098
158,2018,000619,0.6931471805599453
159,2018,000620,1.9459101490553132
160,2018,000623,1.3862943611198906
161,2018,000625,2.70805020110221
162,2018,000626,1.0986122886681098
163,2018,000628,0.6931471805599453
164,2018,000629,2.70805020110221
165,2018,000630,1.9459101490553132
166,2018,000631,1.6094379124341003
167,2018,000635,0.6931471805599453
168,2018,000636,2.0794415416798357
169,2018,000637,0.6931471805599453
170,2018,000639,2.995732273553991
171,2018,000650,2.1972245773362196
172,2018,000651,3.6635616461296463
173,2018,000652,0.6931471805599453
174,2018,000655,0.6931471805599453
175,2018,000656,2.302585092994046
176,2018,000657,1.3862943611198906
177,2018,000661,3.8066624897703196
178,2018,000662,1.791759469228055
