,Stkcd,Time,PB
288,000156,2016-12-31,1.768537366541749
289,000156,2017-12-31,1.2866717533089982
290,000156,2018-12-31,1.043665939231507
291,000156,2019-12-31,1.2250428152463928
292,000156,2020-12-31,1.0581529094443323
293,000157,2016-12-31,0.9724949260077235
294,000157,2017-12-31,0.9674538838919895
295,000157,2018-12-31,0.905477231775007
296,000157,2019-12-31,1.1142160598646005
297,000157,2020-12-31,1.2166871070100644
298,000158,2016-12-31,1.4774082123212888
299,000158,2017-12-31,1.3414535991200065
300,000158,2018-12-31,1.1761703188715351
301,000158,2019-12-31,1.3456052532429086
302,000158,2020-12-31,1.2559784574574977
303,000159,2016-12-31,1.6051055196368609
304,000159,2017-12-31,1.1451251450014714
305,000159,2018-12-31,0.9594746684295414
306,000159,2019-12-31,1.1955187176388027
307,000159,2020-12-31,1.0996902172657963
308,000301,2016-12-31,1.6141581035579273
309,000301,2017-12-31,1.6520569761409931
310,000301,2018-12-31,1.1250061875340314
311,000301,2019-12-31,1.0480653238155029
312,000301,2020-12-31,1.0902997124879659
313,000333,2016-12-31,1.6335625221551917
314,000333,2017-12-31,2.0950174200698477
315,000333,2018-12-31,1.5629640049389664
316,000333,2019-12-31,1.9654822015759235
317,000333,2020-12-31,2.534545860072792
318,000338,2016-12-31,0.9844050551168391
319,000338,2017-12-31,1.029427206113974
320,000338,2018-12-31,0.998213198374909
321,000338,2019-12-31,1.1270005668812852
322,000338,2020-12-31,1.0886024412998347
323,000400,2016-12-31,1.5498229327299355
324,000400,2017-12-31,1.3380002783040579
325,000400,2018-12-31,1.0419097789484213
326,000400,2019-12-31,1.1446506468993132
327,000400,2020-12-31,1.320175583352586
328,000401,2016-12-31,1.1173171873550978
329,000401,2018-12-31,0.8847193051060691
330,000401,2019-12-31,0.902603650490204
331,000401,2020-12-31,0.7781265513898119
332,000402,2016-12-31,0.9969384021669453
333,000402,2017-12-31,0.9960139521634418
334,000402,2018-12-31,0.8792035822270754
335,000402,2019-12-31,0.9092248131088396
336,000402,2020-12-31,0.878743116146114
337,000403,2016-12-31,5.540933647319574
338,000403,2017-12-31,6.518182470000065
339,000403,2018-12-31,5.611987204669174
340,000403,2019-12-31,7.266068911397555
341,000403,2020-12-31,11.62290642398038
342,000404,2016-12-31,1.2886548119015004
343,000404,2017-12-31,1.0413987234534448
344,000404,2018-12-31,0.8489130093371942
345,000404,2019-12-31,0.8527184664711099
346,000404,2020-12-31,0.9190272647818644
347,000407,2016-12-31,1.9828444299917114
348,000407,2017-12-31,1.6760328971737055
349,000407,2018-12-31,1.0742257786257
350,000407,2019-12-31,1.0338000940758085
351,000407,2020-12-31,1.123630855802205
352,000408,2016-12-31,1.4192107201500956
353,000408,2017-12-31,1.8317702227432593
354,000408,2018-12-31,1.3564711132694074
355,000408,2019-12-31,1.1676404788260075
356,000408,2020-12-31,1.2203887914611837
357,000409,2016-12-31,1.6544896230410844
358,000409,2017-12-31,1.2065476930204837
359,000409,2018-12-31,1.1227275993389378
360,000409,2019-12-31,1.2454758091233593
361,000409,2020-12-31,2.2022793591367065
362,000411,2016-12-31,1.4130361058985779
363,000411,2017-12-31,1.2445829526983803
364,000411,2018-12-31,1.0598733027453897
365,000411,2019-12-31,1.0044920886203101
366,000411,2020-12-31,1.1198220826675058
367,000413,2016-12-31,1.4255309746497826
368,000413,2017-12-31,1.222919966002825
369,000413,2018-12-31,0.9033464469125877
370,000413,2019-12-31,0.8332062693772533
371,000413,2020-12-31,0.8024143041583516
372,000415,2016-12-31,1.0150748769983018
373,000415,2017-12-31,1.00035012254289
374,000415,2018-12-31,0.9341193636405247
375,000415,2019-12-31,0.9328732402512414
376,000415,2020-12-31,0.9387688047126194
377,000417,2016-12-31,1.2809608230941865
378,000417,2017-12-31,1.1954872746357053
379,000417,2018-12-31,0.8971595032966125
380,000417,2019-12-31,0.9181640391872412
381,000417,2020-12-31,0.9025352214370166
382,000418,2016-12-31,1.605200850756451
383,000418,2017-12-31,2.3450067770695857
384,000418,2018-12-31,1.6712235361753047
385,000419,2016-12-31,1.5530988982316418
386,000419,2017-12-31,1.2643711586823734
387,000419,2018-12-31,0.8445846079522709
388,000419,2019-12-31,0.8613538932765299
389,000419,2020-12-31,0.8247007779402439
390,000420,2016-12-31,1.3490452132503221
391,000420,2017-12-31,1.4627496182223496
392,000420,2018-12-31,1.0975081078411466
393,000420,2019-12-31,1.1370536211746674
394,000420,2020-12-31,1.0704575135412875
395,000421,2016-12-31,1.147132341216809
396,000421,2017-12-31,1.0087895836422751
397,000421,2018-12-31,0.9208620373704232
398,000421,2019-12-31,0.9190424680334053
399,000421,2020-12-31,1.0025715961441097
400,000422,2016-12-31,1.008348114036105
401,000422,2017-12-31,1.0643732970027249
402,000422,2018-12-31,1.0270926499195787
403,000422,2019-12-31,1.0631466589553096
404,000422,2020-12-31,1.0694763950517465
405,000423,2016-12-31,3.6975684789682304
406,000423,2017-12-31,3.386822550819272
407,000423,2018-12-31,2.0478836146784105
408,000423,2019-12-31,2.124675986911996
409,000423,2020-12-31,2.4188535118124714
410,000425,2016-12-31,1.0727208168983566
411,000425,2017-12-31,1.1682352171515622
412,000425,2018-12-31,0.9265710939468964
413,000425,2019-12-31,1.1063329818882228
414,000425,2020-12-31,1.076808769530619
415,000426,2016-12-31,1.6947371632133572
416,000426,2017-12-31,1.85514301297487
417,000426,2018-12-31,1.334172972857585
418,000426,2019-12-31,1.3222493577173744
419,000426,2020-12-31,1.7971389547839838
420,000428,2016-12-31,1.3505519705903801
421,000428,2017-12-31,1.10496504995547
422,000428,2018-12-31,1.0101101929209457
423,000428,2019-12-31,1.0324840119850744
424,000428,2020-12-31,1.138983297948919
425,000429,2016-12-31,1.0792516037678832
426,000429,2017-12-31,1.126183196220529
427,000429,2018-12-31,1.1122641582885369
428,000429,2019-12-31,1.2617261675698523
429,000429,2020-12-31,1.0542051187983748
430,000430,2016-12-31,2.0320577429528237
431,000430,2017-12-31,1.5191704114217308
432,000430,2018-12-31,1.122528472934716
433,000430,2019-12-31,1.1553601199725947
434,000430,2020-12-31,1.1299115844185192
435,000488,2016-12-31,0.9553625935419399
436,000488,2017-12-31,0.9898099070073593
437,000488,2018-12-31,0.9130385557921339
438,000488,2019-12-31,0.8894415285586333
439,000488,2020-12-31,0.9114872920441743
440,000498,2016-12-31,1.1137531811575236
441,000498,2017-12-31,1.0762744973529028
442,000498,2018-12-31,0.9886014255632556
443,000498,2019-12-31,0.9061377238726513
444,000498,2020-12-31,0.9737069901451114
445,000501,2016-12-31,1.2648877285652127
446,000501,2017-12-31,1.2458668367690189
447,000501,2018-12-31,0.963084953723768
448,000501,2019-12-31,1.0297187117395141
449,000501,2020-12-31,0.9581196327335824
450,000503,2016-12-31,25.379422364346986
451,000503,2017-12-31,26.817560138378607
452,000503,2018-12-31,11.196452963701098
453,000503,2019-12-31,11.848622005260788
454,000503,2020-12-31,6.05052185751021
455,000504,2016-12-31,17.827854239463736
456,000504,2017-12-31,18.720281553034557
457,000504,2018-12-31,11.990982780948727
458,000504,2019-12-31,9.929697740000794
459,000504,2020-12-31,7.596417529493091
460,000505,2016-12-31,4.3197663870337895
461,000505,2017-12-31,1.2782885250595684
462,000505,2018-12-31,1.1024750565018466
463,000505,2019-12-31,1.0674807986891337
464,000505,2020-12-31,1.3489833387067836
465,000506,2016-12-31,3.668620818689422
466,000506,2017-12-31,3.2635904063496417
467,000506,2018-12-31,1.5464316090620893
468,000506,2019-12-31,1.6030162353484314
469,000506,2020-12-31,1.7125281710884144
470,000507,2016-12-31,1.348861426070254
471,000507,2017-12-31,1.8179735775720236
472,000507,2018-12-31,1.2786137780863498
473,000507,2019-12-31,1.0051948469691365
474,000507,2020-12-31,0.9610025178265966
475,000510,2016-12-31,5.620598368902353
476,000510,2017-12-31,3.7099143751762207
477,000510,2018-12-31,1.8740454081202387
478,000510,2019-12-31,1.8311362749927214
479,000510,2020-12-31,1.8689597556895807
480,000511,2016-12-31,2.652287730782186
481,000513,2016-12-31,1.958487890669372
482,000513,2017-12-31,2.010094695561108
483,000513,2018-12-31,1.2314876617251171
484,000513,2019-12-31,1.6813476337554076
485,000513,2020-12-31,1.766194680574861
486,000514,2016-12-31,1.986377423628754
487,000514,2017-12-31,1.270667405347985
488,000514,2018-12-31,0.9414839481694258
489,000514,2019-12-31,1.0367819118880524
490,000514,2020-12-31,0.9165953249972044
491,000517,2016-12-31,2.1220204180804627
492,000517,2017-12-31,1.4713845139722672
493,000517,2018-12-31,1.1014113485019703
494,000517,2019-12-31,1.0395788458179822
495,000517,2020-12-31,0.9851149136546778
496,000518,2016-12-31,9.385617479773995
497,000518,2017-12-31,7.833736770777029
498,000518,2018-12-31,4.153134370509424
499,000518,2019-12-31,4.359711038352378
500,000518,2020-12-31,6.567756257429774
501,000519,2016-12-31,1.4415307903769172
502,000519,2017-12-31,1.26880045067792
503,000519,2018-12-31,1.048545562450325
504,000519,2019-12-31,1.1473863685909866
505,000519,2020-12-31,1.446445360526506
506,000520,2016-12-31,15.645534764378246
507,000520,2017-12-31,8.201090745069093
508,000520,2018-12-31,5.031876940417545
509,000520,2019-12-31,7.203936230756486
510,000520,2020-12-31,5.766946171324437
511,000521,2016-12-31,1.0818471458167676
512,000521,2017-12-31,0.9893682487984123
513,000521,2018-12-31,0.870802514181019
514,000521,2019-12-31,0.8766216404571406
515,000521,2020-12-31,1.042638710047388
516,000524,2016-12-31,5.144641598543037
517,000524,2017-12-31,1.459632406174829
518,000524,2018-12-31,1.1793134273088892
519,000524,2019-12-31,1.1942394665093454
520,000524,2020-12-31,1.8278929147214842
521,000526,2016-12-31,2.0768690783270407
522,000526,2018-12-31,1.4596750179540026
523,000526,2019-12-31,1.806557442203711
524,000526,2020-12-31,2.3961565648699485
525,000528,2016-12-31,0.9697928910301916
526,000528,2017-12-31,1.0222199960542309
527,000528,2018-12-31,0.9535297286731157
528,000528,2019-12-31,0.9804988582090796
529,000528,2020-12-31,0.9694036810196575
530,000529,2016-12-31,4.451626401705863
531,000529,2017-12-31,2.199861848675903
532,000529,2018-12-31,1.4847942223687218
533,000529,2019-12-31,1.8388538791542008
534,000529,2020-12-31,1.5007623872927447
535,000530,2016-12-31,1.3899100867164904
536,000530,2017-12-31,1.0884294507240777
537,000530,2018-12-31,0.8276652061134663
538,000530,2019-12-31,0.8898451758378559
539,000530,2020-12-31,0.9708784994101913
540,000531,2017-12-31,1.1338498397303252
541,000531,2018-12-31,0.9249016829511023
542,000531,2019-12-31,1.0075556598935418
543,000531,2020-12-31,1.0509191338744868
544,000532,2016-12-31,3.863211410381221
545,000532,2017-12-31,2.172246080725009
546,000532,2018-12-31,1.9514898649373864
547,000532,2019-12-31,2.2150111304309306
548,000532,2020-12-31,2.223249857712009
549,000533,2016-12-31,3.0672588521090476
550,000533,2017-12-31,2.168045182061594
551,000533,2018-12-31,1.3216272403233758
552,000533,2019-12-31,1.4288367839741667
553,000533,2020-12-31,1.4660177094939308
554,000534,2016-12-31,3.817580722744382
555,000534,2017-12-31,3.1728203517388645
556,000534,2018-12-31,2.3815988149164298
557,000534,2019-12-31,2.7525991417395876
558,000534,2020-12-31,3.696734674262224
559,000536,2016-12-31,1.315792936297201
560,000536,2017-12-31,1.0284976118285454
561,000536,2018-12-31,0.9102021832109567
562,000536,2019-12-31,1.1724415274099242
563,000536,2020-12-31,1.2063817595077961
564,000537,2016-12-31,1.0749821552962222
565,000537,2017-12-31,1.042406123510532
566,000537,2018-12-31,1.0093720191982558
567,000537,2019-12-31,1.0026851909413408
568,000537,2020-12-31,0.9543031916670246
569,000538,2016-12-31,3.5810205908683974
570,000538,2017-12-31,4.171568259371428
571,000538,2018-12-31,2.8796452277079463
572,000538,2019-12-31,1.7227537874742016
573,000538,2020-12-31,1.9114684282759702
574,000539,2016-12-31,0.963890725636216
575,000539,2017-12-31,0.9370990972924396
576,000539,2018-12-31,0.9128618584406859
577,000539,2019-12-31,0.8722357757970273
578,000539,2020-12-31,0.8680080863633325
579,000540,2019-12-31,1.021361781663492
580,000540,2020-12-31,1.0028340089091774
581,000541,2016-12-31,2.01773996981461
582,000541,2017-12-31,2.0003520619629054
583,000541,2018-12-31,1.3922263648691169
584,000541,2019-12-31,1.188484064805659
585,000541,2020-12-31,1.1465680923858705
586,000543,2016-12-31,0.9537143358524108
587,000543,2017-12-31,0.8193296245012331
588,000543,2018-12-31,0.7986467729079847
589,000543,2019-12-31,0.8146393957982528
590,000543,2020-12-31,0.76845108693564
591,000544,2016-12-31,1.4034536186648103
592,000544,2017-12-31,1.3050213305736482
593,000544,2018-12-31,0.9326131073176555
594,000544,2019-12-31,0.9693059575482763
595,000544,2020-12-31,0.9981593940773215
596,000545,2016-12-31,2.381326589416432
597,000545,2017-12-31,2.0595031654563654
598,000545,2018-12-31,1.3220238598866232
599,000545,2019-12-31,1.2904324755398524
600,000545,2020-12-31,1.5478486451680808
601,000546,2016-12-31,1.3958117273309707
602,000546,2017-12-31,1.8785092901676947
603,000546,2018-12-31,1.214211127030768
604,000546,2019-12-31,1.233506476525755
605,000546,2020-12-31,1.007902967165545
606,000547,2018-12-31,1.3062060461665463
607,000547,2019-12-31,1.5194150859685056
608,000547,2020-12-31,3.101419519714173
609,000548,2016-12-31,2.0494113066021784
610,000548,2017-12-31,1.8122311102090227
611,000548,2018-12-31,1.2574677868189712
612,000548,2019-12-31,1.1836392646285976
613,000548,2020-12-31,1.1006791190164331
614,000550,2016-12-31,1.3062862412789065
615,000550,2017-12-31,0.9799444567481914
616,000550,2018-12-31,0.940425900081629
617,000550,2019-12-31,0.9390667742211146
618,000550,2020-12-31,1.0658140154543032
619,000551,2016-12-31,1.5390345328568484
620,000551,2017-12-31,1.2793040585921258
621,000551,2018-12-31,1.0387300901409973
622,000551,2019-12-31,1.0598137695244192
623,000551,2020-12-31,1.1233657836262696
624,000552,2016-12-31,1.1796111293950837
625,000552,2017-12-31,1.0818857701728422
626,000552,2018-12-31,0.9027633586407995
627,000552,2019-12-31,0.8273611646597643
628,000552,2020-12-31,0.9120451061027673
629,000553,2016-12-31,2.66967806352232
630,000553,2017-12-31,1.044463871472454
631,000553,2018-12-31,0.9862370618025456
632,000553,2019-12-31,0.9913180366351493
633,000553,2020-12-31,0.9177140843415952
634,000554,2016-12-31,4.058622746957048
635,000554,2017-12-31,2.9328609471967715
636,000554,2018-12-31,1.9263183241030581
637,000554,2019-12-31,1.8274018913609578
638,000554,2020-12-31,1.6107339309156217
639,000555,2016-12-31,1.444928013686358
640,000555,2017-12-31,1.5481625632617926
641,000555,2018-12-31,1.3606016036050501
642,000555,2019-12-31,1.8159399577612365
643,000555,2020-12-31,1.7748591205573059
644,000557,2016-12-31,1.317648050935003
645,000557,2018-12-31,1.0050988665500082
646,000557,2019-12-31,1.0107299087108745
647,000557,2020-12-31,1.1067162180408023
648,000558,2017-12-31,2.9566117229654814
649,000558,2018-12-31,1.8670893757013256
650,000558,2019-12-31,2.226041119431558
651,000558,2020-12-31,2.0910702934189835
652,000559,2016-12-31,3.2269306726214295
653,000559,2017-12-31,2.9560611076952186
654,000559,2018-12-31,1.7165761172764802
655,000559,2019-12-31,1.7761989342806397
656,000559,2020-12-31,1.4750459108039737
657,000560,2017-12-31,1.0913992283807454
658,000560,2018-12-31,1.0393562643041405
659,000560,2019-12-31,0.9922810457451485
660,000560,2020-12-31,0.9629412076245684
661,000561,2016-12-31,3.5962297127691327
662,000561,2017-12-31,2.331002331002331
663,000561,2018-12-31,1.6384283539857227
664,000561,2019-12-31,1.8529155626378107
665,000561,2020-12-31,1.729017935103041
666,000565,2016-12-31,4.35902689083689
667,000565,2017-12-31,2.307757990035101
668,000565,2018-12-31,1.5230691671400873
669,000565,2019-12-31,1.7820166012666572
670,000565,2020-12-31,1.5410267553065256
671,000566,2016-12-31,1.8743018225710923
672,000566,2018-12-31,1.1609574648404033
