,Stkcd,Time,INS
2187,002028,2019-12-31,0.268208
2188,002028,2020-12-31,0.10823100000000001
2189,002029,2016-12-31,0.565381
2190,002029,2017-12-31,0.5597840000000001
2191,002029,2018-12-31,0.5936130000000001
2192,002029,2019-12-31,0.49289099999999997
2193,002029,2020-12-31,0.504536
2194,002030,2016-12-31,0.41914900000000005
2195,002030,2017-12-31,0.421891
2196,002030,2018-12-31,0.421904
2197,002030,2019-12-31,0.42346400000000006
2198,002030,2020-12-31,0.398445
2199,002031,2016-12-31,0.00754
2200,002031,2017-12-31,0.008585
2201,002031,2018-12-31,0.008911
2202,002031,2019-12-31,0.005095
2203,002031,2020-12-31,0.0020050000000000003
2204,002032,2016-12-31,0.9260120000000001
2205,002032,2017-12-31,0.938848
2206,002032,2018-12-31,0.948561
2207,002032,2019-12-31,0.952848
2208,002032,2020-12-31,0.951263
2209,002033,2016-12-31,0.476134
2210,002033,2017-12-31,0.449721
2211,002033,2018-12-31,0.479777
2212,002033,2019-12-31,0.48578899999999997
2213,002033,2020-12-31,0.507563
2214,002034,2016-12-31,0.159674
2215,002034,2017-12-31,0.517014
2216,002034,2018-12-31,0.520841
2217,002034,2019-12-31,0.520011
2218,002034,2020-12-31,0.47603900000000005
2219,002035,2016-12-31,0.5080720000000001
2220,002035,2017-12-31,0.5698230000000001
2221,002035,2018-12-31,0.444178
2222,002035,2019-12-31,0.462906
2223,002035,2020-12-31,0.32555799999999996
2224,002036,2016-12-31,0.610658
2225,002036,2017-12-31,0.543471
2226,002036,2018-12-31,0.46408299999999997
2227,002036,2019-12-31,0.393855
2228,002036,2020-12-31,0.304471
2229,002037,2016-12-31,0.533704
2230,002037,2017-12-31,0.456197
2231,002037,2018-12-31,0.3074
2232,002037,2019-12-31,0.595499
2233,002037,2020-12-31,0.580954
2234,002038,2016-12-31,0.28328800000000004
2235,002038,2017-12-31,0.25884
2236,002038,2018-12-31,0.27115500000000003
2237,002038,2019-12-31,0.265798
2238,002038,2020-12-31,0.268451
2239,002039,2016-12-31,0.42239600000000005
2240,002039,2017-12-31,0.432125
2241,002039,2018-12-31,0.412472
2242,002039,2019-12-31,0.43538899999999997
2243,002039,2020-12-31,0.481363
2244,002040,2016-12-31,0.6222
2245,002040,2017-12-31,0.750162
2246,002040,2018-12-31,0.7209059999999999
2247,002040,2019-12-31,0.688693
2248,002040,2020-12-31,0.6886
2249,002041,2016-12-31,0.688484
2250,002041,2017-12-31,0.66352
2251,002041,2018-12-31,0.631743
2252,002041,2019-12-31,0.6148290000000001
2253,002041,2020-12-31,0.62989
2254,002042,2016-12-31,0.692242
2255,002042,2017-12-31,0.71406
2256,002042,2018-12-31,0.647163
2257,002042,2019-12-31,0.6605070000000001
2258,002042,2020-12-31,0.680804
2259,002043,2016-12-31,0.552552
2260,002043,2017-12-31,0.508608
2261,002043,2018-12-31,0.402172
2262,002043,2019-12-31,0.455049
2263,002043,2020-12-31,0.558081
2264,002044,2016-12-31,0.586114
2265,002044,2017-12-31,0.672563
2266,002044,2018-12-31,0.638837
2267,002044,2019-12-31,0.623379
2268,002044,2020-12-31,0.6179760000000001
2269,002045,2016-12-31,0.47958500000000004
2270,002045,2017-12-31,0.428398
2271,002045,2018-12-31,0.33170299999999997
2272,002045,2019-12-31,0.36686100000000005
2273,002045,2020-12-31,0.32121099999999997
2274,002046,2016-12-31,0.498384
2275,002046,2017-12-31,0.578504
2276,002046,2018-12-31,0.627824
2277,002046,2019-12-31,0.625687
2278,002046,2020-12-31,0.6086
2279,002047,2016-12-31,0.332296
2280,002047,2017-12-31,0.299987
2281,002047,2018-12-31,0.278461
2282,002047,2019-12-31,0.22881100000000001
2283,002047,2020-12-31,0.394411
2284,002048,2016-12-31,0.40175600000000006
2285,002048,2017-12-31,0.424882
2286,002048,2018-12-31,0.374741
2287,002048,2019-12-31,0.386457
2288,002048,2020-12-31,0.310116
2289,002049,2016-12-31,0.530255
2290,002049,2017-12-31,0.470183
2291,002049,2018-12-31,0.444846
2292,002049,2019-12-31,0.454877
2293,002049,2020-12-31,0.6719740000000001
2294,002050,2016-12-31,0.714737
2295,002050,2017-12-31,0.75588
2296,002050,2018-12-31,0.753711
2297,002050,2019-12-31,0.77253
2298,002050,2020-12-31,0.7978830000000001
2299,002051,2016-12-31,0.7564919999999999
2300,002051,2017-12-31,0.7059099999999999
2301,002051,2018-12-31,0.690546
2302,002051,2019-12-31,0.67952
2303,002051,2020-12-31,0.680633
2304,002053,2016-12-31,0.708847
2305,002053,2017-12-31,0.6951600000000001
2306,002053,2018-12-31,0.735659
2307,002053,2019-12-31,0.807696
2308,002053,2020-12-31,0.805701
2309,002054,2016-12-31,0.219815
2310,002054,2017-12-31,0.225715
2311,002054,2018-12-31,0.190236
2312,002054,2019-12-31,0.188906
2313,002054,2020-12-31,0.20667300000000002
2314,002055,2016-12-31,0.357522
2315,002055,2017-12-31,0.32313800000000004
2316,002055,2018-12-31,0.301423
2317,002055,2019-12-31,0.29185099999999997
2318,002055,2020-12-31,0.235476
2319,002056,2016-12-31,0.604486
2320,002056,2017-12-31,0.635317
2321,002056,2018-12-31,0.598859
2322,002056,2019-12-31,0.616758
2323,002056,2020-12-31,0.668454
2324,002057,2016-12-31,0.380664
2325,002057,2017-12-31,0.477293
2326,002057,2018-12-31,0.48851100000000003
2327,002057,2019-12-31,0.441909
2328,002057,2020-12-31,0.435906
2329,002059,2016-12-31,0.657594
2330,002059,2017-12-31,0.6418259999999999
2331,002059,2018-12-31,0.658837
2332,002059,2019-12-31,0.635872
2333,002059,2020-12-31,0.628673
2334,002060,2016-12-31,0.396735
2335,002060,2017-12-31,0.36733600000000005
2336,002060,2018-12-31,0.37373199999999995
2337,002060,2019-12-31,0.381712
2338,002060,2020-12-31,0.37729500000000005
2339,002061,2016-12-31,0.459231
2340,002061,2017-12-31,0.8041450000000001
2341,002061,2018-12-31,0.841027
2342,002061,2019-12-31,0.7750539999999999
2343,002061,2020-12-31,0.7367400000000001
2344,002062,2016-12-31,0.482916
2345,002062,2017-12-31,0.44946800000000003
2346,002062,2018-12-31,0.46078600000000003
2347,002062,2019-12-31,0.437302
2348,002062,2020-12-31,0.396354
2349,002063,2016-12-31,0.211734
2350,002063,2017-12-31,0.203247
2351,002063,2018-12-31,0.21141100000000002
2352,002063,2019-12-31,0.243949
2353,002063,2020-12-31,0.227144
2354,002064,2016-12-31,0.43538899999999997
2355,002064,2017-12-31,0.393384
2356,002064,2018-12-31,0.410507
2357,002064,2019-12-31,0.560723
2358,002064,2020-12-31,0.614591
2359,002065,2016-12-31,0.422915
2360,002065,2017-12-31,0.393673
2361,002065,2018-12-31,0.410441
2362,002065,2019-12-31,0.461511
2363,002065,2020-12-31,0.346426
2364,002066,2016-12-31,0.467748
2365,002066,2017-12-31,0.446828
2366,002066,2018-12-31,0.437073
2367,002066,2019-12-31,0.43220100000000006
2368,002066,2020-12-31,0.455842
2369,002067,2016-12-31,0.034424
2370,002067,2017-12-31,0.015686
2371,002067,2018-12-31,0.006052999999999999
2372,002067,2019-12-31,0.006422
2373,002067,2020-12-31,0.001124
2374,002068,2016-12-31,0.563447
2375,002068,2017-12-31,0.551459
2376,002068,2018-12-31,0.566799
2377,002068,2019-12-31,0.567323
2378,002068,2020-12-31,0.5556880000000001
2379,002069,2016-12-31,0.550535
2380,002069,2017-12-31,0.5519
2381,002069,2018-12-31,0.5507
2382,002069,2019-12-31,0.5507
2383,002069,2020-12-31,0.5345000000000001
2384,002070,2016-12-31,0.007999000000000001
2385,002070,2017-12-31,6.5e-05
2386,002070,2018-12-31,2.0000000000000003e-06
2387,002071,2016-12-31,0.5074609999999999
2388,002071,2017-12-31,0.474275
2389,002071,2018-12-31,0.466059
2390,002071,2019-12-31,0.442835
2391,002071,2020-12-31,0.3386
2392,002073,2016-12-31,0.308314
2393,002073,2017-12-31,0.23550100000000002
2394,002073,2018-12-31,0.166998
2395,002073,2019-12-31,0.15232300000000001
2396,002073,2020-12-31,0.21882000000000001
2397,002074,2016-12-31,0.400258
2398,002074,2017-12-31,0.37283900000000003
2399,002074,2018-12-31,0.33049999999999996
2400,002074,2019-12-31,0.360072
2401,002074,2020-12-31,0.32012300000000005
2402,002075,2016-12-31,0.207578
2403,002075,2017-12-31,0.207444
2404,002075,2018-12-31,0.22295500000000001
2405,002075,2019-12-31,0.307558
2406,002075,2020-12-31,0.317374
2407,002077,2016-12-31,0.7060890000000001
2408,002077,2017-12-31,0.6192300000000001
2409,002077,2018-12-31,0.538017
2410,002077,2019-12-31,0.5277900000000001
2411,002077,2020-12-31,0.5068
2412,002078,2016-12-31,0.702343
2413,002078,2017-12-31,0.6763979999999999
2414,002078,2018-12-31,0.6506059999999999
2415,002078,2019-12-31,0.7129089999999999
2416,002078,2020-12-31,0.731376
2417,002079,2016-12-31,0.41685000000000005
2418,002079,2017-12-31,0.40405900000000006
2419,002079,2018-12-31,0.40576700000000004
2420,002079,2019-12-31,0.39421999999999996
2421,002079,2020-12-31,0.384559
2422,002080,2016-12-31,0.840526
2423,002080,2017-12-31,0.852809
2424,002080,2018-12-31,0.813188
2425,002080,2019-12-31,0.785544
2426,002080,2020-12-31,0.781794
2427,002081,2016-12-31,0.6100220000000001
2428,002081,2017-12-31,0.611506
2429,002081,2018-12-31,0.612645
2430,002081,2019-12-31,0.615152
2431,002081,2020-12-31,0.636429
2432,002082,2016-12-31,0.20011700000000002
2433,002082,2017-12-31,0.25999500000000003
2434,002082,2018-12-31,0.27010100000000004
2435,002082,2019-12-31,0.248387
2436,002082,2020-12-31,0.517191
2437,002083,2016-12-31,0.371087
2438,002083,2017-12-31,0.359764
2439,002083,2018-12-31,0.366734
2440,002083,2019-12-31,0.37127200000000005
2441,002083,2020-12-31,0.33628
2442,002084,2016-12-31,0.5621520000000001
2443,002084,2017-12-31,0.584547
2444,002084,2018-12-31,0.570593
2445,002084,2019-12-31,0.571632
2446,002084,2020-12-31,0.58902
2447,002085,2016-12-31,0.7195699999999999
2448,002085,2017-12-31,0.7236870000000001
2449,002085,2018-12-31,0.71097
2450,002085,2019-12-31,0.71202
2451,002085,2020-12-31,0.580752
2452,002087,2016-12-31,0.491199
2453,002087,2017-12-31,0.386589
2454,002087,2018-12-31,0.348192
2455,002087,2019-12-31,0.30839700000000003
2456,002087,2020-12-31,0.30368500000000004
2457,002088,2016-12-31,0.389662
2458,002088,2017-12-31,0.405932
2459,002088,2018-12-31,0.41146
2460,002088,2019-12-31,0.40908900000000004
2461,002088,2020-12-31,0.380278
2462,002090,2016-12-31,0.56466
2463,002090,2017-12-31,0.517896
2464,002090,2018-12-31,0.541087
2465,002090,2019-12-31,0.43861100000000003
2466,002090,2020-12-31,0.40596699999999997
2467,002091,2016-12-31,0.424972
2468,002091,2017-12-31,0.580375
2469,002091,2018-12-31,0.575672
2470,002091,2019-12-31,0.57698
2471,002091,2020-12-31,0.573534
2472,002092,2016-12-31,0.565576
2473,002092,2017-12-31,0.540578
2474,002092,2018-12-31,0.484753
2475,002092,2019-12-31,0.473926
2476,002092,2020-12-31,0.50587
2477,002093,2016-12-31,0.031353
2478,002093,2017-12-31,0.140652
2479,002093,2018-12-31,0.13195
2480,002093,2019-12-31,0.118116
2481,002093,2020-12-31,0.09818400000000001
2482,002094,2016-12-31,0.573493
2483,002094,2017-12-31,0.476734
2484,002094,2018-12-31,0.492941
2485,002094,2019-12-31,0.43302300000000005
2486,002094,2020-12-31,0.40140000000000003
2487,002095,2016-12-31,0.595258
2488,002095,2017-12-31,0.6333460000000001
2489,002095,2018-12-31,0.583816
2490,002095,2019-12-31,0.553033
2491,002095,2020-12-31,0.50867
2492,002096,2016-12-31,0.734374
2493,002096,2017-12-31,0.7094010000000001
2494,002096,2018-12-31,0.6936100000000001
2495,002096,2019-12-31,0.6892140000000001
2496,002096,2020-12-31,0.6713020000000001
2497,002097,2016-12-31,0.090439
2498,002097,2017-12-31,0.271954
2499,002097,2018-12-31,0.243934
2500,002097,2019-12-31,0.26972999999999997
2501,002097,2020-12-31,0.294881
2502,002098,2016-12-31,0.590391
2503,002098,2017-12-31,0.5698960000000001
2504,002098,2018-12-31,0.547656
2505,002098,2019-12-31,0.5572590000000001
2506,002098,2020-12-31,0.5798
2507,002099,2016-12-31,0.46997
2508,002099,2017-12-31,0.446043
2509,002099,2018-12-31,0.43566699999999997
2510,002099,2019-12-31,0.427821
2511,002099,2020-12-31,0.41561000000000003
2512,002100,2016-12-31,0.621239
2513,002100,2017-12-31,0.602724
2514,002100,2018-12-31,0.61246
2515,002100,2019-12-31,0.552867
2516,002100,2020-12-31,0.48724100000000004
2517,002101,2016-12-31,0.593948
2518,002101,2017-12-31,0.661569
2519,002101,2018-12-31,0.6280060000000001
2520,002101,2019-12-31,0.627806
2521,002101,2020-12-31,0.5860540000000001
2522,002103,2016-12-31,0.35415599999999997
2523,002103,2017-12-31,0.30889900000000003
2524,002103,2018-12-31,0.200055
2525,002103,2019-12-31,0.145372
2526,002103,2020-12-31,0.133044
2527,002104,2016-12-31,0.049009000000000004
2528,002104,2017-12-31,0.036172
2529,002104,2018-12-31,0.041361
2530,002104,2019-12-31,0.033075
2531,002104,2020-12-31,0.021547999999999998
2532,002105,2016-12-31,0.5930270000000001
2533,002105,2017-12-31,0.506273
2534,002105,2018-12-31,0.519338
2535,002105,2019-12-31,0.511298
2536,002105,2020-12-31,0.629531
2537,002106,2016-12-31,0.377594
2538,002106,2017-12-31,0.30931200000000003
2539,002106,2018-12-31,0.31171600000000005
2540,002106,2019-12-31,0.31768
2541,002106,2020-12-31,0.324281
2542,002107,2016-12-31,0.543286
2543,002107,2017-12-31,0.503039
2544,002107,2018-12-31,0.502802
2545,002107,2019-12-31,0.503285
2546,002107,2020-12-31,0.503339
2547,002108,2016-12-31,0.475588
2548,002108,2017-12-31,0.43169199999999996
2549,002108,2018-12-31,0.399836
2550,002108,2019-12-31,0.369549
2551,002108,2020-12-31,0.371172
2552,002109,2016-12-31,0.7056
2553,002109,2017-12-31,0.7025140000000001
2554,002109,2018-12-31,0.702884
2555,002109,2019-12-31,0.702304
2556,002109,2020-12-31,0.7023
2557,002110,2016-12-31,0.8503040000000001
2558,002110,2017-12-31,0.759719
2559,002110,2018-12-31,0.7382590000000001
2560,002110,2019-12-31,0.710016
2561,002110,2020-12-31,0.6952670000000001
2562,002111,2016-12-31,0.462776
2563,002111,2017-12-31,0.43066000000000004
2564,002111,2018-12-31,0.383093
2565,002111,2019-12-31,0.352262
2566,002111,2020-12-31,0.362165
2567,002112,2016-12-31,0.29688600000000004
2568,002112,2017-12-31,0.3836
2569,002112,2018-12-31,0.261895
2570,002112,2019-12-31,0.282841
2571,002112,2020-12-31,0.312817
2572,002114,2016-12-31,0.567532
2573,002114,2017-12-31,0.622136
2574,002114,2018-12-31,0.573706
2575,002114,2019-12-31,0.582674
2576,002114,2020-12-31,0.309767
2577,002115,2016-12-31,0.112851
2578,002115,2017-12-31,0.09492900000000001
2579,002115,2018-12-31,0.123256
2580,002115,2019-12-31,0.097598
2581,002115,2020-12-31,0.08210800000000001
2582,002116,2016-12-31,0.693772
2583,002116,2017-12-31,0.681569
2584,002116,2018-12-31,0.6583540000000001
2585,002116,2019-12-31,0.644494
2586,002116,2020-12-31,0.6437609999999999
2587,002117,2016-12-31,0.6194270000000001
2588,002117,2017-12-31,0.480939
2589,002117,2018-12-31,0.474668
2590,002117,2019-12-31,0.408159
2591,002117,2020-12-31,0.37810299999999997
2592,002118,2016-12-31,0.535892
2593,002118,2017-12-31,0.572626
2594,002118,2018-12-31,0.528914
2595,002118,2019-12-31,0.454897
2596,002118,2020-12-31,0.39040100000000005
2597,002119,2016-12-31,0.45765
2598,002119,2017-12-31,0.42528
2599,002119,2018-12-31,0.41608199999999995
2600,002119,2019-12-31,0.350101
2601,002119,2020-12-31,0.346564
2602,002120,2016-12-31,0.836155
2603,002120,2017-12-31,0.8346330000000001
2604,002120,2018-12-31,0.796729
2605,002120,2019-12-31,0.763076
2606,002120,2020-12-31,0.686869
2607,002121,2016-12-31,0.032799999999999996
2608,002121,2017-12-31,0.035339
2609,002121,2018-12-31,0.17695900000000003
2610,002121,2019-12-31,0.24866700000000003
2611,002121,2020-12-31,0.246221
2612,002123,2016-12-31,0.294992
2613,002123,2017-12-31,0.243254
2614,002123,2018-12-31,0.217499
2615,002123,2019-12-31,0.249813
2616,002123,2020-12-31,0.16021100000000002
2617,002124,2016-12-31,0.010781
2618,002124,2017-12-31,0.153484
2619,002124,2018-12-31,0.18773499999999999
2620,002124,2019-12-31,0.098993
2621,002124,2020-12-31,0.185158
2622,002125,2016-12-31,0.615549
2623,002125,2017-12-31,0.61501
2624,002125,2018-12-31,0.616183
2625,002125,2019-12-31,0.52083
2626,002125,2020-12-31,0.46760199999999996
2627,002126,2016-12-31,0.38248600000000005
2628,002126,2017-12-31,0.38526600000000005
2629,002126,2018-12-31,0.361727
2630,002126,2019-12-31,0.38681
2631,002126,2020-12-31,0.460648
2632,002127,2016-12-31,0.32238300000000003
2633,002127,2017-12-31,0.358748
2634,002127,2018-12-31,0.350454
2635,002127,2019-12-31,0.372365
2636,002127,2020-12-31,0.34665100000000004
2637,002128,2016-12-31,0.7165
2638,002128,2017-12-31,0.71745
2639,002128,2018-12-31,0.684462
2640,002128,2019-12-31,0.75075
2641,002128,2020-12-31,0.724465
2642,002129,2016-12-31,0.519984
2643,002129,2017-12-31,0.45677100000000004
2644,002129,2018-12-31,0.528385
2645,002129,2019-12-31,0.47971800000000003
2646,002129,2020-12-31,0.497957
2647,002130,2016-12-31,0.09562
2648,002130,2017-12-31,0.13256600000000002
2649,002130,2018-12-31,0.096244
2650,002130,2019-12-31,0.066996
2651,002130,2020-12-31,0.07125200000000001
2652,002131,2016-12-31,0.19004300000000002
2653,002131,2017-12-31,0.089636
2654,002131,2018-12-31,0.063363
2655,002131,2019-12-31,0.12623
2656,002131,2020-12-31,0.084673
2657,002132,2016-12-31,0.165001
2658,002132,2017-12-31,0.15969
2659,002132,2018-12-31,0.090404
2660,002132,2019-12-31,0.067377
2661,002132,2020-12-31,0.082205
2662,002133,2016-12-31,0.230773
2663,002133,2017-12-31,0.226294
2664,002133,2018-12-31,0.237625
2665,002133,2019-12-31,0.233293
2666,002133,2020-12-31,0.23502800000000001
2667,002134,2016-12-31,0.48296900000000004
2668,002134,2017-12-31,0.48080100000000003
2669,002134,2018-12-31,0.485881
2670,002134,2019-12-31,0.47736400000000007
2671,002134,2020-12-31,0.423074
2672,002135,2016-12-31,0.467774
2673,002135,2017-12-31,0.5237160000000001
2674,002135,2018-12-31,0.540939
2675,002135,2019-12-31,0.560987
2676,002135,2020-12-31,0.44504
2677,002136,2016-12-31,0.489578
2678,002136,2017-12-31,0.41802999999999996
2679,002136,2018-12-31,0.39736600000000005
2680,002136,2019-12-31,0.38121299999999997
2681,002136,2020-12-31,0.383302
2682,002137,2016-12-31,0.085786
2683,002137,2017-12-31,0.079432
2684,002137,2018-12-31,0.07620700000000001
2685,002137,2019-12-31,0.049588
2686,002137,2020-12-31,0.000202
2687,002138,2016-12-31,0.43314300000000006
2688,002138,2017-12-31,0.32654299999999997
2689,002138,2018-12-31,0.24804099999999998
2690,002138,2019-12-31,0.341501
2691,002138,2020-12-31,0.31432
2692,002139,2016-12-31,0.149313
2693,002139,2017-12-31,0.119053
2694,002139,2018-12-31,0.077382
2695,002139,2019-12-31,0.065835
2696,002139,2020-12-31,0.156387
2697,002140,2016-12-31,0.7079880000000001
2698,002140,2017-12-31,0.6524760000000001
2699,002140,2018-12-31,0.65146
2700,002140,2019-12-31,0.649519
2701,002140,2020-12-31,0.631787
2702,002141,2016-12-31,0.59719
2703,002141,2017-12-31,0.6390250000000001
2704,002141,2018-12-31,0.592232
2705,002141,2019-12-31,0.583303
2706,002141,2020-12-31,0.5833010000000001
2707,002143,2016-12-31,0.15920700000000002
2708,002143,2017-12-31,0.259711
2709,002143,2018-12-31,0.301761
2710,002144,2016-12-31,0.019308000000000002
2711,002144,2017-12-31,0.027460000000000002
2712,002144,2018-12-31,0.028058
2713,002144,2019-12-31,0.027421
2714,002144,2020-12-31,5.999999999999999e-06
2715,002145,2016-12-31,0.025901999999999998
2716,002145,2017-12-31,0.099741
2717,002145,2018-12-31,0.085805
2718,002145,2019-12-31,0.078713
2719,002145,2020-12-31,0.103727
2720,002146,2016-12-31,0.641807
2721,002146,2017-12-31,0.613658
2722,002146,2018-12-31,0.6439870000000001
2723,002146,2019-12-31,0.605847
2724,002146,2020-12-31,0.554995
2725,002148,2016-12-31,0.031696
2726,002148,2017-12-31,0.008032000000000001
2727,002148,2018-12-31,0.004736000000000001
2728,002148,2019-12-31,0.004772
2729,002148,2020-12-31,0.026824
2730,002149,2016-12-31,0.618156
2731,002149,2017-12-31,0.49981900000000007
2732,002149,2018-12-31,0.49383499999999997
2733,002149,2019-12-31,0.437726
2734,002149,2020-12-31,0.471232
2735,002150,2016-12-31,0.7035020000000001
2736,002150,2017-12-31,0.6484099999999999
2737,002150,2018-12-31,0.624981
2738,002150,2019-12-31,0.606612
2739,002150,2020-12-31,0.604045
2740,002151,2016-12-31,0.186361
2741,002151,2017-12-31,0.16743200000000003
2742,002151,2018-12-31,0.147354
2743,002151,2019-12-31,0.14053800000000002
2744,002151,2020-12-31,0.147645
2745,002152,2016-12-31,0.696126
2746,002152,2017-12-31,0.643267
2747,002152,2018-12-31,0.647183
2748,002152,2019-12-31,0.6236290000000001
2749,002152,2020-12-31,0.60427
2750,002153,2016-12-31,0.260235
2751,002153,2017-12-31,0.252902
2752,002153,2018-12-31,0.26551600000000003
2753,002153,2019-12-31,0.29053100000000004
2754,002153,2020-12-31,0.288548
2755,002154,2016-12-31,0.038099
2756,002154,2017-12-31,0.010319
2757,002154,2018-12-31,0.055559000000000004
2758,002154,2019-12-31,0.011046
2759,002154,2020-12-31,0.065654
2760,002155,2016-12-31,0.574004
2761,002155,2017-12-31,0.49898200000000004
2762,002155,2018-12-31,0.5189929999999999
2763,002155,2019-12-31,0.49881300000000006
2764,002155,2020-12-31,0.513092
2765,002156,2016-12-31,0.623351
2766,002156,2017-12-31,0.576169
2767,002156,2018-12-31,0.636424
2768,002156,2019-12-31,0.697373
2769,002156,2020-12-31,0.563272
2770,002157,2016-12-31,0.56753
2771,002157,2017-12-31,0.5477470000000001
2772,002157,2018-12-31,0.56972
2773,002157,2019-12-31,0.491196
2774,002157,2020-12-31,0.467318
2775,002158,2016-12-31,0.7242019999999999
2776,002158,2017-12-31,0.623246
2777,002158,2018-12-31,0.622311
2778,002158,2019-12-31,0.632011
2779,002158,2020-12-31,0.655445
2780,002159,2016-12-31,0.5436880000000001
2781,002159,2017-12-31,0.42716299999999996
2782,002159,2018-12-31,0.484828
2783,002159,2019-12-31,0.45012700000000005
2784,002159,2020-12-31,0.427138
2785,002160,2016-12-31,0.570487
2786,002160,2017-12-31,0.52295
2787,002160,2018-12-31,0.47429000000000004
2788,002160,2019-12-31,0.422312
2789,002160,2020-12-31,0.285506
2790,002161,2016-12-31,0.045931
2791,002161,2017-12-31,0.009383
2792,002161,2018-12-31,0.009588
2793,002161,2019-12-31,0.013999999999999999
2794,002161,2020-12-31,0.048154
2795,002162,2016-12-31,0.5742130000000001
2796,002162,2017-12-31,0.574394
2797,002162,2018-12-31,0.582215
2798,002162,2019-12-31,0.5675030000000001
2799,002162,2020-12-31,0.5693
2800,002163,2016-12-31,0.310876
2801,002163,2017-12-31,0.346662
2802,002163,2018-12-31,0.31891200000000003
2803,002163,2019-12-31,0.305269
2804,002163,2020-12-31,0.351566
2805,002164,2016-12-31,0.352898
2806,002164,2017-12-31,0.473198
2807,002164,2018-12-31,0.46010599999999996
2808,002164,2019-12-31,0.454519
2809,002164,2020-12-31,0.316466
2810,002165,2016-12-31,0.42775599999999997
2811,002165,2017-12-31,0.411659
2812,002165,2018-12-31,0.399461
2813,002165,2019-12-31,0.411986
2814,002165,2020-12-31,0.35940600000000006
2815,002166,2016-12-31,0.077538
2816,002166,2017-12-31,0.08553000000000001
2817,002166,2018-12-31,0.084713
2818,002166,2019-12-31,0.035368000000000004
2819,002166,2020-12-31,0.034985
2820,002167,2016-12-31,0.250931
2821,002167,2017-12-31,0.18436
2822,002167,2018-12-31,0.203798
2823,002167,2019-12-31,0.234946
2824,002167,2020-12-31,0.305207
2825,002168,2016-12-31,0.233036
2826,002168,2017-12-31,0.266501
2827,002168,2018-12-31,0.35979300000000003
2828,002168,2019-12-31,0.39453499999999997
2829,002168,2020-12-31,0.18296600000000002
2830,002169,2016-12-31,0.377423
2831,002169,2017-12-31,0.36117400000000005
2832,002169,2018-12-31,0.31143000000000004
2833,002169,2019-12-31,0.24181000000000002
2834,002169,2020-12-31,0.241301
2835,002170,2016-12-31,0.203044
2836,002170,2017-12-31,0.208619
2837,002170,2018-12-31,0.14802300000000002
2838,002170,2019-12-31,0.089907
2839,002170,2020-12-31,0.004207000000000001
2840,002171,2016-12-31,0.641797
2841,002171,2017-12-31,0.5960540000000001
2842,002171,2018-12-31,0.55051
2843,002171,2019-12-31,0.488409
2844,002171,2020-12-31,0.472448
2845,002172,2016-12-31,0.5543750000000001
2846,002172,2017-12-31,0.504256
2847,002172,2018-12-31,0.49487000000000003
2848,002172,2019-12-31,0.41977600000000004
2849,002172,2020-12-31,0.33742600000000006
2850,002173,2016-12-31,0.340256
2851,002173,2017-12-31,0.35192100000000004
2852,002173,2018-12-31,0.283596
2853,002173,2019-12-31,0.28299399999999997
2854,002173,2020-12-31,0.32256300000000004
2855,002174,2016-12-31,0.21371099999999998
2856,002174,2017-12-31,0.16877300000000003
2857,002174,2018-12-31,0.255681
2858,002174,2019-12-31,0.251213
2859,002174,2020-12-31,0.103356
2860,002176,2016-12-31,0.29159
2861,002176,2017-12-31,0.287682
2862,002176,2018-12-31,0.345648
2863,002176,2019-12-31,0.320073
2864,002176,2020-12-31,0.3069
2865,002177,2016-12-31,0.011752
2866,002177,2017-12-31,0.004388
2867,002177,2018-12-31,0.0034089999999999997
2868,002177,2019-12-31,0.002974
2869,002177,2020-12-31,0.0007720000000000001
2870,002178,2016-12-31,0.185797
2871,002178,2017-12-31,0.18346
2872,002178,2018-12-31,0.27348
2873,002178,2019-12-31,0.273805
2874,002178,2020-12-31,0.26935
2875,002179,2016-12-31,0.6968340000000001
2876,002179,2017-12-31,0.73784
2877,002179,2018-12-31,0.775106
2878,002179,2019-12-31,0.7254130000000001
2879,002179,2020-12-31,0.772298
2880,002180,2016-12-31,0.7787810000000001
2881,002180,2017-12-31,0.7840260000000001
2882,002180,2018-12-31,0.740511
2883,002180,2019-12-31,0.6704680000000001
2884,002180,2020-12-31,0.610773
2885,002181,2016-12-31,0.683043
2886,002181,2017-12-31,0.6953579999999999
2887,002181,2018-12-31,0.6916979999999999
2888,002181,2019-12-31,0.680149
2889,002181,2020-12-31,0.6782779999999999
2890,002182,2016-12-31,0.162381
2891,002182,2017-12-31,0.076336
2892,002182,2018-12-31,0.08240399999999999
2893,002182,2019-12-31,0.173585
2894,002182,2020-12-31,0.34143500000000004
2895,002183,2016-12-31,0.391978
2896,002183,2017-12-31,0.41454799999999997
2897,002183,2018-12-31,0.422171
2898,002183,2019-12-31,0.38785
2899,002183,2020-12-31,0.379766
2900,002184,2016-12-31,0.07929
2901,002184,2017-12-31,0.059035000000000004
2902,002184,2018-12-31,0.057266000000000004
2903,002184,2019-12-31,0.065856
2904,002184,2020-12-31,0.043139000000000004
2905,002185,2016-12-31,0.452022
2906,002185,2017-12-31,0.412562
2907,002185,2018-12-31,0.357372
2908,002185,2019-12-31,0.39610500000000004
2909,002185,2020-12-31,0.349795
2910,002186,2016-12-31,0.573847
2911,002186,2017-12-31,0.570482
2912,002186,2018-12-31,0.5651780000000001
