,Stkcd,Time,ROA_TTM
1802,000928,2017-12-31,0.031374
1803,000928,2018-12-31,0.029282
1804,000928,2019-12-31,0.031732
1805,000928,2020-12-31,0.032263
1806,000929,2016-12-31,-0.01645
1807,000929,2017-12-31,0.008462
1808,000929,2018-12-31,-0.046226
1809,000929,2019-12-31,0.001857
1810,000929,2020-12-31,-0.038726
1811,000930,2016-12-31,0.024044
1812,000930,2017-12-31,0.043836
1813,000930,2018-12-31,0.039428
1814,000930,2019-12-31,0.029851
1815,000930,2020-12-31,0.033378
1816,000931,2016-12-31,0.015255
1817,000931,2017-12-31,0.012821
1818,000931,2018-12-31,0.033687
1819,000931,2019-12-31,0.035485
1820,000931,2020-12-31,0.015742
1821,000932,2016-12-31,-0.021065
1822,000932,2017-12-31,0.072613
1823,000932,2018-12-31,0.11459
1824,000932,2019-12-31,0.084111
1825,000932,2020-12-31,0.080202
1826,000933,2016-12-31,-0.020053
1827,000933,2017-12-31,0.0058
1828,000933,2018-12-31,-0.001191
1829,000933,2019-12-31,0.011069
1830,000933,2020-12-31,0.004578
1831,000935,2016-12-31,0.01994
1832,000935,2017-12-31,0.042885
1833,000935,2018-12-31,0.136939
1834,000935,2019-12-31,0.160969
1835,000935,2020-12-31,0.171323
1836,000936,2016-12-31,0.096899
1837,000936,2017-12-31,0.020668
1838,000936,2018-12-31,0.029236
1839,000936,2019-12-31,0.049059
1840,000936,2020-12-31,-0.026363
1841,000937,2016-12-31,0.003795
1842,000937,2017-12-31,0.024404
1843,000937,2018-12-31,0.022921
1844,000937,2019-12-31,0.026378
1845,000937,2020-12-31,0.024145
1846,000938,2016-12-31,0.055017
1847,000938,2017-12-31,0.066036
1848,000938,2018-12-31,0.064371
1849,000938,2019-12-31,0.059529
1850,000938,2020-12-31,0.057116
1851,000939,2016-12-31,0.001631
1852,000939,2017-12-31,-0.058342
1853,000939,2018-12-31,-0.148524
1854,000939,2019-12-31,-0.123913
1855,000948,2016-12-31,0.008564
1856,000948,2017-12-31,0.008096
1857,000948,2018-12-31,0.033643
1858,000948,2019-12-31,0.023405
1859,000948,2020-12-31,0.030148
1860,000949,2016-12-31,0.021518
1861,000949,2017-12-31,0.005031
1862,000949,2018-12-31,0.015803
1863,000949,2019-12-31,0.016216
1864,000949,2020-12-31,0.009882
1865,000950,2016-12-31,-0.11541
1866,000950,2017-12-31,0.111572
1867,000950,2018-12-31,0.042521
1868,000950,2019-12-31,0.041423
1869,000950,2020-12-31,0.03379
1870,000951,2016-12-31,0.028873
1871,000951,2017-12-31,0.049488
1872,000951,2018-12-31,0.049433
1873,000951,2019-12-31,0.0691
1874,000951,2020-12-31,0.079252
1875,000952,2016-12-31,0.089299
1876,000952,2017-12-31,0.064752
1877,000952,2018-12-31,0.103989
1878,000952,2019-12-31,0.048086
1879,000952,2020-12-31,0.037534
1880,000953,2016-12-31,-0.129175
1881,000953,2017-12-31,0.036758
1882,000953,2018-12-31,-0.454407
1883,000953,2019-12-31,-0.166469
1884,000953,2020-12-31,0.094153
1885,000955,2016-12-31,0.02444
1886,000955,2017-12-31,0.035361
1887,000955,2018-12-31,-0.091879
1888,000955,2019-12-31,0.001551
1889,000955,2020-12-31,0.227098
1890,000957,2016-12-31,0.077341
1891,000957,2017-12-31,0.018643
1892,000957,2018-12-31,0.002964
1893,000957,2019-12-31,0.00272
1894,000957,2020-12-31,0.002086
1895,000959,2016-12-31,0.004869
1896,000959,2017-12-31,0.023778
1897,000959,2018-12-31,0.024744
1898,000959,2019-12-31,0.012689
1899,000959,2020-12-31,0.016877
1900,000960,2016-12-31,0.008674
1901,000960,2017-12-31,0.030355
1902,000960,2018-12-31,0.034659
1903,000960,2019-12-31,0.031967
1904,000960,2020-12-31,0.023657
1905,000961,2016-12-31,0.003366
1906,000961,2017-12-31,0.003681
1907,000961,2018-12-31,0.011262
1908,000961,2019-12-31,0.017567
1909,000961,2020-12-31,0.024019
1910,000962,2016-12-31,0.009768
1911,000962,2017-12-31,-0.156237
1912,000962,2018-12-31,0.015705
1913,000962,2019-12-31,0.024288
1914,000962,2020-12-31,0.03113
1915,000963,2016-12-31,0.118685
1916,000963,2017-12-31,0.124047
1917,000963,2018-12-31,0.136072
1918,000963,2019-12-31,0.14382
1919,000963,2020-12-31,0.127437
1920,000965,2016-12-31,0.038723
1921,000965,2017-12-31,0.043949
1922,000965,2018-12-31,0.009713
1923,000965,2019-12-31,0.020205
1924,000965,2020-12-31,0.010001
1925,000966,2016-12-31,0.042306
1926,000966,2017-12-31,-0.013131
1927,000966,2018-12-31,0.023039
1928,000966,2019-12-31,0.061892
1929,000966,2020-12-31,0.03659
1930,000967,2016-12-31,0.042491
1931,000967,2017-12-31,0.023382
1932,000967,2018-12-31,0.055856
1933,000967,2019-12-31,0.056435
1934,000967,2020-12-31,0.052026
1935,000968,2016-12-31,0.040527
1936,000968,2017-12-31,0.070013
1937,000968,2018-12-31,0.087067
1938,000968,2019-12-31,0.064002
1939,000968,2020-12-31,0.010214
1940,000969,2016-12-31,0.010823
1941,000969,2017-12-31,0.004798
1942,000969,2018-12-31,-0.03355
1943,000969,2019-12-31,0.021208
1944,000969,2020-12-31,0.016751
1945,000970,2016-12-31,0.069287
1946,000970,2017-12-31,0.056957
1947,000970,2018-12-31,0.047974
1948,000970,2019-12-31,0.038425
1949,000970,2020-12-31,0.023113
1950,000973,2016-12-31,0.032134
1951,000973,2017-12-31,0.022587
1952,000973,2018-12-31,0.021175
1953,000973,2019-12-31,0.013796
1954,000973,2020-12-31,0.024887
1955,000975,2016-12-31,0.060162
1956,000975,2017-12-31,0.084093
1957,000975,2018-12-31,0.095741
1958,000975,2019-12-31,0.084669
1959,000975,2020-12-31,0.110204
1960,000976,2016-12-31,0.010869
1961,000976,2017-12-31,0.10437
1962,000976,2018-12-31,0.026557
1963,000976,2019-12-31,0.053515
1964,000976,2020-12-31,0.077595
1965,000977,2016-12-31,0.033558
1966,000977,2017-12-31,0.031484
1967,000977,2018-12-31,0.02996
1968,000977,2019-12-31,0.034736
1969,000977,2020-12-31,0.044557
1970,000978,2016-12-31,-0.016945
1971,000978,2017-12-31,0.014304
1972,000978,2018-12-31,0.023846
1973,000978,2019-12-31,0.00857
1974,000978,2020-12-31,-0.107047
1975,000979,2016-12-31,0.005488
1976,000979,2017-12-31,-0.06469
1977,000982,2016-12-31,-0.084336
1978,000982,2017-12-31,0.003955
1979,000982,2018-12-31,-0.291293
1980,000982,2019-12-31,-0.566763
1981,000982,2020-12-31,0.026375
1982,000983,2016-12-31,0.008499
1983,000983,2017-12-31,0.032892
1984,000983,2018-12-31,0.034969
1985,000983,2019-12-31,0.031045
1986,000983,2020-12-31,0.032447
1987,000985,2016-12-31,0.052496
1988,000985,2017-12-31,0.070643
1989,000985,2018-12-31,-0.004135
1990,000985,2019-12-31,0.062401
1991,000985,2020-12-31,0.016897
1992,000988,2016-12-31,0.044899
1993,000988,2017-12-31,0.045272
1994,000988,2018-12-31,0.031167
1995,000988,2019-12-31,0.053907
1996,000988,2020-12-31,0.052246
1997,000989,2016-12-31,0.14068
1998,000989,2017-12-31,0.133476
1999,000989,2018-12-31,0.05981
2000,000989,2019-12-31,0.036776
2001,000989,2020-12-31,0.054078
2002,000990,2016-12-31,0.01164
2003,000990,2017-12-31,0.038173
2004,000990,2018-12-31,0.037958
2005,000990,2019-12-31,0.01847
2006,000990,2020-12-31,0.014387
2007,000993,2016-12-31,0.005315
2008,000993,2017-12-31,0.005306
2009,000993,2018-12-31,-0.096006
2010,000993,2019-12-31,0.023966
2011,000993,2020-12-31,-0.020578
2012,000995,2016-12-31,-0.372242
2013,000995,2017-12-31,-0.372449
2014,000995,2018-12-31,-0.352872
2015,000995,2019-12-31,0.191179
2016,000995,2020-12-31,0.073486
2017,000996,2016-12-31,0.029297
2018,000996,2017-12-31,0.04575
2019,000996,2018-12-31,0.024768
2020,000996,2019-12-31,0.008585
2021,000996,2020-12-31,0.009053
2022,000997,2016-12-31,0.087833
2023,000997,2017-12-31,0.091432
2024,000997,2018-12-31,0.061707
2025,000997,2019-12-31,0.062029
2026,000997,2020-12-31,0.041796
2027,000998,2016-12-31,0.077394
2028,000998,2017-12-31,0.085322
2029,000998,2018-12-31,0.063736
2030,000998,2019-12-31,-0.011737
2031,000998,2020-12-31,0.015894
2032,000999,2016-12-31,0.094463
2033,000999,2017-12-31,0.089183
2034,000999,2018-12-31,0.086186
2035,000999,2019-12-31,0.112189
2036,000999,2020-12-31,0.076817
2037,001201,2018-12-31,
2038,001201,2019-12-31,0.355314
2039,001201,2020-12-31,0.52474
2040,001202,2018-12-31,
2041,001202,2019-12-31,0.301886
2042,001202,2020-12-31,0.276205
2043,001203,2018-12-31,
2044,001203,2019-12-31,0.058935
2045,001203,2020-12-31,0.08026
2046,001205,2018-12-31,
2047,001205,2019-12-31,0.071772
2048,001205,2020-12-31,0.113355
2049,001206,2018-12-31,
2050,001206,2019-12-31,0.182271
2051,001206,2020-12-31,0.243475
2052,001207,2018-12-31,
2053,001207,2019-12-31,0.072402
2054,001207,2020-12-31,0.113164
2055,001208,2018-12-31,
2056,001208,2019-12-31,0.057838
2057,001208,2020-12-31,0.060244
2058,001209,2018-12-31,
2059,001209,2019-12-31,0.16716
2060,001209,2020-12-31,0.190711
2061,001210,2018-12-31,
2062,001210,2019-12-31,0.097402
2063,001210,2020-12-31,0.119731
2064,001211,2018-12-31,
2065,001211,2019-12-31,0.100924
2066,001211,2020-12-31,0.113929
2067,001212,2018-12-31,
2068,001212,2019-12-31,0.180724
2069,001212,2020-12-31,0.196694
2070,001213,2018-12-31,
2071,001213,2019-12-31,0.033649
2072,001213,2020-12-31,0.021023
2073,001215,2018-12-31,
2074,001215,2019-12-31,0.101273
2075,001215,2020-12-31,0.085374
2076,001216,2018-12-31,
2077,001216,2019-12-31,0.142827
2078,001216,2020-12-31,0.143333
2079,001217,2018-12-31,
2080,001217,2019-12-31,0.152423
2081,001217,2020-12-31,0.170116
2082,001218,2018-12-31,
2083,001218,2019-12-31,0.097557
2084,001218,2020-12-31,0.151178
2085,001219,2018-12-31,
2086,001219,2019-12-31,0.156437
2087,001219,2020-12-31,0.151748
2088,001234,2018-12-31,
2089,001234,2019-12-31,0.186926
2090,001234,2020-12-31,0.157754
2091,001266,2019-12-31,
2092,001266,2020-12-31,0.394358
2093,001267,2018-12-31,
2094,001267,2019-12-31,0.045748
2095,001267,2020-12-31,0.043017
2096,001288,2018-12-31,
2097,001288,2019-12-31,0.054982
2098,001288,2020-12-31,0.055932
2099,001296,2018-12-31,
2100,001296,2019-12-31,0.103409
2101,001296,2020-12-31,0.101915
2102,001313,2018-12-31,
2103,001313,2019-12-31,0.053355
2104,001313,2020-12-31,0.055198
2105,001317,2018-12-31,
2106,001317,2019-12-31,0.08156
2107,001317,2020-12-31,0.068627
2108,001696,2016-12-31,0.055626
2109,001696,2017-12-31,0.050887
2110,001696,2018-12-31,0.054704
2111,001696,2019-12-31,0.055646
2112,001696,2020-12-31,0.06986
2113,001872,2016-12-31,0.098986
2114,001872,2017-12-31,0.097816
2115,001872,2018-12-31,0.042442
2116,001872,2019-12-31,0.057369
2117,001872,2020-12-31,0.033978
2118,001896,2016-12-31,0.035146
2119,001896,2017-12-31,0.001481
2120,001896,2018-12-31,-0.041334
2121,001896,2019-12-31,0.003947
2122,001896,2020-12-31,0.016539
2123,001914,2016-12-31,0.006156
2124,001914,2017-12-31,-0.0017
2125,001914,2018-12-31,0.050942
2126,001914,2019-12-31,0.01814
2127,001914,2020-12-31,0.024936
2128,001965,2017-12-31,
2129,001965,2018-12-31,0.058572
2130,001965,2019-12-31,0.055603
2131,001965,2020-12-31,0.027874
2132,001979,2016-12-31,0.052799
2133,001979,2017-12-31,0.051459
2134,001979,2018-12-31,0.051494
2135,001979,2019-12-31,0.036232
2136,001979,2020-12-31,0.024967
2137,002001,2016-12-31,0.11596
2138,002001,2017-12-31,0.115824
2139,002001,2018-12-31,0.154467
2140,002001,2019-12-31,0.086309
2141,002001,2020-12-31,0.120448
2142,002002,2016-12-31,0.067572
2143,002002,2017-12-31,0.074839
2144,002002,2018-12-31,0.042974
2145,002002,2019-12-31,0.040719
2146,002002,2020-12-31,0.047258
2147,002003,2016-12-31,0.129878
2148,002003,2017-12-31,0.143264
2149,002003,2018-12-31,0.105354
2150,002003,2019-12-31,0.085232
2151,002003,2020-12-31,0.114911
2152,002004,2016-12-31,0.027843
2153,002004,2017-12-31,0.022269
2154,002004,2018-12-31,0.029576
2155,002004,2019-12-31,0.035042
2156,002004,2020-12-31,0.032627
2157,002006,2016-12-31,0.03614
2158,002006,2017-12-31,0.055353
2159,002006,2018-12-31,0.00361
2160,002006,2019-12-31,-0.06729
2161,002006,2020-12-31,0.021294
2162,002007,2016-12-31,0.177899
2163,002007,2017-12-31,0.16286
2164,002007,2018-12-31,0.20654
2165,002007,2019-12-31,0.195915
2166,002007,2020-12-31,0.209304
2167,002008,2016-12-31,0.084043
2168,002008,2017-12-31,0.139811
2169,002008,2018-12-31,0.104401
2170,002008,2019-12-31,0.033432
2171,002008,2020-12-31,0.050639
2172,002009,2016-12-31,0.021048
2173,002009,2017-12-31,0.018449
2174,002009,2018-12-31,0.024812
2175,002009,2019-12-31,0.009888
2176,002009,2020-12-31,0.014684
2177,002010,2016-12-31,0.048333
2178,002010,2017-12-31,0.026205
2179,002010,2018-12-31,0.033284
2180,002010,2019-12-31,0.054228
2181,002010,2020-12-31,0.048612
2182,002011,2016-12-31,0.007262
2183,002011,2017-12-31,0.006388
2184,002011,2018-12-31,-0.191101
2185,002011,2019-12-31,0.002419
2186,002011,2020-12-31,-0.120153
2187,002012,2016-12-31,0.010673
2188,002012,2017-12-31,0.02367
2189,002012,2018-12-31,0.02121
2190,002012,2019-12-31,0.037176
2191,002012,2020-12-31,0.082537
2192,002013,2016-12-31,0.030339
2193,002013,2017-12-31,0.027712
2194,002013,2018-12-31,0.037114
2195,002013,2019-12-31,0.038442
2196,002013,2020-12-31,0.039032
2197,002014,2016-12-31,0.0953
2198,002014,2017-12-31,0.090327
2199,002014,2018-12-31,0.093389
2200,002014,2019-12-31,0.107964
2201,002014,2020-12-31,0.112326
2202,002015,2016-12-31,-0.123675
2203,002015,2017-12-31,0.026794
2204,002015,2018-12-31,0.012108
2205,002015,2019-12-31,0.067658
2206,002015,2020-12-31,0.039533
2207,002016,2016-12-31,0.014335
2208,002016,2017-12-31,0.12728
2209,002016,2018-12-31,0.111003
2210,002016,2019-12-31,0.110003
2211,002016,2020-12-31,0.101282
2212,002017,2016-12-31,0.05561
2213,002017,2017-12-31,0.023839
2214,002017,2018-12-31,0.02428
2215,002017,2019-12-31,0.021162
2216,002017,2020-12-31,0.017579
2217,002018,2016-12-31,0.053713
2218,002018,2017-12-31,-0.454523
2219,002018,2018-12-31,-0.540018
2220,002019,2016-12-31,0.11854
2221,002019,2017-12-31,0.160706
2222,002019,2018-12-31,0.07482
2223,002019,2019-12-31,0.08379
2224,002019,2020-12-31,0.08205
2225,002020,2016-12-31,0.06522
2226,002020,2017-12-31,0.065171
2227,002020,2018-12-31,0.07508
2228,002020,2019-12-31,0.098324
2229,002020,2020-12-31,0.115722
2230,002022,2016-12-31,0.105046
2231,002022,2017-12-31,0.087886
2232,002022,2018-12-31,0.07937
2233,002022,2019-12-31,0.075852
2234,002022,2020-12-31,0.235944
2235,002023,2016-12-31,0.006485
2236,002023,2017-12-31,0.003039
2237,002023,2018-12-31,0.007079
2238,002023,2019-12-31,0.008079
2239,002023,2020-12-31,0.000986
2240,002024,2016-12-31,0.00438
2241,002024,2017-12-31,0.027506
2242,002024,2018-12-31,0.070877
2243,002024,2019-12-31,0.04272
2244,002024,2020-12-31,-0.023869
2245,002025,2016-12-31,0.084004
2246,002025,2017-12-31,0.085217
2247,002025,2018-12-31,0.088637
2248,002025,2019-12-31,0.088918
2249,002025,2020-12-31,0.084494
2250,002026,2016-12-31,0.043301
2251,002026,2017-12-31,0.043281
2252,002026,2018-12-31,0.05126
2253,002026,2019-12-31,-0.040563
2254,002026,2020-12-31,0.083559
2255,002027,2016-12-31,0.361163
2256,002027,2017-12-31,0.431547
2257,002027,2018-12-31,0.335042
2258,002027,2019-12-31,0.09839
2259,002027,2020-12-31,0.198392
2260,002028,2016-12-31,0.063519
2261,002028,2017-12-31,0.041856
2262,002028,2018-12-31,0.040919
2263,002028,2019-12-31,0.070117
2264,002028,2020-12-31,0.099781
2265,002029,2016-12-31,0.036247
2266,002029,2017-12-31,0.041599
2267,002029,2018-12-31,0.04245
2268,002029,2019-12-31,0.039658
2269,002029,2020-12-31,0.025411
2270,002030,2016-12-31,0.037851
2271,002030,2017-12-31,0.021892
2272,002030,2018-12-31,0.020833
2273,002030,2019-12-31,-0.013055
2274,002030,2020-12-31,0.477515
2275,002031,2016-12-31,0.009585
2276,002031,2017-12-31,0.021858
2277,002031,2018-12-31,0.019956
2278,002031,2019-12-31,0.017649
2279,002031,2020-12-31,-0.01305
2280,002032,2016-12-31,0.148712
2281,002032,2017-12-31,0.15363
2282,002032,2018-12-31,0.168523
2283,002032,2019-12-31,0.170423
2284,002032,2020-12-31,0.15266
2285,002033,2016-12-31,0.092475
2286,002033,2017-12-31,0.079322
2287,002033,2018-12-31,0.074183
2288,002033,2019-12-31,0.083526
2289,002033,2020-12-31,0.026637
2290,002034,2016-12-31,0.024338
2291,002034,2017-12-31,0.089794
2292,002034,2018-12-31,0.05601
2293,002034,2019-12-31,0.054518
2294,002034,2020-12-31,0.049434
2295,002035,2016-12-31,0.107227
2296,002035,2017-12-31,0.134944
2297,002035,2018-12-31,0.145968
2298,002035,2019-12-31,0.134971
2299,002035,2020-12-31,0.070315
2300,002036,2016-12-31,0.068031
2301,002036,2017-12-31,0.067524
2302,002036,2018-12-31,0.037881
2303,002036,2019-12-31,0.030911
2304,002036,2020-12-31,0.013449
2305,002037,2016-12-31,0.010143
2306,002037,2017-12-31,0.013093
2307,002037,2018-12-31,0.025506
2308,002037,2019-12-31,0.015423
2309,002037,2020-12-31,0.010892
2310,002038,2016-12-31,0.114087
2311,002038,2017-12-31,0.122026
2312,002038,2018-12-31,0.117701
2313,002038,2019-12-31,0.093897
2314,002038,2020-12-31,0.068072
2315,002039,2016-12-31,0.013419
2316,002039,2017-12-31,0.031394
2317,002039,2018-12-31,0.032543
2318,002039,2019-12-31,0.027729
2319,002039,2020-12-31,0.044116
2320,002040,2016-12-31,0.030822
2321,002040,2017-12-31,0.027783
2322,002040,2018-12-31,0.040685
2323,002040,2019-12-31,0.033841
2324,002040,2020-12-31,0.03413
2325,002041,2016-12-31,0.119245
2326,002041,2017-12-31,0.030611
2327,002041,2018-12-31,-0.006018
2328,002041,2019-12-31,-0.010805
2329,002041,2020-12-31,0.013127
2330,002042,2016-12-31,0.050257
2331,002042,2017-12-31,0.051988
2332,002042,2018-12-31,0.043689
2333,002042,2019-12-31,0.022321
2334,002042,2020-12-31,-0.026154
2335,002043,2016-12-31,0.163854
2336,002043,2017-12-31,0.156611
2337,002043,2018-12-31,0.116691
2338,002043,2019-12-31,0.116224
2339,002043,2020-12-31,0.098113
2340,002044,2016-12-31,0.072301
2341,002044,2017-12-31,0.075188
2342,002044,2018-12-31,0.067475
2343,002044,2019-12-31,-0.040469
2344,002044,2020-12-31,0.034612
2345,002045,2016-12-31,0.018805
2346,002045,2017-12-31,0.035698
2347,002045,2018-12-31,-0.049183
2348,002045,2019-12-31,0.077332
2349,002045,2020-12-31,0.042924
2350,002046,2016-12-31,0.004584
2351,002046,2017-12-31,0.014173
2352,002046,2018-12-31,0.012356
2353,002046,2019-12-31,0.011929
2354,002046,2020-12-31,0.018502
2355,002047,2016-12-31,0.053749
2356,002047,2017-12-31,0.044846
2357,002047,2018-12-31,0.030898
2358,002047,2019-12-31,0.020526
2359,002047,2020-12-31,0.009219
2360,002048,2016-12-31,0.09124
2361,002048,2017-12-31,0.078401
2362,002048,2018-12-31,0.062746
2363,002048,2019-12-31,0.076221
2364,002048,2020-12-31,0.062275
2365,002049,2016-12-31,0.077445
2366,002049,2017-12-31,0.057627
2367,002049,2018-12-31,0.063761
2368,002049,2019-12-31,0.064024
2369,002049,2020-12-31,0.111219
2370,002050,2016-12-31,0.104857
2371,002050,2017-12-31,0.120586
2372,002050,2018-12-31,0.099795
2373,002050,2019-12-31,0.09984
2374,002050,2020-12-31,0.092596
2375,002051,2016-12-31,0.063771
2376,002051,2017-12-31,0.07293
2377,002051,2018-12-31,0.065097
2378,002051,2019-12-31,0.047236
2379,002051,2020-12-31,-0.004673
2380,002053,2016-12-31,0.071186
2381,002053,2017-12-31,0.045717
2382,002053,2018-12-31,0.030636
2383,002053,2019-12-31,0.043957
2384,002053,2020-12-31,0.028139
2385,002054,2016-12-31,0.064536
2386,002054,2017-12-31,0.013613
2387,002054,2018-12-31,0.021294
2388,002054,2019-12-31,0.041797
2389,002054,2020-12-31,0.028648
2390,002055,2016-12-31,-0.002159
2391,002055,2017-12-31,0.017797
2392,002055,2018-12-31,0.024908
2393,002055,2019-12-31,-0.060802
2394,002055,2020-12-31,0.006587
2395,002056,2016-12-31,0.080388
2396,002056,2017-12-31,0.093373
2397,002056,2018-12-31,0.103314
2398,002056,2019-12-31,0.090669
2399,002056,2020-12-31,0.108336
2400,002057,2016-12-31,0.05315
2401,002057,2017-12-31,0.116475
2402,002057,2018-12-31,0.071748
2403,002057,2019-12-31,0.070651
2404,002057,2020-12-31,0.070818
2405,002059,2016-12-31,0.022
2406,002059,2017-12-31,0.025746
2407,002059,2018-12-31,0.11743
2408,002059,2019-12-31,0.011732
2409,002059,2020-12-31,0.020376
2410,002060,2016-12-31,0.00898
2411,002060,2017-12-31,0.009608
2412,002060,2018-12-31,0.010802
2413,002060,2019-12-31,0.010609
2414,002060,2020-12-31,0.009944
2415,002061,2016-12-31,0.018361
2416,002061,2017-12-31,0.075872
2417,002061,2018-12-31,0.044914
2418,002061,2019-12-31,0.024066
2419,002061,2020-12-31,0.027894
2420,002062,2016-12-31,0.01626
2421,002062,2017-12-31,0.020673
2422,002062,2018-12-31,0.014376
2423,002062,2019-12-31,0.025626
2424,002062,2020-12-31,0.032582
2425,002063,2016-12-31,0.065127
2426,002063,2017-12-31,0.06913
2427,002063,2018-12-31,0.072331
2428,002063,2019-12-31,0.079075
2429,002063,2020-12-31,0.092986
2430,002064,2016-12-31,-0.056406
2431,002064,2017-12-31,0.070415
2432,002064,2018-12-31,0.077426
2433,002064,2019-12-31,0.160674
2434,002064,2020-12-31,0.124375
2435,002065,2016-12-31,0.075511
2436,002065,2017-12-31,0.050056
2437,002065,2018-12-31,0.052906
2438,002065,2019-12-31,0.035185
2439,002065,2020-12-31,0.030569
2440,002066,2016-12-31,0.00544
2441,002066,2017-12-31,0.01222
2442,002066,2018-12-31,0.019283
2443,002066,2019-12-31,0.025113
2444,002066,2020-12-31,0.027994
2445,002067,2016-12-31,0.055263
2446,002067,2017-12-31,0.115502
2447,002067,2018-12-31,0.056438
2448,002067,2019-12-31,0.033773
2449,002067,2020-12-31,0.051211
2450,002068,2016-12-31,0.016321
2451,002068,2017-12-31,0.072372
2452,002068,2018-12-31,0.054987
2453,002068,2019-12-31,-0.044419
2454,002068,2020-12-31,0.011873
2455,002069,2016-12-31,-0.012771
2456,002069,2017-12-31,-0.109862
2457,002069,2018-12-31,0.009065
2458,002069,2019-12-31,-0.11728
2459,002069,2020-12-31,0.012932
2460,002070,2016-12-31,-0.017901
2461,002070,2017-12-31,-0.445017
2462,002070,2018-12-31,-0.329601
2463,002071,2016-12-31,0.103886
2464,002071,2017-12-31,0.065179
2465,002071,2018-12-31,-0.111093
2466,002071,2019-12-31,-0.439251
2467,002071,2020-12-31,-0.221512
2468,002073,2016-12-31,-0.096527
2469,002073,2017-12-31,0.009182
2470,002073,2018-12-31,-0.039498
2471,002073,2019-12-31,0.0068
2472,002073,2020-12-31,0.009024
2473,002074,2016-12-31,0.122029
2474,002074,2017-12-31,0.061525
2475,002074,2018-12-31,0.030872
2476,002074,2019-12-31,0.002113
2477,002074,2020-12-31,0.005543
2478,002075,2016-12-31,0.06035
2479,002075,2017-12-31,0.161961
2480,002075,2018-12-31,0.214319
2481,002075,2019-12-31,0.083358
2482,002075,2020-12-31,0.098245
2483,002077,2016-12-31,0.003228
2484,002077,2017-12-31,0.003828
2485,002077,2018-12-31,-0.078454
2486,002077,2019-12-31,-0.07348
2487,002077,2020-12-31,0.024861
2488,002078,2016-12-31,0.058038
2489,002078,2017-12-31,0.097302
2490,002078,2018-12-31,0.080684
2491,002078,2019-12-31,0.071097
2492,002078,2020-12-31,0.057741
2493,002079,2016-12-31,0.081409
2494,002079,2017-12-31,0.079785
2495,002079,2018-12-31,0.065526
2496,002079,2019-12-31,0.06401
2497,002079,2020-12-31,0.045155
2498,002080,2016-12-31,0.029639
2499,002080,2017-12-31,0.037684
2500,002080,2018-12-31,0.042667
2501,002080,2019-12-31,0.053574
2502,002080,2020-12-31,0.062515
2503,002081,2016-12-31,0.065686
2504,002081,2017-12-31,0.070051
2505,002081,2018-12-31,0.070634
2506,002081,2019-12-31,0.062127
2507,002081,2020-12-31,0.055414
2508,002082,2016-12-31,0.044806
2509,002082,2017-12-31,0.053431
2510,002082,2018-12-31,0.050628
2511,002082,2019-12-31,0.062845
2512,002082,2020-12-31,0.06176
2513,002083,2016-12-31,0.051498
2514,002083,2017-12-31,0.056974
2515,002083,2018-12-31,0.05119
2516,002083,2019-12-31,0.039615
2517,002083,2020-12-31,0.020263
2518,002084,2016-12-31,0.04693
2519,002084,2017-12-31,0.044924
2520,002084,2018-12-31,0.015733
2521,002084,2019-12-31,0.045736
2522,002084,2020-12-31,0.049024
2523,002085,2016-12-31,0.119372
2524,002085,2017-12-31,0.103406
2525,002085,2018-12-31,0.085587
2526,002085,2019-12-31,0.05926
2527,002085,2020-12-31,0.051056
2528,002087,2016-12-31,0.029319
2529,002087,2017-12-31,0.034375
2530,002087,2018-12-31,0.041196
2531,002087,2019-12-31,0.0292
2532,002087,2020-12-31,0.017195
2533,002088,2016-12-31,0.049623
2534,002088,2017-12-31,0.093812
2535,002088,2018-12-31,0.117058
2536,002088,2019-12-31,0.115491
2537,002088,2020-12-31,0.115919
2538,002090,2016-12-31,0.044285
2539,002090,2017-12-31,0.03719
2540,002090,2018-12-31,0.022972
2541,002090,2019-12-31,0.024746
2542,002090,2020-12-31,0.021821
2543,002091,2016-12-31,0.116711
2544,002091,2017-12-31,0.069157
2545,002091,2018-12-31,0.0826
2546,002091,2019-12-31,0.06408
2547,002091,2020-12-31,0.060082
2548,002092,2016-12-31,0.046268
2549,002092,2017-12-31,0.047959
2550,002092,2018-12-31,0.044833
2551,002092,2019-12-31,0.003224
2552,002092,2020-12-31,-0.000695
2553,002093,2016-12-31,0.021213
2554,002093,2017-12-31,0.034186
2555,002093,2018-12-31,0.02276
2556,002093,2019-12-31,0.02378
2557,002093,2020-12-31,0.019418
2558,002094,2016-12-31,0.083037
2559,002094,2017-12-31,0.117911
2560,002094,2018-12-31,0.029321
2561,002094,2019-12-31,0.008454
2562,002094,2020-12-31,-0.110189
2563,002095,2016-12-31,0.013492
2564,002095,2017-12-31,0.016639
2565,002095,2018-12-31,0.02699
2566,002095,2019-12-31,0.026559
2567,002095,2020-12-31,0.025261
2568,002096,2016-12-31,0.009727
2569,002096,2017-12-31,0.006124
2570,002096,2018-12-31,0.006141
2571,002096,2019-12-31,0.007512
2572,002096,2020-12-31,0.006769
2573,002097,2016-12-31,0.011418
2574,002097,2017-12-31,0.018555
2575,002097,2018-12-31,0.034665
2576,002097,2019-12-31,0.0345
2577,002097,2020-12-31,0.034897
2578,002098,2016-12-31,0.08064
2579,002098,2017-12-31,0.059259
