,Stkcd,year,DUVOL,ControlDUVOL
208,000403,2018,0.002935839854051325,-0.8231140040063106
209,000403,2019,-1.03511162997714,0.002935839854051325
210,000403,2020,-0.3301260948129073,-1.03511162997714
211,000404,2018,-0.07485180599721461,-0.4364663097078589
212,000404,2019,-0.5346421141401122,-0.07485180599721461
213,000404,2020,0.27775019356716035,-0.5346421141401122
214,000407,2018,0.27016407993824865,-0.6490352902785727
215,000407,2019,-0.5107703623795161,0.27016407993824865
216,000407,2020,0.727721753253728,-0.5107703623795161
217,000408,2018,-0.3122639403636739,-0.5488149697613472
218,000408,2019,0.1376076642385347,-0.3122639403636739
219,000408,2020,-0.8162880196196977,0.1376076642385347
220,000409,2018,0.0624101830670961,-0.5942127999276908
221,000409,2019,0.4181759842774425,0.0624101830670961
222,000409,2020,-0.4950986346917404,0.4181759842774425
223,000411,2018,0.13222031084916827,1.2142338443737744
224,000411,2019,-1.3756043458984335,0.13222031084916827
225,000411,2020,-0.33826447849571106,-1.3756043458984335
226,000413,2018,0.5725610594837032,0.2334469901971912
227,000413,2019,-0.6741842967759261,0.5725610594837032
228,000413,2020,0.39306541716903176,-0.6741842967759261
229,000415,2018,-0.9656565117591684,2.228301835970951
230,000415,2019,-0.4831689265718588,-0.9656565117591684
231,000415,2020,0.429625913740599,-0.4831689265718588
232,000417,2018,-1.0494539431558434,-0.7470688603579659
233,000417,2019,-0.2214099984152784,-1.0494539431558434
234,000417,2020,-0.20307483499277154,-0.2214099984152784
235,000418,2018,-0.16212896515515113,-0.4855353506961347
236,000419,2018,0.3472640166376137,-0.0712521138788752
237,000419,2019,-0.057130606929251225,0.3472640166376137
238,000419,2020,-0.4243937273649918,-0.057130606929251225
239,000420,2018,-1.0647836380262852,-0.5023092121836774
240,000420,2019,-0.6344281030360204,-1.0647836380262852
241,000420,2020,-1.4686590952608842,-0.6344281030360204
242,000421,2018,0.045912176357956636,-0.6797186608863255
243,000421,2019,-1.9757341253860172,0.045912176357956636
244,000421,2020,0.4920659352091635,-1.9757341253860172
245,000422,2018,-0.23308249859613225,0.8647405501291661
246,000422,2019,-0.13452268717744145,-0.23308249859613225
247,000422,2020,-0.1954305966063668,-0.13452268717744145
248,000423,2018,0.209725058411345,0.5908019052702344
249,000423,2019,-0.3698636924902269,0.209725058411345
250,000423,2020,-0.5452510293304483,-0.3698636924902269
251,000425,2018,-1.1150281815725869,-0.7338962633213579
252,000425,2019,-0.4163418949449047,-1.1150281815725869
253,000425,2020,-0.8183199737159249,-0.4163418949449047
254,000426,2018,-0.3397004415445061,0.09989457023683246
255,000426,2019,-0.4943749179824237,-0.3397004415445061
256,000426,2020,0.08595404825930145,-0.4943749179824237
257,000428,2018,-0.5981066838974037,-0.10119559940686244
258,000428,2019,-0.7679106768616283,-0.5981066838974037
259,000428,2020,-0.24661499506509274,-0.7679106768616283
260,000429,2018,0.19559658048051345,-0.3852015991325464
261,000429,2019,0.1834339932583728,0.19559658048051345
262,000429,2020,-0.3562308527005996,0.1834339932583728
263,000430,2018,-0.6407897179635822,-0.6456432436609972
264,000430,2019,-0.5271669575554194,-0.6407897179635822
265,000430,2020,0.1471738014455902,-0.5271669575554194
266,000488,2018,0.6281007008730404,-0.3889862572784138
267,000488,2019,-0.6925020005906579,0.6281007008730404
268,000488,2020,-0.6533723065252814,-0.6925020005906579
269,000498,2018,0.02757517189208743,-1.5494346073767542
270,000498,2019,-1.6215097007347037,0.02757517189208743
271,000498,2020,-0.34539758894303363,-1.6215097007347037
272,000501,2018,-0.97212628290642,-0.298857041798653
273,000501,2019,-1.041034738240215,-0.97212628290642
274,000501,2020,0.12787582775323106,-1.041034738240215
275,000503,2018,-1.2098641945434994,-0.3084880257278672
276,000503,2019,0.5583736807780926,-1.2098641945434994
277,000503,2020,-2.318005644501836,0.5583736807780926
278,000504,2018,-0.13321656823477904,0.30189483684954826
279,000504,2019,-0.9244727692220194,-0.13321656823477904
280,000504,2020,-0.5322653663488517,-0.9244727692220194
281,000505,2018,-0.3766107803908624,-0.8540697710097811
282,000505,2019,-0.7752362022329999,-0.3766107803908624
283,000505,2020,-0.7400973966952169,-0.7752362022329999
284,000506,2018,-0.4936414032165243,1.4146084518319542
285,000506,2019,-0.8026004463842931,-0.4936414032165243
286,000506,2020,-1.7172837805232697,-0.8026004463842931
287,000507,2018,-0.3370444804257604,0.19862338371493268
288,000507,2019,0.6251194937267174,-0.3370444804257604
289,000507,2020,-0.10965881773074353,0.6251194937267174
290,000510,2018,-0.6535171501766672,-0.4553026246230633
291,000510,2019,-0.7743283673690468,-0.6535171501766672
292,000510,2020,-0.3059819502387459,-0.7743283673690468
293,000513,2018,-0.5933643013003277,0.0395918970515152
294,000513,2019,0.23809487005348298,-0.5933643013003277
295,000513,2020,-0.44836822629392814,0.23809487005348298
296,000514,2018,-1.839034064876051,-0.901967239391114
297,000514,2019,0.3909860661632299,-1.839034064876051
298,000514,2020,-1.3157119644573272,0.3909860661632299
299,000517,2018,-1.0743832532518105,-1.9921274013195724
300,000517,2019,-1.1527735157847798,-1.0743832532518105
301,000517,2020,-0.4888176708814781,-1.1527735157847798
302,000518,2018,-1.4869732347439462,-0.6001132619055709
303,000518,2019,-1.1892389833248191,-1.4869732347439462
304,000518,2020,1.0994298960126123,-1.1892389833248191
305,000519,2018,-1.1631970999996335,0.2182415912351062
306,000519,2019,-0.4574584026633233,-1.1631970999996335
307,000519,2020,-1.0650280505126333,-0.4574584026633233
308,000520,2018,-1.2098912600768512,-0.6880651078778504
309,000520,2019,0.37436077485577024,-1.2098912600768512
310,000520,2020,0.6150520176369749,0.37436077485577024
311,000521,2018,-0.4287355596152173,0.156970100830243
312,000521,2019,-1.510531077750242,-0.4287355596152173
313,000521,2020,0.941613783627434,-1.510531077750242
314,000524,2018,0.07776993559420155,-0.4395914156397618
315,000524,2019,-2.0866491102085583,0.07776993559420155
316,000524,2020,0.5784587127326143,-2.0866491102085583
317,000526,2018,-1.3310434920064471,0.5869376488243867
318,000526,2019,-1.0117624793769109,-1.3310434920064471
319,000526,2020,1.1856464276094143,-1.0117624793769109
320,000528,2018,-0.07398201441351061,-0.5066280922959605
321,000528,2019,-0.7207990136305484,-0.07398201441351061
322,000528,2020,-0.7480088233588341,-0.7207990136305484
323,000529,2018,-0.6099451707104272,-0.2517605851917145
324,000529,2019,0.08566154963566547,-0.6099451707104272
325,000529,2020,0.2244460175810356,0.08566154963566547
326,000530,2018,-1.2813221209660517,-0.20758803959126249
327,000530,2019,-1.0682105262620796,-1.2813221209660517
328,000530,2020,-0.10763655528700787,-1.0682105262620796
329,000531,2018,-2.524026367762763,-0.44997527975366747
330,000531,2019,-1.0086004039890577,-2.524026367762763
331,000531,2020,-0.25044547410902074,-1.0086004039890577
332,000532,2018,-0.9917122554736542,-1.4806484304766605
333,000532,2019,0.2786910310134158,-0.9917122554736542
334,000532,2020,0.7347051058378623,0.2786910310134158
335,000533,2018,-0.9078230766244342,-0.19239723299425726
336,000533,2019,-0.38039983284452816,-0.9078230766244342
337,000533,2020,-1.2259907210499719,-0.38039983284452816
338,000534,2018,-0.3335608367293907,-0.8174681003718088
339,000534,2019,-0.5638589972861356,-0.3335608367293907
340,000534,2020,-0.021750006024180518,-0.5638589972861356
341,000536,2018,-1.2480985283354271,-0.0736898396980243
342,000536,2019,-0.6429537509051642,-1.2480985283354271
343,000536,2020,-0.006042498746600294,-0.6429537509051642
344,000537,2018,-0.6288193201969615,-0.22692238103881454
345,000537,2019,-0.6448183770425239,-0.6288193201969615
346,000537,2020,-2.604952435091746,-0.6448183770425239
347,000538,2018,-0.10198661159372298,-0.0009467807442516737
348,000538,2019,-1.026678054371052,-0.10198661159372298
349,000538,2020,-0.3066196251528295,-1.026678054371052
350,000539,2018,-0.039259764303682575,-1.552790336974916
351,000539,2019,0.0010424624452986786,-0.039259764303682575
352,000539,2020,0.026581219362933516,0.0010424624452986786
353,000540,2019,-0.6887107329855614,-1.0904137150199895
354,000540,2020,-0.9630731677316112,-0.6887107329855614
355,000541,2018,0.3530532728961891,-0.3189295219231858
356,000541,2019,-1.2666589291425692,0.3530532728961891
357,000541,2020,0.04897716529168445,-1.2666589291425692
358,000543,2018,0.37199160018615934,-0.6450088169004682
359,000543,2019,0.2409052323675505,0.37199160018615934
360,000543,2020,-0.7842405600331038,0.2409052323675505
361,000544,2018,-1.113334138326428,0.1624195334834481
362,000544,2019,-0.7027679755620581,-1.113334138326428
363,000544,2020,0.28833687203301805,-0.7027679755620581
364,000545,2018,0.28932942119083394,0.5526114477732494
365,000545,2019,-2.1235384189940625,0.28932942119083394
366,000545,2020,-0.577064732043968,-2.1235384189940625
367,000546,2018,0.2607136925134526,0.34881244261123595
368,000546,2019,-1.0728019139813672,0.2607136925134526
369,000546,2020,-1.3462167608760225,-1.0728019139813672
370,000547,2018,-1.2975905025731196,-0.9255739251904193
371,000547,2019,-1.0373689050048154,-1.2975905025731196
372,000547,2020,1.1890634707359422,-1.0373689050048154
373,000548,2018,0.6664110456876667,-0.9837186174960736
374,000548,2019,-0.8584078942969509,0.6664110456876667
375,000548,2020,0.274235183329178,-0.8584078942969509
376,000550,2018,-0.4254830380382024,-0.8556902345804354
377,000550,2019,-1.5066043012794277,-0.4254830380382024
378,000550,2020,-0.6641389899358963,-1.5066043012794277
379,000551,2018,0.1536820062369533,-0.08422920163126876
380,000551,2019,-1.0829841341688229,0.1536820062369533
381,000551,2020,-0.9391814834357268,-1.0829841341688229
382,000552,2018,-0.5419691078946082,-0.9614227260984792
383,000552,2019,-0.6508403055176725,-0.5419691078946082
384,000552,2020,-0.34653709586492554,-0.6508403055176725
385,000553,2018,-0.6183249691795029,0.19022602153454965
386,000553,2019,0.11648457900152455,-0.6183249691795029
387,000553,2020,0.4281325762082236,0.11648457900152455
388,000554,2018,-0.7366152082196091,-0.5755688221438907
389,000554,2019,-0.4822662719287322,-0.7366152082196091
390,000554,2020,-0.07140819531048427,-0.4822662719287322
391,000555,2018,-0.5555302331796077,-1.8303278386124755
392,000555,2019,0.29134506220410233,-0.5555302331796077
393,000555,2020,0.08473633399036196,0.29134506220410233
394,000557,2018,-0.20343433377021555,-0.9030489527699388
395,000557,2019,-1.6875394204385967,-0.20343433377021555
396,000557,2020,-0.2886295349358127,-1.6875394204385967
397,000558,2018,-0.100774403225757,0.5080627231400784
398,000558,2019,-0.01964247463023505,-0.100774403225757
399,000558,2020,-0.5239674265079818,-0.01964247463023505
400,000559,2018,-1.2453516226062538,0.3130883809114225
401,000559,2019,-1.499989019323522,-1.2453516226062538
402,000559,2020,-0.4186722203620429,-1.499989019323522
403,000560,2018,-0.6537471742102738,-0.5469206629398953
404,000560,2019,-0.7136440523190797,-0.6537471742102738
405,000560,2020,-0.427866033940246,-0.7136440523190797
406,000561,2018,-0.4811425645236708,0.6675750668376529
407,000561,2019,-0.5182576498236502,-0.4811425645236708
408,000561,2020,-0.5847369417017066,-0.5182576498236502
409,000565,2018,-0.6246226758669471,-1.421043332274088
410,000565,2019,-0.7713046424289859,-0.6246226758669471
411,000565,2020,-0.7871654973757392,-0.7713046424289859
412,000566,2018,-0.5502189481157795,0.9781030627218036
413,000566,2019,-1.2167269712321591,-0.5502189481157795
414,000566,2020,-0.7785944377781365,-1.2167269712321591
415,000568,2018,-0.8312550697368447,0.2603706444277477
416,000568,2019,-0.3506638021289192,-0.8312550697368447
417,000568,2020,0.4081621659150553,-0.3506638021289192
418,000570,2018,-0.7392142163450391,-0.2827732262718384
419,000570,2019,-1.0951092775740958,-0.7392142163450391
420,000570,2020,0.11490383898989727,-1.0951092775740958
421,000572,2018,0.43826692385115007,0.4353024836554708
422,000572,2019,-1.000412324558396,0.43826692385115007
423,000572,2020,-1.0843200164248807,-1.000412324558396
424,000573,2018,0.3584831010133959,-1.0594856047294532
425,000573,2019,0.0012972195708522954,0.3584831010133959
426,000573,2020,0.3356076019187373,0.0012972195708522954
427,000576,2018,-1.1245903960060335,0.6171930938143979
428,000576,2019,-0.7875800483265094,-1.1245903960060335
429,000576,2020,-0.5998583965539327,-0.7875800483265094
430,000581,2018,-0.2161156424430791,-1.1282056170116666
431,000581,2019,-1.1483049403413097,-0.2161156424430791
432,000581,2020,-0.5849429890909872,-1.1483049403413097
433,000582,2018,-1.0007778047374851,0.3386941047988159
434,000582,2019,-0.3056907239432262,-1.0007778047374851
435,000582,2020,-0.05468726709391256,-0.3056907239432262
436,000584,2018,-0.9049167009297828,1.781557596368638
437,000584,2019,-0.823281194405073,-0.9049167009297828
438,000584,2020,-0.9283899272041152,-0.823281194405073
439,000586,2018,-1.4363422693748824,-1.0851491312132169
440,000586,2019,-0.5625798876062021,-1.4363422693748824
441,000586,2020,-0.4868553580537712,-0.5625798876062021
442,000589,2018,-0.8267158015546076,-0.7836330138784767
443,000589,2019,-0.8039800077486864,-0.8267158015546076
444,000589,2020,-0.4894832752169317,-0.8039800077486864
445,000590,2018,-1.5860562522796655,-0.3211005154374627
446,000590,2019,-0.2949823774690233,-1.5860562522796655
447,000590,2020,-0.1382038521498612,-0.2949823774690233
448,000591,2018,-1.6935994017042448,0.3166574601191449
449,000591,2019,-1.75702839909219,-1.6935994017042448
450,000591,2020,-0.6635682428086641,-1.75702839909219
451,000592,2018,0.09170025149053164,0.3043298046787095
452,000592,2019,-1.2008981701513544,0.09170025149053164
453,000592,2020,0.1106718669446418,-1.2008981701513544
454,000593,2018,0.013656732283911649,-0.7525818968044682
455,000593,2019,-0.5496466239444627,0.013656732283911649
456,000593,2020,0.0906591895829486,-0.5496466239444627
457,000595,2018,-1.5659811959048573,-0.3404421554612898
458,000595,2019,0.3931869640413166,-1.5659811959048573
459,000595,2020,-0.7616777246465001,0.3931869640413166
460,000596,2018,-0.736376143812827,-0.2573996829932862
461,000596,2019,-0.3463856227669265,-0.736376143812827
462,000596,2020,0.0033593306669595906,-0.3463856227669265
463,000597,2018,-0.3093988176258631,-1.1842255293802435
464,000597,2019,-0.7508025319187549,-0.3093988176258631
465,000597,2020,-0.07434862655095931,-0.7508025319187549
466,000598,2018,-0.3176075611155369,-1.3934798556530537
467,000598,2019,-0.9188860891388484,-0.3176075611155369
468,000598,2020,-0.4971295101903602,-0.9188860891388484
469,000599,2018,-1.5113842491561127,-0.2128806866210204
470,000599,2019,-0.2038877987101756,-1.5113842491561127
471,000599,2020,-0.0955762329034375,-0.2038877987101756
472,000600,2018,-0.8399947433361401,-0.24108471185476785
473,000600,2019,-0.6610543052410939,-0.8399947433361401
474,000600,2020,0.01781732265717097,-0.6610543052410939
475,000601,2018,-0.13803068572365176,-0.11454864021561935
476,000601,2019,-0.7377000142854757,-0.13803068572365176
477,000601,2020,0.11328101880807245,-0.7377000142854757
478,000603,2018,-0.8048652488449415,0.21677129512142773
479,000603,2019,-0.886087376754317,-0.8048652488449415
480,000603,2020,0.26400712542755433,-0.886087376754317
481,000605,2018,-0.4384380576773343,-1.5763318145141625
482,000605,2019,-0.7069852064734896,-0.4384380576773343
483,000605,2020,-0.5248973961955868,-0.7069852064734896
484,000607,2018,-0.875347929525792,-0.24124618693603894
485,000607,2019,-0.3365150715253724,-0.875347929525792
486,000607,2020,-0.6349413171040141,-0.3365150715253724
487,000608,2018,-0.6868819331392734,-1.2797838982180352
488,000608,2019,-0.8776620710955337,-0.6868819331392734
489,000608,2020,-0.545772395822319,-0.8776620710955337
490,000610,2018,-1.6410520654512677,-1.0332932576925749
491,000610,2019,-0.3851198079513958,-1.6410520654512677
492,000610,2020,-0.0630364536053894,-0.3851198079513958
493,000612,2018,-1.0052965436062882,0.1818878324677885
494,000612,2019,-1.0866439870950368,-1.0052965436062882
495,000612,2020,-0.1150427000262034,-1.0866439870950368
496,000615,2018,-0.7900071422936901,-0.6308770336150981
497,000615,2019,-0.5434577337950403,-0.7900071422936901
498,000615,2020,-0.821066695328661,-0.5434577337950403
499,000619,2018,0.3200986439341042,-0.6733514769644636
500,000619,2019,-0.4949693581950428,0.3200986439341042
501,000619,2020,0.3583639749854352,-0.4949693581950428
502,000620,2018,-0.0033648201987162077,0.20116040578917754
503,000620,2019,-0.22236279233174247,-0.0033648201987162077
504,000620,2020,0.03545620192172644,-0.22236279233174247
505,000622,2018,0.22262662238054096,-1.9035595675009496
506,000622,2019,-1.169424102850756,0.22262662238054096
507,000622,2020,0.6140433177223807,-1.169424102850756
