,Stkcd,Time,Dturn
552,000568,2018-12-31,-0.005526749999999997
553,000568,2019-12-31,0.033871999999999985
554,000568,2020-12-31,0.01209158333333335
555,000570,2017-12-31,-0.1087351666666666
556,000570,2018-12-31,-0.11498100000000006
557,000570,2019-12-31,0.2540469166666667
558,000570,2020-12-31,-0.03713641666666667
559,000572,2017-12-31,-0.10687199999999997
560,000572,2018-12-31,-0.06661699999999998
561,000572,2019-12-31,0.10238158333333336
562,000572,2020-12-31,-0.043803166666666726
563,000573,2017-12-31,-0.8320827500000001
564,000573,2018-12-31,-0.1273010833333333
565,000573,2019-12-31,0.049213250000000014
566,000573,2020-12-31,0.13145675000000004
567,000576,2017-12-31,-0.5232161666666667
568,000576,2018-12-31,0.5504215833333335
569,000576,2019-12-31,-0.17282216666666672
570,000576,2020-12-31,0.20027216666666658
571,000581,2017-12-31,0.14562591666666663
572,000581,2018-12-31,-0.1202445833333333
573,000581,2019-12-31,-0.007033250000000046
574,000581,2020-12-31,0.09362433333333334
575,000582,2017-12-31,0.3779485833333333
576,000582,2018-12-31,-0.4552876666666666
577,000582,2019-12-31,0.09950775000000006
578,000582,2020-12-31,-0.3003690000000001
579,000584,2018-12-31,-0.011935755555555566
580,000584,2019-12-31,0.052947472222222236
581,000584,2020-12-31,0.031992499999999924
582,000586,2017-12-31,-0.14446972727272725
583,000586,2018-12-31,0.30234422727272725
584,000586,2019-12-31,1.1147479166666667
585,000586,2020-12-31,-0.9325196666666667
586,000589,2017-12-31,-0.020497499999999974
587,000589,2018-12-31,-0.14120483333333333
588,000589,2019-12-31,0.4809237499999999
589,000589,2020-12-31,-0.12882041666666671
590,000590,2017-12-31,-0.02275508333333333
591,000590,2018-12-31,0.03482974999999998
592,000590,2019-12-31,0.5286729166666667
593,000590,2020-12-31,-0.36802958333333335
594,000591,2017-12-31,0.01805024999999999
595,000591,2018-12-31,-0.10275549999999997
596,000591,2019-12-31,0.06898691666666668
597,000591,2020-12-31,0.4568910833333333
598,000592,2017-12-31,-0.010901500000000008
599,000592,2018-12-31,-0.013067166666666657
600,000592,2019-12-31,0.29724058333333336
601,000592,2020-12-31,0.20304633333333322
602,000593,2017-12-31,-0.0059294999999999765
603,000593,2018-12-31,0.3341187
604,000593,2019-12-31,-0.21776836666666666
605,000593,2020-12-31,-0.04103733333333337
606,000595,2017-12-31,-1.3628091666666668
607,000595,2018-12-31,-0.8258012499999998
608,000595,2019-12-31,0.6075088333333333
609,000595,2020-12-31,-0.5005909166666664
610,000596,2017-12-31,0.04272974999999998
611,000596,2018-12-31,-0.006274000000000002
612,000596,2019-12-31,-0.0031059999999999977
613,000596,2020-12-31,-0.0002767499999999923
614,000597,2017-12-31,0.10940558333333333
615,000597,2018-12-31,-0.24708491666666663
616,000597,2019-12-31,-0.08931508333333335
617,000597,2020-12-31,0.20740816666666667
618,000598,2017-12-31,-0.00460841666666667
619,000598,2018-12-31,-0.08420208333333333
620,000598,2019-12-31,0.02137233333333334
621,000598,2020-12-31,0.02430133333333334
622,000599,2017-12-31,-0.02408058333333335
623,000599,2018-12-31,-0.2273325
624,000599,2019-12-31,0.1410785
625,000599,2020-12-31,-0.008479666666666663
626,000600,2017-12-31,0.5599480000000001
627,000600,2018-12-31,-0.5172215833333335
628,000600,2019-12-31,-0.007506499999999999
629,000600,2020-12-31,0.0815366666666667
630,000601,2017-12-31,-0.1704433333333333
