,Stkcd,Time,BP
1473,000848,2017-12-31,0.280209
1474,000848,2018-12-31,0.324798
1475,000848,2019-12-31,0.35392
1476,000848,2020-12-31,0.363991
1477,000850,2016-12-31,0.900155
1478,000850,2017-12-31,1.047323
1479,000850,2018-12-31,1.199416
1480,000850,2019-12-31,1.076594
1481,000850,2020-12-31,1.10506
1482,000851,2016-12-31,0.699442
1483,000851,2017-12-31,0.815282
1484,000851,2018-12-31,0.958017
1485,000851,2019-12-31,0.879266
1486,000851,2020-12-31,0.771263
1487,000852,2016-12-31,0.583822
1488,000852,2017-12-31,0.642251
1489,000852,2018-12-31,0.768291
1490,000852,2019-12-31,0.74817
1491,000852,2020-12-31,0.842325
1492,000856,2016-12-31,0.339274
1493,000856,2017-12-31,0.300322
1494,000856,2018-12-31,0.422484
1495,000856,2019-12-31,0.536263
1496,000856,2020-12-31,0.673467
1497,000858,2016-12-31,0.429236
1498,000858,2017-12-31,0.222011
1499,000858,2018-12-31,0.399429
1500,000858,2019-12-31,0.198185
1501,000858,2020-12-31,0.100269
1502,000859,2016-12-31,0.427956
1503,000859,2017-12-31,0.571284
1504,000859,2018-12-31,0.80486
1505,000859,2019-12-31,0.457366
1506,000859,2020-12-31,0.601564
1507,000860,2016-12-31,0.75925
1508,000860,2017-12-31,0.82766
1509,000860,2018-12-31,0.654749
1510,000860,2019-12-31,0.410562
1511,000860,2020-12-31,0.320097
1512,000861,2016-12-31,0.629291
1513,000861,2017-12-31,0.823154
1514,000861,2018-12-31,0.863285
1515,000861,2019-12-31,0.882195
1516,000861,2020-12-31,0.808876
1517,000862,2016-12-31,0.906723
1518,000862,2017-12-31,0.965715
1519,000862,2018-12-31,1.04143
1520,000862,2019-12-31,0.935756
1521,000862,2020-12-31,0.959781
1522,000863,2016-12-31,0.804344
1523,000863,2017-12-31,0.95358
1524,000863,2018-12-31,1.011013
1525,000863,2019-12-31,0.957474
1526,000863,2020-12-31,0.91735
1527,000868,2016-12-31,0.742178
1528,000868,2017-12-31,0.631961
1529,000868,2018-12-31,0.768961
1530,000868,2019-12-31,0.618153
1531,000868,2020-12-31,0.692776
1532,000869,2016-12-31,0.485198
1533,000869,2017-12-31,0.517476
1534,000869,2018-12-31,0.727885
1535,000869,2019-12-31,0.706894
1536,000869,2020-12-31,0.514436
1537,000875,2016-12-31,0.975315
1538,000875,2017-12-31,1.002105
1539,000875,2018-12-31,1.131847
1540,000875,2019-12-31,1.095264
1541,000875,2020-12-31,1.039521
1542,000876,2016-12-31,0.849207
1543,000876,2017-12-31,0.892502
1544,000876,2018-12-31,0.935154
1545,000876,2019-12-31,0.556205
1546,000876,2020-12-31,0.697126
1547,000877,2016-12-31,1.032164
1548,000877,2017-12-31,0.892869
1549,000877,2018-12-31,1.092767
1550,000877,2019-12-31,0.888303
1551,000877,2020-12-31,0.798115
1552,000878,2016-12-31,0.695084
1553,000878,2017-12-31,0.681513
1554,000878,2018-12-31,0.996696
1555,000878,2019-12-31,0.820904
1556,000878,2020-12-31,0.762883
1557,000880,2016-12-31,0.714872
1558,000880,2017-12-31,0.859788
1559,000880,2018-12-31,0.928078
1560,000880,2019-12-31,0.925191
1561,000880,2020-12-31,0.903193
1562,000881,2016-12-31,0.77564
1563,000881,2017-12-31,0.827975
1564,000881,2018-12-31,0.979112
1565,000881,2019-12-31,0.990608
1566,000881,2020-12-31,0.808669
1567,000882,2016-12-31,0.764163
1568,000882,2017-12-31,0.974841
1569,000882,2018-12-31,1.141205
1570,000882,2019-12-31,1.155963
1571,000882,2020-12-31,1.34374
1572,000883,2016-12-31,0.938165
1573,000883,2017-12-31,0.966846
1574,000883,2018-12-31,1.103153
1575,000883,2019-12-31,1.119803
1576,000883,2020-12-31,1.194607
1577,000885,2016-12-31,0.53337
1578,000885,2017-12-31,0.624204
1579,000885,2018-12-31,0.898207
1580,000885,2019-12-31,0.808776
1581,000885,2020-12-31,0.85653
1582,000886,2016-12-31,0.555883
1583,000886,2017-12-31,0.410341
1584,000886,2018-12-31,0.783374
1585,000886,2019-12-31,0.715871
1586,000886,2020-12-31,0.622367
1587,000887,2017-12-31,0.514606
1588,000887,2018-12-31,0.803553
1589,000887,2019-12-31,0.896699
1590,000887,2020-12-31,0.781274
1591,000888,2016-12-31,0.384105
1592,000888,2017-12-31,0.438551
1593,000888,2018-12-31,0.825603
1594,000888,2019-12-31,0.772038
1595,000888,2020-12-31,0.848792
1596,000889,2016-12-31,0.372243
1597,000889,2017-12-31,0.363969
1598,000889,2018-12-31,0.640147
1599,000889,2019-12-31,0.516736
1600,000889,2020-12-31,0.606232
1601,000890,2016-12-31,0.706189
1602,000890,2017-12-31,0.860135
1603,000890,2018-12-31,0.880904
1604,000890,2019-12-31,0.682384
1605,000890,2020-12-31,0.464764
1606,000892,2016-12-31,0.452582
1607,000892,2017-12-31,0.693321
1608,000892,2018-12-31,0.881
1609,000892,2019-12-31,0.741018
1610,000892,2020-12-31,0.87474
1611,000893,2016-12-31,0.704072
1612,000893,2017-12-31,0.707719
1613,000893,2018-12-31,1.08388
1614,000893,2019-12-31,0.921783
1615,000893,2020-12-31,0.774945
1616,000895,2016-12-31,0.283429
1617,000895,2017-12-31,0.242919
1618,000895,2018-12-31,0.259332
1619,000895,2019-12-31,0.576236
1620,000895,2020-12-31,0.392544
1621,000897,2016-12-31,0.556083
1622,000897,2017-12-31,0.596186
1623,000897,2018-12-31,0.729154
1624,000897,2019-12-31,0.766792
1625,000897,2020-12-31,0.734935
1626,000898,2016-12-31,1.09309
1627,000898,2017-12-31,1.044224
1628,000898,2018-12-31,1.169486
1629,000898,2019-12-31,1.255739
1630,000898,2020-12-31,1.32257
1631,000899,2016-12-31,0.755873
1632,000899,2017-12-31,0.893436
1633,000899,2018-12-31,1.034708
1634,000899,2019-12-31,1.006085
1635,000899,2020-12-31,0.808515
1636,000900,2016-12-31,0.989874
1637,000900,2018-12-31,1.180357
1638,000900,2019-12-31,1.135118
1639,000900,2020-12-31,1.129928
1640,000901,2016-12-31,0.426756
1641,000901,2017-12-31,0.548822
1642,000901,2018-12-31,0.848462
1643,000901,2019-12-31,0.74702
1644,000901,2020-12-31,0.685026
1645,000902,2016-12-31,0.644691
1646,000902,2017-12-31,0.585241
1647,000902,2018-12-31,0.653248
1648,000902,2019-12-31,0.749502
1649,000902,2020-12-31,0.475373
1650,000903,2016-12-31,0.749662
1651,000903,2017-12-31,0.896193
1652,000903,2018-12-31,1.064519
1653,000903,2019-12-31,1.041433
1654,000903,2020-12-31,0.836043
1655,000905,2016-12-31,0.769168
1656,000905,2017-12-31,0.796371
1657,000905,2018-12-31,1.047524
1658,000905,2019-12-31,1.05115
1659,000905,2020-12-31,1.009436
1660,000906,2016-12-31,0.6905
1661,000906,2017-12-31,0.927054
1662,000906,2018-12-31,0.970349
1663,000906,2019-12-31,0.962485
1664,000906,2020-12-31,0.995021
1665,000908,2016-12-31,0.588307
1666,000908,2017-12-31,0.739492
1667,000908,2018-12-31,0.861716
1668,000908,2019-12-31,0.793112
1669,000908,2020-12-31,0.493672
1670,000909,2016-12-31,0.578063
1671,000909,2017-12-31,0.672262
1672,000909,2018-12-31,0.799979
1673,000909,2019-12-31,0.738306
1674,000909,2020-12-31,0.792296
1675,000910,2016-12-31,0.456378
1676,000910,2017-12-31,0.424053
1677,000910,2018-12-31,0.854277
1678,000910,2019-12-31,0.765279
1679,000910,2020-12-31,0.826762
1680,000911,2016-12-31,0.615733
1681,000911,2017-12-31,0.820384
1682,000911,2018-12-31,0.769786
1683,000911,2019-12-31,0.748183
1684,000911,2020-12-31,0.722969
1685,000912,2016-12-31,0.501515
1686,000912,2017-12-31,0.556443
1687,000912,2018-12-31,0.723286
1688,000912,2019-12-31,0.728324
1689,000912,2020-12-31,0.904886
1690,000913,2016-12-31,0.409157
1691,000913,2017-12-31,0.376054
1692,000913,2018-12-31,0.727185
1693,000913,2019-12-31,0.670141
1694,000913,2020-12-31,0.341289
1695,000915,2016-12-31,0.306242
1696,000915,2017-12-31,0.365107
1697,000915,2018-12-31,0.720837
1698,000915,2019-12-31,0.464888
1699,000915,2020-12-31,0.592249
1700,000917,2016-12-31,0.778533
1701,000917,2017-12-31,0.941341
1702,000917,2018-12-31,1.053057
1703,000917,2019-12-31,1.124889
1704,000917,2020-12-31,1.264727
1705,000918,2016-12-31,0.788876
1706,000918,2017-12-31,0.788591
1707,000918,2018-12-31,0.648343
1708,000918,2019-12-31,0.727507
1709,000918,2020-12-31,0.760973
1710,000919,2016-12-31,0.506443
1711,000919,2017-12-31,0.733794
1712,000919,2018-12-31,1.02258
1713,000919,2019-12-31,0.942466
1714,000919,2020-12-31,0.906477
1715,000920,2016-12-31,0.255678
1716,000920,2017-12-31,0.370222
1717,000920,2018-12-31,0.626033
1718,000920,2019-12-31,0.586098
1719,000920,2020-12-31,0.602974
1720,000921,2016-12-31,0.770182
1721,000921,2017-12-31,0.733138
1722,000921,2018-12-31,0.94974
1723,000921,2019-12-31,0.922367
1724,000921,2020-12-31,0.923522
1725,000922,2016-12-31,0.376674
1726,000922,2017-12-31,0.513724
1727,000922,2018-12-31,0.691756
1728,000922,2019-12-31,0.693695
1729,000922,2020-12-31,0.67122
1730,000923,2016-12-31,0.245355
1731,000923,2017-12-31,0.881478
1732,000923,2018-12-31,0.987574
1733,000923,2019-12-31,0.995331
1734,000923,2020-12-31,0.685821
1735,000925,2016-12-31,0.384435
1736,000925,2017-12-31,0.677588
1737,000925,2018-12-31,0.908901
1738,000925,2019-12-31,0.882168
1739,000925,2020-12-31,0.871153
1740,000926,2016-12-31,0.999248
1741,000926,2017-12-31,1.026884
1742,000926,2018-12-31,1.147097
1743,000926,2019-12-31,1.133389
1744,000926,2020-12-31,1.162211
1745,000927,2016-12-31,0.374214
1746,000927,2017-12-31,0.404919
1747,000927,2018-12-31,0.479292
1748,000927,2019-12-31,0.168495
1749,000927,2020-12-31,0.855147
1750,000928,2016-12-31,0.743897
1751,000928,2017-12-31,0.867611
1752,000928,2018-12-31,0.967385
1753,000928,2019-12-31,0.970192
1754,000928,2020-12-31,1.008418
1755,000929,2016-12-31,0.38522
1756,000929,2017-12-31,0.580282
1757,000929,2018-12-31,0.955509
1758,000929,2019-12-31,0.874336
1759,000929,2020-12-31,0.594759
1760,000930,2016-12-31,0.325627
1761,000930,2018-12-31,0.919055
1762,000930,2019-12-31,0.951439
1763,000930,2020-12-31,0.889803
1764,000931,2016-12-31,0.40613
1765,000931,2017-12-31,0.549268
1766,000931,2018-12-31,0.532777
1767,000931,2019-12-31,0.409918
1768,000931,2020-12-31,0.515446
1769,000932,2016-12-31,0.887677
1770,000932,2017-12-31,0.883555
1771,000932,2018-12-31,1.11841
1772,000932,2019-12-31,1.174915
1773,000932,2020-12-31,1.075333
1774,000933,2016-12-31,0.947044
1775,000933,2017-12-31,0.824819
1776,000933,2018-12-31,1.004524
1777,000933,2019-12-31,0.969029
1778,000933,2020-12-31,0.929734
1779,000935,2016-12-31,0.251512
1780,000935,2017-12-31,0.446964
1781,000935,2018-12-31,0.342889
1782,000935,2019-12-31,0.36682
1783,000935,2020-12-31,0.538864
1784,000936,2016-12-31,0.73805
1785,000936,2017-12-31,0.910954
1786,000936,2018-12-31,0.965798
1787,000936,2019-12-31,0.927094
1788,000936,2020-12-31,0.803752
1789,000937,2016-12-31,0.934247
1790,000937,2017-12-31,1.004603
1791,000937,2018-12-31,1.174268
1792,000937,2019-12-31,1.22077
1793,000937,2020-12-31,1.15905
1794,000938,2016-12-31,0.851502
1795,000938,2017-12-31,0.823396
1796,000938,2018-12-31,0.941985
1797,000938,2019-12-31,0.629646
1798,000938,2020-12-31,0.707626
1799,000939,2016-12-31,0.857181
1800,000939,2018-12-31,0.914684
1801,000948,2016-12-31,0.474096
1802,000948,2017-12-31,0.722089
1803,000948,2018-12-31,0.842635
1804,000948,2019-12-31,0.724806
1805,000948,2020-12-31,0.797061
1806,000949,2016-12-31,0.622217
1807,000949,2017-12-31,0.762411
1808,000949,2018-12-31,1.03785
1809,000949,2019-12-31,0.88181
1810,000949,2020-12-31,0.969521
1811,000950,2016-12-31,0.544515
1812,000950,2018-12-31,0.988519
1813,000950,2019-12-31,0.978912
1814,000950,2020-12-31,1.036494
1815,000951,2016-12-31,0.850206
1816,000951,2017-12-31,0.836014
1817,000951,2018-12-31,0.973204
1818,000951,2019-12-31,0.768469
1819,000951,2020-12-31,0.760894
1820,000952,2016-12-31,0.275395
1821,000952,2017-12-31,0.365797
1822,000952,2018-12-31,0.510917
1823,000952,2019-12-31,0.551878
1824,000952,2020-12-31,0.650108
1825,000953,2016-12-31,0.13573
1826,000953,2017-12-31,0.253955
1827,000953,2018-12-31,0.217411
1828,000953,2019-12-31,0.217461
1829,000953,2020-12-31,0.253829
1830,000955,2016-12-31,0.260076
1831,000955,2017-12-31,0.315487
1832,000955,2018-12-31,0.425256
1833,000955,2019-12-31,0.239973
1834,000955,2020-12-31,0.285776
1835,000957,2016-12-31,0.595505
1836,000957,2017-12-31,0.798764
1837,000957,2018-12-31,1.00597
1838,000957,2019-12-31,0.908486
1839,000957,2020-12-31,0.813477
1840,000959,2016-12-31,0.993709
1841,000959,2017-12-31,1.020853
1842,000959,2018-12-31,1.074216
1843,000959,2019-12-31,1.165784
1844,000959,2020-12-31,1.140251
1845,000960,2016-12-31,0.769695
1846,000960,2017-12-31,0.811465
1847,000960,2018-12-31,0.958538
1848,000960,2019-12-31,0.912044
1849,000960,2020-12-31,0.903422
1850,000961,2016-12-31,0.86934
1851,000961,2017-12-31,0.960683
1852,000961,2018-12-31,0.994871
1853,000961,2019-12-31,0.957897
1854,000961,2020-12-31,1.04225
1855,000962,2016-12-31,0.430002
1856,000962,2017-12-31,0.434446
1857,000962,2018-12-31,0.535493
1858,000962,2019-12-31,0.462458
1859,000962,2020-12-31,0.363568
1860,000963,2016-12-31,0.371489
1861,000963,2017-12-31,0.291231
1862,000963,2018-12-31,0.433186
1863,000963,2019-12-31,0.41875
1864,000963,2020-12-31,0.436092
1865,000965,2016-12-31,0.804089
1866,000965,2017-12-31,0.940702
1867,000965,2018-12-31,1.10835
1868,000965,2019-12-31,1.243906
1869,000965,2020-12-31,1.172124
1870,000966,2016-12-31,0.750919
1871,000966,2017-12-31,0.915269
1872,000966,2018-12-31,0.966427
1873,000966,2019-12-31,0.929873
1874,000966,2020-12-31,0.993529
1875,000967,2016-12-31,0.594421
1876,000967,2017-12-31,1.1314
1877,000967,2018-12-31,0.956274
1878,000967,2019-12-31,0.948189
1879,000967,2020-12-31,0.848598
1880,000968,2016-12-31,0.762007
1881,000968,2017-12-31,0.516087
1882,000968,2018-12-31,0.702261
1883,000968,2019-12-31,0.750759
1884,000968,2020-12-31,0.754932
1885,000969,2016-12-31,0.708647
1886,000969,2017-12-31,0.777176
1887,000969,2018-12-31,1.06914
1888,000969,2019-12-31,0.867998
1889,000969,2020-12-31,0.892648
1890,000970,2016-12-31,0.373459
1891,000970,2017-12-31,0.373877
1892,000970,2018-12-31,0.710261
1893,000970,2019-12-31,0.515986
1894,000970,2020-12-31,0.607215
1895,000973,2016-12-31,0.559332
1896,000973,2017-12-31,0.624451
1897,000973,2018-12-31,0.91324
1898,000973,2019-12-31,0.686688
1899,000973,2020-12-31,0.680914
1900,000975,2016-12-31,0.329992
1901,000975,2017-12-31,0.41484
1902,000975,2018-12-31,0.614546
1903,000975,2019-12-31,0.530172
1904,000975,2020-12-31,0.616759
1905,000976,2016-12-31,0.505214
1906,000976,2017-12-31,0.601706
1907,000976,2018-12-31,0.820687
1908,000976,2019-12-31,0.643972
1909,000976,2020-12-31,0.693594
1910,000977,2016-12-31,0.354216
1911,000977,2017-12-31,0.494552
1912,000977,2018-12-31,0.696206
1913,000977,2019-12-31,0.507864
1914,000977,2020-12-31,0.612666
1915,000978,2016-12-31,0.509971
1916,000978,2017-12-31,0.649908
1917,000978,2018-12-31,0.914382
1918,000978,2019-12-31,0.900355
1919,000978,2020-12-31,0.905811
1920,000979,2016-12-31,0.88516
1921,000982,2017-12-31,0.73404
1922,000982,2018-12-31,0.713573
1923,000982,2019-12-31,0.156306
1924,000982,2020-12-31,0.267726
1925,000983,2016-12-31,0.881006
1926,000983,2017-12-31,0.843185
1927,000983,2018-12-31,1.103706
1928,000983,2019-12-31,1.062209
1929,000983,2020-12-31,0.981036
1930,000985,2016-12-31,0.160698
1931,000985,2017-12-31,0.246155
1932,000985,2018-12-31,0.390412
1933,000985,2019-12-31,0.323006
1934,000985,2020-12-31,0.394627
1935,000988,2016-12-31,0.343231
1936,000988,2017-12-31,0.460267
1937,000988,2018-12-31,0.58578
1938,000988,2019-12-31,0.404551
1939,000988,2020-12-31,0.399915
1940,000989,2016-12-31,0.467376
1941,000989,2017-12-31,0.559976
1942,000989,2018-12-31,0.696315
1943,000989,2019-12-31,0.688904
1944,000989,2020-12-31,0.719442
1945,000990,2016-12-31,0.954752
1946,000990,2017-12-31,0.924345
1947,000990,2018-12-31,1.017159
1948,000990,2019-12-31,0.942013
1949,000990,2020-12-31,1.052714
1950,000993,2016-12-31,0.511871
1951,000993,2017-12-31,0.807798
1952,000993,2018-12-31,0.965293
1953,000993,2019-12-31,0.782063
1954,000993,2020-12-31,0.749177
1955,000995,2016-12-31,0.10086
1956,000995,2018-12-31,0.18544
1957,000995,2020-12-31,0.076337
1958,000996,2016-12-31,0.127428
1959,000996,2017-12-31,0.112384
1960,000996,2018-12-31,0.211213
1961,000996,2019-12-31,0.174931
1962,000996,2020-12-31,0.209559
1963,000997,2016-12-31,0.288786
1964,000997,2017-12-31,0.41471
1965,000997,2018-12-31,0.539261
1966,000997,2019-12-31,0.553162
1967,000997,2020-12-31,0.558644
1968,000998,2016-12-31,0.362274
1969,000998,2017-12-31,0.397905
1970,000998,2018-12-31,0.63574
1971,000998,2019-12-31,0.625832
1972,000998,2020-12-31,0.488963
1973,000999,2016-12-31,0.466809
1974,000999,2017-12-31,0.495451
1975,000999,2018-12-31,0.578066
1976,000999,2019-12-31,0.525942
1977,000999,2020-12-31,0.680175
1978,001696,2016-12-31,0.545986
1979,001696,2017-12-31,0.744549
1980,001696,2018-12-31,0.960302
1981,001696,2019-12-31,0.847885
1982,001696,2020-12-31,0.766943
1983,001872,2016-12-31,0.558598
1984,001872,2018-12-31,1.190242
1985,001872,2019-12-31,1.166791
1986,001872,2020-12-31,1.23438
1987,001896,2016-12-31,0.836807
1988,001896,2017-12-31,1.040763
1989,001896,2018-12-31,1.126267
1990,001896,2019-12-31,1.108347
1991,001896,2020-12-31,0.84156
1992,001914,2016-12-31,0.863066
1993,001914,2017-12-31,0.910573
1994,001914,2018-12-31,0.992236
1995,001914,2019-12-31,0.660078
1996,001914,2020-12-31,0.640315
1997,001965,2017-12-31,0.948744
1998,001965,2018-12-31,1.000201
1999,001965,2019-12-31,0.999758
2000,001965,2020-12-31,1.060584
2001,001979,2016-12-31,0.952769
2002,001979,2017-12-31,0.957241
2003,001979,2018-12-31,0.984198
2004,001979,2019-12-31,1.127957
2005,001979,2020-12-31,1.251265
2006,002001,2016-12-31,0.466296
2007,002001,2017-12-31,0.385724
2008,002001,2018-12-31,0.580773
2009,002001,2019-12-31,0.466013
2010,002001,2020-12-31,0.371473
2011,002002,2016-12-31,0.516703
2012,002002,2017-12-31,0.600671
2013,002002,2018-12-31,0.916315
2014,002002,2019-12-31,0.832064
2015,002002,2020-12-31,0.985752
2016,002003,2016-12-31,0.446634
2017,002003,2017-12-31,0.471619
2018,002003,2018-12-31,0.572981
2019,002003,2019-12-31,0.659562
2020,002003,2020-12-31,0.601895
2021,002004,2016-12-31,0.826222
2022,002004,2017-12-31,0.988908
2023,002004,2018-12-31,1.130319
2024,002004,2019-12-31,1.13478
2025,002004,2020-12-31,1.114978
2026,002006,2016-12-31,0.285794
2027,002006,2017-12-31,0.442986
2028,002006,2018-12-31,0.564173
2029,002006,2019-12-31,0.5879
2030,002006,2020-12-31,0.572443
2031,002007,2016-12-31,0.15744
2032,002007,2017-12-31,0.230782
2033,002007,2018-12-31,0.233263
2034,002007,2019-12-31,0.172405
2035,002007,2020-12-31,0.144921
2036,002008,2016-12-31,0.375365
2037,002008,2017-12-31,0.250165
2038,002008,2018-12-31,0.46095
2039,002008,2019-12-31,0.36385
2040,002008,2020-12-31,0.392169
2041,002009,2016-12-31,0.677286
2042,002009,2017-12-31,0.635043
2043,002009,2018-12-31,0.962572
2044,002009,2019-12-31,0.904199
2045,002009,2020-12-31,0.780288
2046,002010,2016-12-31,0.731896
2047,002010,2017-12-31,0.825362
2048,002010,2018-12-31,0.799086
2049,002010,2019-12-31,0.830879
2050,002010,2020-12-31,1.016063
2051,002011,2016-12-31,0.753683
2052,002011,2017-12-31,0.837907
2053,002011,2018-12-31,0.864489
2054,002011,2019-12-31,0.795882
2055,002011,2020-12-31,0.783882
2056,002012,2016-12-31,0.272695
2057,002012,2017-12-31,0.33618
2058,002012,2018-12-31,0.789695
2059,002012,2019-12-31,0.594792
2060,002012,2020-12-31,0.703971
2061,002013,2016-12-31,0.527829
2062,002013,2017-12-31,0.623651
2063,002013,2018-12-31,0.723618
2064,002013,2019-12-31,0.697059
2065,002013,2020-12-31,0.515087
2066,002014,2016-12-31,0.478599
2067,002014,2017-12-31,0.52776
2068,002014,2018-12-31,0.647498
2069,002014,2019-12-31,0.460411
2070,002014,2020-12-31,0.501475
2071,002015,2016-12-31,0.087249
2072,002015,2018-12-31,0.331222
2073,002015,2019-12-31,1.006894
2074,002015,2020-12-31,0.999429
2075,002016,2016-12-31,0.602283
2076,002016,2017-12-31,0.585782
2077,002016,2018-12-31,0.651367
2078,002016,2019-12-31,0.739358
2079,002016,2020-12-31,0.861596
2080,002017,2016-12-31,0.261536
2081,002017,2017-12-31,0.429302
2082,002017,2018-12-31,0.423962
2083,002017,2019-12-31,0.285904
2084,002017,2020-12-31,0.43946
2085,002018,2016-12-31,0.333106
2086,002018,2017-12-31,0.184146
2087,002018,2018-12-31,0.16507
2088,002019,2016-12-31,0.515115
2089,002019,2017-12-31,0.437092
2090,002019,2018-12-31,0.706692
2091,002019,2019-12-31,0.579151
2092,002019,2020-12-31,0.543601
2093,002020,2016-12-31,0.485603
2094,002020,2017-12-31,0.622907
2095,002020,2018-12-31,0.698345
2096,002020,2019-12-31,0.630296
2097,002020,2020-12-31,0.687282
2098,002022,2016-12-31,0.272794
2099,002022,2017-12-31,0.374876
2100,002022,2018-12-31,0.594449
2101,002022,2019-12-31,0.528194
2102,002022,2020-12-31,0.597525
2103,002023,2016-12-31,0.51757
2104,002023,2017-12-31,0.651508
2105,002023,2018-12-31,0.645816
2106,002023,2019-12-31,0.61341
2107,002023,2020-12-31,0.499002
2108,002024,2016-12-31,0.874036
2109,002024,2017-12-31,0.904012
2110,002024,2018-12-31,0.989141
2111,002024,2019-12-31,0.975981
2112,002024,2020-12-31,1.019799
2113,002025,2017-12-31,0.390645
2114,002025,2018-12-31,0.44014
2115,002025,2019-12-31,0.420179
2116,002025,2020-12-31,0.213042
2117,002026,2016-12-31,0.558
2118,002026,2017-12-31,0.765187
2119,002026,2018-12-31,1.051787
2120,002026,2019-12-31,1.050718
2121,002026,2020-12-31,0.589436
2122,002027,2016-12-31,0.204245
2123,002027,2017-12-31,0.168584
2124,002027,2018-12-31,0.390702
2125,002027,2019-12-31,0.19352
2126,002027,2020-12-31,0.145038
2127,002028,2016-12-31,0.600438
2128,002028,2017-12-31,0.541651
2129,002028,2018-12-31,0.780285
2130,002028,2019-12-31,0.684825
2131,002028,2020-12-31,0.625008
2132,002029,2016-12-31,0.76341
2133,002029,2017-12-31,0.923294
2134,002029,2018-12-31,1.147036
2135,002029,2019-12-31,1.208383
2136,002029,2020-12-31,1.272984
2137,002030,2016-12-31,0.232519
2138,002030,2017-12-31,0.309187
2139,002030,2018-12-31,0.393237
2140,002030,2019-12-31,0.341006
2141,002030,2020-12-31,0.211584
2142,002031,2016-12-31,0.557852
2143,002031,2017-12-31,0.763707
2144,002031,2018-12-31,0.929135
2145,002031,2019-12-31,0.900049
2146,002031,2020-12-31,0.879455
2147,002032,2016-12-31,0.404071
2148,002032,2017-12-31,0.331985
2149,002032,2018-12-31,0.3013
2150,002032,2019-12-31,0.220839
2151,002032,2020-12-31,0.224977
2152,002033,2016-12-31,0.420236
2153,002033,2017-12-31,0.51332
2154,002033,2018-12-31,0.827412
2155,002033,2019-12-31,0.793453
2156,002033,2020-12-31,0.769376
2157,002034,2017-12-31,0.689336
2158,002034,2018-12-31,0.929445
2159,002034,2019-12-31,0.873083
2160,002034,2020-12-31,0.863438
2161,002035,2016-12-31,0.348604
2162,002035,2017-12-31,0.235512
2163,002035,2018-12-31,0.537885
2164,002035,2019-12-31,0.436271
2165,002035,2020-12-31,0.593419
2166,002036,2016-12-31,0.380062
2167,002036,2017-12-31,0.498227
2168,002036,2018-12-31,0.734781
2169,002036,2019-12-31,0.484065
2170,002036,2020-12-31,0.67882
2171,002037,2016-12-31,0.692634
2172,002037,2018-12-31,0.980993
2173,002037,2019-12-31,1.043403
2174,002037,2020-12-31,1.057118
2175,002038,2016-12-31,0.255523
2176,002038,2017-12-31,0.246661
2177,002038,2018-12-31,0.325361
2178,002038,2019-12-31,0.420407
2179,002038,2020-12-31,0.546899
2180,002039,2016-12-31,0.954303
2181,002039,2017-12-31,0.982455
2182,002039,2018-12-31,1.050073
2183,002039,2019-12-31,1.036902
2184,002039,2020-12-31,1.054666
2185,002040,2016-12-31,0.68361
2186,002040,2017-12-31,0.808481
2187,002040,2018-12-31,1.053935
2188,002040,2019-12-31,0.984711
2189,002040,2020-12-31,1.039113
2190,002041,2016-12-31,0.257785
2191,002041,2017-12-31,0.372301
2192,002041,2018-12-31,0.719094
2193,002041,2019-12-31,0.408918
2194,002041,2020-12-31,0.185548
2195,002042,2016-12-31,0.674619
2196,002042,2017-12-31,0.754048
2197,002042,2018-12-31,0.950785
2198,002042,2019-12-31,0.804035
2199,002042,2020-12-31,0.958061
2200,002043,2016-12-31,0.305513
2201,002043,2017-12-31,0.271389
2202,002043,2018-12-31,0.59109
2203,002043,2019-12-31,0.509214
2204,002043,2020-12-31,0.536433
2205,002044,2016-12-31,0.33044
2206,002044,2017-12-31,0.379512
2207,002044,2018-12-31,0.356106
2208,002044,2019-12-31,0.300841
2209,002044,2020-12-31,0.344705
2210,002045,2016-12-31,0.443835
2211,002045,2017-12-31,0.430981
2212,002045,2018-12-31,0.924721
2213,002045,2019-12-31,0.529238
2214,002045,2020-12-31,0.687421
2215,002046,2016-12-31,0.465982
2216,002046,2017-12-31,0.70855
2217,002046,2018-12-31,0.930619
2218,002046,2019-12-31,0.895767
2219,002046,2020-12-31,0.720057
2220,002047,2016-12-31,0.647126
2221,002047,2017-12-31,0.586151
2222,002047,2018-12-31,0.654917
2223,002047,2019-12-31,0.75057
2224,002047,2020-12-31,0.95495
2225,002048,2016-12-31,0.734532
2226,002048,2017-12-31,0.785814
2227,002048,2018-12-31,1.177353
2228,002048,2019-12-31,1.043466
2229,002048,2020-12-31,1.100325
2230,002049,2016-12-31,0.212837
2231,002049,2017-12-31,0.169609
2232,002049,2018-12-31,0.29441
2233,002049,2019-12-31,0.203074
2234,002049,2020-12-31,0.09096
2235,002050,2016-12-31,0.407091
2236,002050,2017-12-31,0.350966
2237,002050,2018-12-31,0.465226
2238,002050,2019-12-31,0.304852
2239,002050,2020-12-31,0.181472
2240,002051,2016-12-31,0.581256
2241,002051,2017-12-31,0.611418
2242,002051,2018-12-31,0.915275
2243,002051,2019-12-31,0.960309
2244,002051,2020-12-31,1.086551
2245,002053,2016-12-31,0.370337
2246,002053,2017-12-31,0.587207
2247,002053,2018-12-31,0.82921
2248,002053,2019-12-31,0.982696
2249,002053,2020-12-31,0.978269
