,Stkcd,year,NCSKEW,ControlNCSKEW
0,000002,2018,-0.2830945624318963,0.06528348872425573
1,000002,2019,0.6417424270186936,-0.2830945624318963
2,000002,2020,0.2374197766658712,0.6417424270186936
3,000004,2018,-0.32376620331995914,-0.7102659104021708
4,000004,2019,-2.3694763265761947,-0.32376620331995914
5,000004,2020,-1.3478682140066278,-2.3694763265761947
6,000006,2018,-0.028917333142414608,0.5534044966066493
7,000006,2019,0.3858909617389373,-0.028917333142414608
8,000006,2020,1.284590925383153,0.3858909617389373
9,000008,2018,0.06873686705102901,0.9229548728902476
10,000008,2019,1.0539096101156704,0.06873686705102901
11,000008,2020,-3.6432606825272034,1.0539096101156704
12,000009,2018,-2.5751573961650704,-1.9764178222321973
13,000009,2019,0.6821860419304471,-2.5751573961650704
14,000009,2020,-1.3921169327438188,0.6821860419304471
15,000010,2018,-0.0798611677795014,0.3429721463689473
16,000010,2019,-0.20664104336357614,-0.0798611677795014
17,000010,2020,-0.4917500809053429,-0.20664104336357614
18,000011,2018,0.21964301413655787,0.07653348433834176
19,000011,2019,-0.3084298584000529,0.21964301413655787
20,000011,2020,-1.6090025719975332,-0.3084298584000529
21,000012,2018,-1.8257479670165149,0.8400685331149571
22,000012,2019,-1.0205182157310355,-1.8257479670165149
23,000012,2020,-0.8919274110753925,-1.0205182157310355
24,000014,2018,-0.7572659610244225,-0.5263275525539202
25,000014,2019,1.0874665977677562,-0.7572659610244225
26,000014,2020,1.1389169318247852,1.0874665977677562
27,000016,2018,-1.7459913606055226,0.05681013629682385
28,000016,2019,-1.726951808963789,-1.7459913606055226
29,000016,2020,-1.1422267176500882,-1.726951808963789
30,000017,2018,-2.550542740728246,-1.7601015061632157
31,000017,2019,0.8999799197568915,-2.550542740728246
32,000017,2020,-1.3936222955178763,0.8999799197568915
33,000018,2018,2.6893095636813893,1.417649206230052
34,000018,2019,,2.6893095636813893
35,000019,2018,0.15789230893976344,-1.0956912577309834
36,000019,2019,-2.5785619730618263,0.15789230893976344
37,000019,2020,-0.485738157950399,-2.5785619730618263
38,000020,2018,0.05140156935645653,-2.111664034839348
39,000020,2019,-0.4643278110928557,0.05140156935645653
40,000020,2020,1.2129951028669108,-0.4643278110928557
41,000021,2018,-2.2899070873685687,-0.10606707343309936
42,000021,2019,-0.9325201706970748,-2.2899070873685687
43,000021,2020,-0.286315776753506,-0.9325201706970748
44,000023,2018,-1.225510291226282,-0.24231286777323066
45,000023,2019,0.19900696296146986,-1.225510291226282
46,000023,2020,1.017634395613621,0.19900696296146986
47,000025,2018,-1.8103490483553537,-0.986378157553229
48,000025,2019,-0.5122788790186878,-1.8103490483553537
49,000025,2020,1.0645930088564677,-0.5122788790186878
50,000026,2018,-3.187291335009593,-0.3146304967291256
51,000026,2019,-1.1330768374726463,-3.187291335009593
52,000026,2020,0.6534910682320799,-1.1330768374726463
53,000027,2018,-0.8610702173379636,-0.5547538320467832
54,000027,2019,-0.6704907805285554,-0.8610702173379636
55,000027,2020,-1.2366696224070604,-0.6704907805285554
56,000028,2018,0.13098083491565174,-0.04869335541396485
57,000028,2019,0.8182535754738499,0.13098083491565174
58,000028,2020,1.3652489832069246,0.8182535754738499
59,000029,2020,-0.7084569632851198,2.3569815137598176
60,000030,2018,-0.8853243641294648,-1.0763344624358633
61,000030,2019,-1.4438028039317399,-0.8853243641294648
62,000030,2020,-0.1624586027229389,-1.4438028039317399
63,000031,2018,-1.3152788635185626,0.4761911326231488
64,000031,2019,1.3161176209006256,-1.3152788635185626
65,000031,2020,0.23576809417070355,1.3161176209006256
66,000032,2018,-2.2470215975849475,-0.231616428541996
67,000032,2019,-0.7673743015706567,-2.2470215975849475
68,000032,2020,-2.2214328664099288,-0.7673743015706567
69,000034,2018,-1.7021273052780386,0.12540606496411888
70,000034,2019,0.7580669152131396,-1.7021273052780386
71,000034,2020,0.7321406716809685,0.7580669152131396
72,000035,2018,-0.8713776192626109,3.2478071321373374
73,000035,2019,1.5811352339147913,-0.8713776192626109
74,000035,2020,-1.0230709894577428,1.5811352339147913
75,000036,2018,0.27518885548688843,-0.27796777500994096
76,000036,2019,0.41603637872135135,0.27518885548688843
77,000036,2020,-2.048292286459086,0.41603637872135135
78,000037,2018,-2.2914311954753317,-1.6441817753682697
79,000037,2019,-1.55621111002261,-2.2914311954753317
80,000037,2020,0.8429327571298318,-1.55621111002261
81,000038,2018,-1.2567364850147242,1.6588718591182652
82,000038,2019,-0.09773776749581443,-1.2567364850147242
83,000038,2020,0.8437654112657546,-0.09773776749581443
84,000039,2018,-0.057716393303137374,0.9194027525299748
85,000039,2019,-2.017579718675598,-0.057716393303137374
86,000039,2020,0.7154334036933274,-2.017579718675598
87,000040,2018,0.09531154070534227,-0.2373666046200887
88,000040,2019,0.14148338321111795,0.09531154070534227
89,000040,2020,0.6203041800074134,0.14148338321111795
90,000042,2018,1.1779793916863968,1.3128354031036042
91,000042,2019,1.073719267466257,1.1779793916863968
92,000042,2020,0.716652692963652,1.073719267466257
93,000043,2018,-1.7834565530497488,0.6848592180738228
94,000045,2018,-1.1000647537666273,-0.24570161767438325
95,000045,2019,0.5159770405841777,-1.1000647537666273
96,000045,2020,-0.4626438389569762,0.5159770405841777
97,000048,2018,-1.2496701867022924,0.10383805004355326
98,000048,2019,0.1614864444979314,-1.2496701867022924
99,000048,2020,-0.9471497910065134,0.1614864444979314
100,000049,2018,-1.885187954812674,-1.5209656514941676
101,000049,2019,-2.368075676865321,-1.885187954812674
102,000049,2020,-0.4411607168909127,-2.368075676865321
103,000050,2018,-1.4560415058912548,0.8540677912084248
104,000050,2019,0.1951060693780076,-1.4560415058912548
105,000050,2020,-0.6802602893982446,0.1951060693780076
106,000055,2018,-0.16884578036569875,-2.0830478880781698
107,000055,2019,0.22105417276169806,-0.16884578036569875
108,000055,2020,-0.9004824309077065,0.22105417276169806
109,000056,2018,-2.449910567256905,3.0420537423442497
110,000056,2019,0.7264701145671358,-2.449910567256905
111,000056,2020,-0.9210526630124016,0.7264701145671358
112,000058,2018,-3.0820019702760297,-3.1384823405210622
113,000058,2019,-0.045784385505762776,-3.0820019702760297
114,000058,2020,-0.03710553399702266,-0.045784385505762776
115,000059,2018,0.3083452681504276,0.7480552654267622
116,000059,2019,0.3963000822547301,0.3083452681504276
117,000059,2020,-0.16322648833353426,0.3963000822547301
118,000060,2018,-1.1344261155556437,1.1125842392879055
119,000060,2019,0.0031846783311069637,-1.1344261155556437
120,000060,2020,-0.4062472909120205,0.0031846783311069637
121,000061,2018,-0.07771111671638098,-0.2720114537586657
122,000061,2019,-2.5364706368699315,-0.07771111671638098
123,000061,2020,0.5463481503767259,-2.5364706368699315
124,000062,2018,-0.3281826958707452,-0.28425222499062885
125,000062,2019,-0.1825314162727154,-0.3281826958707452
126,000062,2020,-1.0089230620127905,-0.1825314162727154
127,000063,2018,-1.6987473543578226,1.7175178158638285
128,000063,2019,0.07771051543903172,-1.6987473543578226
129,000063,2020,0.1359676779216824,0.07771051543903172
130,000065,2018,-1.3272393760344132,-0.691501914095646
131,000065,2019,1.191987995072234,-1.3272393760344132
132,000065,2020,-3.1348244804304577,1.191987995072234
133,000066,2018,-1.7705720153528135,-0.4653046213349406
134,000066,2019,-0.5860246704870792,-1.7705720153528135
135,000066,2020,-0.022281387271922085,-0.5860246704870792
136,000068,2018,-1.0060440583287384,-2.4671265598476384
137,000068,2019,-0.2662394596088006,-1.0060440583287384
138,000068,2020,0.8690228830795302,-0.2662394596088006
139,000069,2018,-0.07240749174026284,0.24159058325995875
140,000069,2019,-0.2756519287946662,-0.07240749174026284
141,000069,2020,-0.11743866204807067,-0.2756519287946662
142,000070,2018,-1.293810979720501,0.21225456285564875
143,000070,2019,-0.18638054332278148,-1.293810979720501
144,000070,2020,0.5374336177189165,-0.18638054332278148
145,000078,2018,-0.4764090434483792,2.205156064022998
146,000078,2019,-1.2213411916187054,-0.4764090434483792
147,000078,2020,1.1233514563702558,-1.2213411916187054
148,000088,2018,-1.4072996421144677,0.7008838491338724
149,000088,2019,-0.13245636404896738,-1.4072996421144677
150,000088,2020,0.5084563424157131,-0.13245636404896738
151,000089,2018,-0.010754000704047629,-1.1442932228797036
152,000089,2019,-0.8094304882366252,-0.010754000704047629
153,000089,2020,0.7112011376382857,-0.8094304882366252
154,000090,2018,-0.9181960386964076,0.5063794413646941
155,000090,2019,-1.2054633446301848,-0.9181960386964076
156,000090,2020,0.1461813531017715,-1.2054633446301848
157,000096,2018,-0.2399944456874176,-0.12072150601963395
158,000096,2019,0.8106592981530191,-0.2399944456874176
159,000096,2020,-0.06198486783758544,0.8106592981530191
160,000099,2018,-0.980888372618588,1.3354917132240929
161,000099,2019,0.16614688357755414,-0.980888372618588
162,000099,2020,0.8509414565974552,0.16614688357755414
163,000100,2018,-1.2614227951250458,0.3026306543593013
164,000100,2019,-0.4602832087559549,-1.2614227951250458
165,000100,2020,-1.5238876846884042,-0.4602832087559549
166,000150,2018,0.4797104773393184,-0.9700964599666544
167,000150,2019,0.2779490221844185,0.4797104773393184
168,000150,2020,-1.3879829729680282,0.2779490221844185
169,000151,2018,0.12965669419643694,-2.8275611082335383
170,000151,2019,1.6818557768885627,0.12965669419643694
171,000151,2020,-0.8069461501302836,1.6818557768885627
172,000153,2018,-0.8491697583297341,0.4274313678367663
173,000153,2019,-0.8644951286289171,-0.8491697583297341
174,000153,2020,-0.07549840017618763,-0.8644951286289171
175,000155,2018,-0.7603674954212046,0.20018483403100995
176,000155,2019,-1.0570574715672971,-0.7603674954212046
177,000155,2020,-0.8892400960907382,-1.0570574715672971
178,000156,2018,-2.481210054167144,1.4213401223370696
179,000156,2019,-2.412228381938663,-2.481210054167144
180,000156,2020,0.7382276005451709,-2.412228381938663
181,000157,2018,-0.9654218816966771,-0.5973552858193808
182,000157,2019,-1.5696323819254066,-0.9654218816966771
183,000157,2020,-0.6844276038848206,-1.5696323819254066
184,000158,2018,-2.7972379868887463,0.9098762474571293
185,000158,2019,-0.9393180384952488,-2.7972379868887463
186,000158,2020,-1.4346894722541852,-0.9393180384952488
187,000159,2018,-2.9147691981463795,-2.0779073907743144
188,000159,2019,-0.11080180156234604,-2.9147691981463795
189,000159,2020,-0.2020623797937695,-0.11080180156234604
190,000301,2018,-1.076689101643377,-0.3206290726932532
191,000301,2019,-2.5815042217259627,-1.076689101643377
192,000301,2020,-0.3539977901262583,-2.5815042217259627
193,000333,2018,-0.6325869035093677,-0.03105471288713701
194,000333,2019,-0.4797614858584582,-0.6325869035093677
195,000333,2020,0.6532493467241804,-0.4797614858584582
196,000338,2018,-0.6282356389554592,-0.9735920827570068
197,000338,2019,-0.07188731968944366,-0.6282356389554592
198,000338,2020,-1.0486378986487528,-0.07188731968944366
199,000400,2018,-1.1242420818520045,-1.746812653954557
200,000400,2019,-0.5558234867661254,-1.1242420818520045
201,000400,2020,-1.2804335778168363,-0.5558234867661254
202,000401,2018,-0.5511037249421779,-0.8016516353354148
203,000401,2019,-0.9519636689911268,-0.5511037249421779
204,000401,2020,0.4799052338193106,-0.9519636689911268
205,000402,2018,0.1597681444469511,0.4649423813377932
206,000402,2019,1.145928023464343,0.1597681444469511
207,000402,2020,-0.4779432936431072,1.145928023464343
208,000403,2018,0.4322037135656079,-0.83298671345027
209,000403,2019,-1.5979434256049814,0.4322037135656079
210,000403,2020,-0.1841717774829832,-1.5979434256049814
211,000404,2018,1.0822201575529655,-0.6237956093233276
212,000404,2019,-0.5611652490015718,1.0822201575529655
213,000404,2020,1.6288318164503996,-0.5611652490015718
214,000407,2018,1.169909524265215,-0.16780063710857993
215,000407,2019,-0.06956112564124997,1.169909524265215
216,000407,2020,1.63517235084263,-0.06956112564124997
217,000408,2018,0.5764068354486936,-1.13443551754952
218,000408,2019,0.5789453729931879,0.5764068354486936
219,000408,2020,-1.1880598531555742,0.5789453729931879
220,000409,2018,0.6999928801893992,-0.5419372469166749
221,000409,2019,1.1277720864422949,0.6999928801893992
222,000409,2020,-1.1462329500442336,1.1277720864422949
223,000411,2018,0.9997723975503588,3.2791270153806664
224,000411,2019,-2.0584149208483726,0.9997723975503588
225,000411,2020,-0.04896879669636757,-2.0584149208483726
226,000413,2018,2.752122666437866,1.3422677001562922
227,000413,2019,-0.4248719036596108,2.752122666437866
228,000413,2020,1.0089009903591792,-0.4248719036596108
229,000415,2018,-1.0889691750668542,3.721964211664454
230,000415,2019,0.5736699952882839,-1.0889691750668542
