,Stkcd,year,NCSKEW,ControlNCSKEW
231,000415,2020,0.6386431563503419,0.5736699952882839
232,000417,2018,-1.5893961542960284,0.3366813876148642
233,000417,2019,0.22342867408925265,-1.5893961542960284
234,000417,2020,0.5689355744210274,0.22342867408925265
235,000418,2018,-0.3548541693707649,-0.22079784696460247
236,000419,2018,1.5304102253373308,0.33595379235215245
237,000419,2019,0.3644438397293584,1.5304102253373308
238,000419,2020,0.24151072155912115,0.3644438397293584
239,000420,2018,-0.5093148606783333,0.16530827659532846
240,000420,2019,-0.04309981670980305,-0.5093148606783333
241,000420,2020,-1.8356945728770149,-0.04309981670980305
242,000421,2018,0.6378936403609866,-0.32320310820268383
243,000421,2019,-4.071782077637697,0.6378936403609866
244,000421,2020,1.3796086167557196,-4.071782077637697
245,000422,2018,0.11334278998017222,1.398070286856634
246,000422,2019,-0.01957119548839488,0.11334278998017222
247,000422,2020,-0.5532089740408735,-0.01957119548839488
248,000423,2018,1.4650592793535675,1.1838835155556824
249,000423,2019,-0.1658231372980637,1.4650592793535675
250,000423,2020,-1.0357380409055543,-0.1658231372980637
251,000425,2018,-1.128732012795052,-0.3258611278820223
252,000425,2019,0.13353739450040553,-1.128732012795052
253,000425,2020,-0.7178076549868442,0.13353739450040553
254,000426,2018,0.5021471654867675,0.4805908122297708
255,000426,2019,-0.2698475558482449,0.5021471654867675
256,000426,2020,0.5449958115149895,-0.2698475558482449
257,000428,2018,-0.3960435414943717,-0.07239035904958882
258,000428,2019,-0.4766095081865076,-0.3960435414943717
259,000428,2020,-0.15653807834853165,-0.4766095081865076
260,000429,2018,0.3134932035901031,-1.1472421732796123
261,000429,2019,0.9036496475874974,0.3134932035901031
262,000429,2020,-0.0909591808361116,0.9036496475874974
263,000430,2018,0.18872982979467195,-0.514474718266882
264,000430,2019,0.03738504893140103,0.18872982979467195
265,000430,2020,0.9265079846260916,0.03738504893140103
266,000488,2018,2.301722719996752,0.3195656115506112
267,000488,2019,-0.2411968145650551,2.301722719996752
268,000488,2020,-0.7798904089132206,-0.2411968145650551
269,000498,2018,0.7410124749696424,-1.8888348825854728
270,000498,2019,-1.4318193443486893,0.7410124749696424
271,000498,2020,-0.21120416302655726,-1.4318193443486893
272,000501,2018,-0.791294050788662,0.010480693383450543
273,000501,2019,-1.2383528420112542,-0.791294050788662
274,000501,2020,0.7758374390887641,-1.2383528420112542
275,000503,2018,-1.74091689071231,0.346577898535867
276,000503,2019,1.6047333910399664,-1.74091689071231
277,000503,2020,-2.4058234262817777,1.6047333910399664
278,000504,2018,-0.03341501660713685,2.0438157893454654
279,000504,2019,-0.8420903202345243,-0.03341501660713685
280,000504,2020,-0.3801608357796037,-0.8420903202345243
281,000505,2018,-0.3117685768160197,-0.6463723517359311
282,000505,2019,-1.3591546978493614,-0.3117685768160197
283,000505,2020,-0.5319063945524434,-1.3591546978493614
284,000506,2018,-0.1831697748812611,2.099463238045637
285,000506,2019,-0.3578761747085462,-0.1831697748812611
286,000506,2020,-2.1267860236543084,-0.3578761747085462
287,000507,2018,0.010598949210837474,0.4333234492701965
288,000507,2019,2.189423709619307,0.010598949210837474
289,000507,2020,0.15066149475169344,2.189423709619307
290,000510,2018,-0.38341198069830695,0.049947257970037566
291,000510,2019,-0.05983590860359402,-0.38341198069830695
292,000510,2020,-0.1907222875196526,-0.05983590860359402
293,000513,2018,-0.6945083374614732,1.3503499443337041
294,000513,2019,0.13949479111440755,-0.6945083374614732
295,000513,2020,-0.4719174684663911,0.13949479111440755
296,000514,2018,-3.113292694071059,0.5413500117059212
297,000514,2019,1.4337049691909172,-3.113292694071059
298,000514,2020,-3.4841296176355487,1.4337049691909172
299,000517,2018,-0.912945279951207,-3.0737481612769813
300,000517,2019,-1.2666142022670708,-0.912945279951207
301,000517,2020,-0.11396167199793153,-1.2666142022670708
302,000518,2018,-3.113367601719292,-0.7547146714000171
303,000518,2019,-1.4297847019788028,-3.113367601719292
304,000518,2020,2.6057641360002433,-1.4297847019788028
305,000519,2018,-1.0898707994462598,0.4346457007276243
306,000519,2019,-0.42116035528104256,-1.0898707994462598
307,000519,2020,-1.779045607622742,-0.42116035528104256
308,000520,2018,-0.8672302891521507,-1.39655604689386
309,000520,2019,1.6859375140761608,-0.8672302891521507
310,000520,2020,2.1333739120757733,1.6859375140761608
311,000521,2018,0.022174542553341788,1.604081341126936
312,000521,2019,-2.2271059073639368,0.022174542553341788
313,000521,2020,1.92556825914326,-2.2271059073639368
314,000524,2018,0.6197522631822445,-0.5756393420167951
315,000524,2019,-2.94720472956823,0.6197522631822445
316,000524,2020,0.9326913608368927,-2.94720472956823
317,000526,2018,-1.2773004098529837,0.907670402032463
318,000526,2019,-1.2743099879987376,-1.2773004098529837
319,000526,2020,1.636783729071037,-1.2743099879987376
320,000528,2018,0.4591814712730266,-0.792238738280897
321,000528,2019,-0.16720743740258312,0.4591814712730266
322,000528,2020,-0.5022902922054908,-0.16720743740258312
323,000529,2018,-1.1347252351960788,0.22693191990051195
324,000529,2019,0.44569410898234096,-1.1347252351960788
325,000529,2020,0.378578050448777,0.44569410898234096
326,000530,2018,-1.9707802656834108,-0.15397179912492232
327,000530,2019,-1.0574454466903478,-1.9707802656834108
328,000530,2020,0.6982331471058861,-1.0574454466903478
329,000531,2018,-3.483603330921997,-0.42219367358332816
330,000531,2019,-1.56938676203351,-3.483603330921997
331,000531,2020,0.2591162010667307,-1.56938676203351
332,000532,2018,-1.9942512739413212,-1.8850103999126584
333,000532,2019,0.8618966458666864,-1.9942512739413212
334,000532,2020,0.8884282569022319,0.8618966458666864
335,000533,2018,-0.7816560649345051,1.107149954581331
336,000533,2019,-0.1314224906490948,-0.7816560649345051
337,000533,2020,-2.760479046456953,-0.1314224906490948
338,000534,2018,-0.057060571759494964,-0.6474523636377263
339,000534,2019,-0.3579075588304693,-0.057060571759494964
340,000534,2020,-0.0649047220682016,-0.3579075588304693
341,000536,2018,-1.9396079000434068,0.90591265872815
342,000536,2019,-0.06079921157566631,-1.9396079000434068
343,000536,2020,0.9289083569004748,-0.06079921157566631
344,000537,2018,-0.4611689916812954,0.1281747247611542
345,000537,2019,-0.3112471079595701,-0.4611689916812954
346,000537,2020,-3.169482614543674,-0.3112471079595701
347,000538,2018,-0.10073061903201087,0.033360392091492067
348,000538,2019,-0.7218551410861673,-0.10073061903201087
349,000538,2020,-0.2042769028249482,-0.7218551410861673
350,000539,2018,0.5203178208649101,-1.686314396888104
351,000539,2019,0.44215381074415744,0.5203178208649101
352,000539,2020,0.3331927183267404,0.44215381074415744
353,000540,2019,-0.3640120253922057,-0.7242993856564796
354,000540,2020,-2.7348824161152185,-0.3640120253922057
355,000541,2018,1.1222360606213877,-0.08582135204005123
356,000541,2019,-2.4527138169727207,1.1222360606213877
357,000541,2020,0.9153836631366352,-2.4527138169727207
358,000543,2018,0.3704944396029428,-0.8729178287961081
359,000543,2019,1.0148558203065714,0.3704944396029428
360,000543,2020,-0.7907358645859603,1.0148558203065714
361,000544,2018,-1.5014914657784078,1.4166142882629882
362,000544,2019,-0.2215492442351679,-1.5014914657784078
363,000544,2020,0.6896935173885195,-0.2215492442351679
364,000545,2018,1.5885433363567352,2.2558027424278784
365,000545,2019,-2.3954748127629903,1.5885433363567352
366,000545,2020,-0.6368908865374684,-2.3954748127629903
367,000546,2018,0.20643775422174776,0.5471565114151441
368,000546,2019,-0.2035642977718276,0.20643775422174776
369,000546,2020,-1.9585068315714984,-0.2035642977718276
370,000547,2018,-0.6817310010410907,-0.8064420258258109
371,000547,2019,-1.4086577518384678,-0.6817310010410907
372,000547,2020,2.5944455436771463,-1.4086577518384678
373,000548,2018,1.6829553393773893,-0.8639552625583551
374,000548,2019,-0.4166178777280828,1.6829553393773893
375,000548,2020,1.131832677916728,-0.4166178777280828
376,000550,2018,-0.005733210615474693,-0.049915423760911466
377,000550,2019,-1.7320819935703344,-0.005733210615474693
378,000550,2020,-0.5249138604747687,-1.7320819935703344
379,000551,2018,0.5407535738210231,-0.2688042605123621
380,000551,2019,-1.4527419598294522,0.5407535738210231
381,000551,2020,-1.3008924553782433,-1.4527419598294522
382,000552,2018,0.37300311128018215,-0.8189970521200839
383,000552,2019,-0.9410786060523452,0.37300311128018215
384,000552,2020,-0.07234612249016169,-0.9410786060523452
385,000553,2018,-0.4887773231539778,1.3781118756254271
386,000553,2019,0.3418445632791396,-0.4887773231539778
387,000553,2020,0.5983091446991918,0.3418445632791396
388,000554,2018,-0.22201378571927707,-0.10686602610529457
389,000554,2019,-0.005903002900792769,-0.22201378571927707
390,000554,2020,0.13535087646800795,-0.005903002900792769
391,000555,2018,-0.6608951983938879,-3.116263027062104
392,000555,2019,0.5720021568627739,-0.6608951983938879
393,000555,2020,0.6130432808485172,0.5720021568627739
394,000557,2018,0.386011731524285,-0.8963200191753351
395,000557,2019,-3.1871592019198065,0.386011731524285
396,000557,2020,0.02757395226915367,-3.1871592019198065
397,000558,2018,0.11315694937768064,0.7966725503189472
398,000558,2019,0.8634920337804562,0.11315694937768064
399,000558,2020,-0.7260981009695405,0.8634920337804562
400,000559,2018,-1.1623350998963868,1.0772779611007874
401,000559,2019,-1.1638600333855058,-1.1623350998963868
402,000559,2020,-0.776862059783661,-1.1638600333855058
403,000560,2018,-0.0622213953646001,-0.2300305796836721
404,000560,2019,-1.183212933749948,-0.0622213953646001
405,000560,2020,0.06228127027297796,-1.183212933749948
406,000561,2018,-0.3353793946881197,1.07098231065372
407,000561,2019,-0.18333110427618265,-0.3353793946881197
408,000561,2020,-1.4232820419650214,-0.18333110427618265
409,000565,2018,-0.8029548545547194,-1.7001249460248673
410,000565,2019,0.6853482254701055,-0.8029548545547194
411,000565,2020,-1.1747136167413226,0.6853482254701055
412,000566,2018,-0.3930389746074873,1.8507937593017032
413,000566,2019,-1.7459880082709336,-0.3930389746074873
414,000566,2020,-0.3150099794844965,-1.7459880082709336
415,000568,2018,-1.0460203608250025,0.3738377035812033
416,000568,2019,-1.18207510883322,-1.0460203608250025
417,000568,2020,0.36605708520042696,-1.18207510883322
418,000570,2018,-1.1465988873046933,0.10315346530351452
419,000570,2019,-0.7823540014542624,-1.1465988873046933
420,000570,2020,0.20709649976305056,-0.7823540014542624
421,000572,2018,1.239650039355066,1.2694131221859877
422,000572,2019,-0.8921048349813752,1.239650039355066
423,000572,2020,-1.401942383443074,-0.8921048349813752
424,000573,2018,0.8040443765418842,-0.7009946110856403
425,000573,2019,0.3588839923242511,0.8040443765418842
426,000573,2020,0.2885263444539562,0.3588839923242511
427,000576,2018,-1.321908244030936,2.0526385889065266
428,000576,2019,-1.8663884818377519,-1.321908244030936
429,000576,2020,-0.3832239995754368,-1.8663884818377519
430,000581,2018,0.5170302721806939,-1.0501100325689792
431,000581,2019,-1.1265734206101898,0.5170302721806939
432,000581,2020,-0.8424958152813836,-1.1265734206101898
433,000582,2018,-1.0658824540750431,0.7307608381866662
434,000582,2019,-0.04638078776898186,-1.0658824540750431
435,000582,2020,0.5271935097120088,-0.04638078776898186
436,000584,2018,-1.1160583888939566,3.0058743253803217
437,000584,2019,-1.4916156958267286,-1.1160583888939566
438,000584,2020,-0.7774447600898272,-1.4916156958267286
439,000586,2018,-1.1213405005673511,-1.6880547856576669
440,000586,2019,0.13932898652452122,-1.1213405005673511
441,000586,2020,-0.4602534861521804,0.13932898652452122
442,000589,2018,-1.7801384006012306,-0.5775880386101134
443,000589,2019,-1.0011063983689137,-1.7801384006012306
444,000589,2020,-0.5333740708492208,-1.0011063983689137
445,000590,2018,-2.8417696512303774,0.16152193213156796
446,000590,2019,0.5189118633499206,-2.8417696512303774
447,000590,2020,0.12971145297966594,0.5189118633499206
448,000591,2018,-1.7345511284723427,1.22938483363853
449,000591,2019,-2.253222067784605,-1.7345511284723427
450,000591,2020,-0.7734844906958062,-2.253222067784605
451,000592,2018,0.3080937076598104,1.2782464449319562
452,000592,2019,-0.8568489067464928,0.3080937076598104
453,000592,2020,0.16197413399439406,-0.8568489067464928
454,000593,2018,0.6519727031125099,-1.3056526157896846
455,000593,2019,-0.37121270349411456,0.6519727031125099
456,000593,2020,0.3200186577655912,-0.37121270349411456
457,000595,2018,-1.7620108602847893,-0.17708052902656854
458,000595,2019,1.0190943249971496,-1.7620108602847893
459,000595,2020,-0.7913091332638521,1.0190943249971496
460,000596,2018,-0.9783627398737452,-0.07847890011838451
461,000596,2019,-0.5076942831927383,-0.9783627398737452
462,000596,2020,0.22938495767449654,-0.5076942831927383
463,000597,2018,-0.3556374787541685,-1.8932301168554329
464,000597,2019,-0.9043176606817822,-0.3556374787541685
465,000597,2020,-0.4502564044307841,-0.9043176606817822
466,000598,2018,-0.26856337523555257,-1.204208220227196
467,000598,2019,-0.1641134377236935,-0.26856337523555257
468,000598,2020,-0.9273390911392708,-0.1641134377236935
469,000599,2018,-1.7672968126304134,0.3243686261207154
470,000599,2019,-0.045389747672074834,-1.7672968126304134
471,000599,2020,0.3577111078520209,-0.045389747672074834
472,000600,2018,-0.631452802571129,0.6002700310947389
473,000600,2019,-0.5410903682700531,-0.631452802571129
474,000600,2020,0.6073418620975507,-0.5410903682700531
475,000601,2018,-0.2126080386531344,0.7556852865110415
476,000601,2019,-0.9623273180728318,-0.2126080386531344
477,000601,2020,1.141800600530293,-0.9623273180728318
478,000603,2018,-0.9052127784150052,1.5543868352556298
479,000603,2019,-1.059042909257638,-0.9052127784150052
480,000603,2020,0.4130918052667957,-1.059042909257638
481,000605,2018,0.42755340893924015,-1.83867274634524
482,000605,2019,-0.2212866410357512,0.42755340893924015
483,000605,2020,-0.8821552938346694,-0.2212866410357512
484,000607,2018,-0.9625104335024628,-0.06484190521975809
485,000607,2019,0.1165834261212822,-0.9625104335024628
486,000607,2020,-0.5217478333247139,0.1165834261212822
487,000608,2018,-0.21794854673561675,-2.1823553521967094
488,000608,2019,-0.00447272375593422,-0.21794854673561675
489,000608,2020,-0.2220377639754312,-0.00447272375593422
490,000610,2018,-1.954228719319461,-1.5031323498525198
491,000610,2019,-0.045351246654837515,-1.954228719319461
492,000610,2020,0.09545447801560876,-0.045351246654837515
493,000612,2018,-0.6023004929060285,0.6368482757232583
494,000612,2019,-1.1748021498204622,-0.6023004929060285
495,000612,2020,0.13668503658621586,-1.1748021498204622
496,000615,2018,-0.4650528463953154,-0.6767142691782762
497,000615,2019,-0.7079444801929409,-0.4650528463953154
498,000615,2020,-1.0223289002261031,-0.7079444801929409
499,000619,2018,0.6383685306622825,-0.547876194182798
500,000619,2019,0.21360570450971508,0.6383685306622825
501,000619,2020,0.9218502190291384,0.21360570450971508
502,000620,2018,0.8634140168800215,0.8337680824391556
503,000620,2019,0.5110845667557761,0.8634140168800215
504,000620,2020,0.3351958758529227,0.5110845667557761
505,000622,2018,0.25659478860039525,-2.8706037377639384
506,000622,2019,-0.7302099391377759,0.25659478860039525
507,000622,2020,0.954827216935738,-0.7302099391377759
508,000623,2018,-0.42375659229731777,-0.9433257887786132
509,000623,2019,0.8153698073433879,-0.42375659229731777
510,000623,2020,0.07587822875872105,0.8153698073433879
511,000625,2018,-0.2548709827248739,0.21049432589426248
512,000625,2019,-0.7482222572050412,-0.2548709827248739
513,000625,2020,-0.7589457129330365,-0.7482222572050412
514,000626,2018,-0.9192067284622638,-0.5378463608372273
515,000626,2019,-1.242793032984448,-0.9192067284622638
