,AT,EX_INDAT_read,DUVOL,NCSKEW
AT,1.0,0.05679826624926596,0.08876026354900476,0.07273083167663313
EX_INDAT_read,0.05679826624926596,1.0,-0.02839972206924504,-0.07057302602886466
DUVOL,0.08876026354900476,-0.02839972206924504,1.0,0.8935575015169195
NCSKEW,0.07273083167663313,-0.07057302602886466,0.8935575015169195,1.0
