,AT,EX_INDAT,DUVOL,NCSKEW
AT,1.0,0.05406663561703624,0.0889616307512656,0.07612448528913204
EX_INDAT,0.05406663561703624,1.0,-0.025816743388926547,-0.06457066284925186
DUVOL,0.0889616307512656,-0.025816743388926547,1.0,0.8936678413634164
NCSKEW,0.07612448528913204,-0.06457066284925186,0.8936678413634164,1.0
